,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type
6694,10.1111/j.1468-2958.1992.tb00296.x+1.0,10.1111/j.1468-2958.1992.tb00296.x,https://academic.oup.com/hcr/article/19/1/89/4575829,1992,Specifying the Nature of Social Skill Deficits Associated with Depression,Human Communication Research,1.0,1.0,Chris Segrin,Chris,Segrin,1 Chris Segrin is an Assistant Professor in the Department of Communication Studies at the University of Kansas,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Chris+Segrin,https://www.google.com/search?q=Chris+Segrin+chris+segrin+is+an+assistant+professor+in+the+department+of+communication+studies+at+the+university+of+kansas,male,0.9,156083.0,High,Chris Segrin,Chris,Segrin,1 Chris Segrin is an Assistant Professor in the Department of Communication Studies at the University of Kansas,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Chris+Segrin,https://www.google.com/search?q=Chris+Segrin+chris+segrin+is+an+assistant+professor+in+the+department+of+communication+studies+at+the+university+of+kansas,white,Low,0.023342896,0.101510994,0.08074482,0.7944013,0.7944013,0.101510994,0.6928903,chris segrin is an assistant professor in the department of communication studies at the university of kansas,1 Chris Segrin is an Assistant Professor in the Department of Communication Studies at the University of Kansas,University of Kansas,Exact,https://ror.org/001tmjg57,R
10480,10.1111/j.1083-6101.1999.tb00104.x+5.0,10.1111/j.1083-6101.1999.tb00104.x,https://academic.oup.com/jcmc/article/4/4/JCMC441/4584400,1999,Collaborative Discourse Structures in Computer Mediated Group Communications,Journal of Computer-Mediated Communication,5.0,5.0,Ajaz Rana,Ajaz,Rana,1 Distinguished Professor of Computer and Information Science. He designed and developed the first operational asynchronous group communication system in 1969 and has been an active researcher in to CMC technology and its effectiveness ever since. Together with Dr. Hiltz he is co-author of the award wining book The Network Nation: Human Communication via Computer.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ajaz+Rana,https://www.google.com/search?q=Ajaz+Rana+distinguished+professor+of+computer+and+information+science+he+designed+and+developed+the+first+operational+asynchronous+group+communication+system+in+and+has+been+an+active+researcher+in+to+cmc+technology+and+its+effectiveness+ever+since+together+with+dr+hiltz+he+is+co+author+of+the+award+wining+book+the+network+nation+human+communication+via+computer,male,1.0,215.0,Low,Ajaz Rana,Ajaz,Rana,1 Distinguished Professor of Computer and Information Science. He designed and developed the first operational asynchronous group communication system in 1969 and has been an active researcher in to CMC technology and its effectiveness ever since. Together with Dr. Hiltz he is co-author of the award wining book The Network Nation: Human Communication via Computer.,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ajaz+Rana,https://www.google.com/search?q=Ajaz+Rana+distinguished+professor+of+computer+and+information+science+he+designed+and+developed+the+first+operational+asynchronous+group+communication+system+in+and+has+been+an+active+researcher+in+to+cmc+technology+and+its+effectiveness+ever+since+together+with+dr+hiltz+he+is+co+author+of+the+award+wining+book+the+network+nation+human+communication+via+computer,api,High,0.8099601,0.016121557,0.049450465,0.1244679,0.8099601,0.1244679,0.6854922,distinguished professor of computer and information science he designed and developed the first operational asynchronous group communication system in and has been an active researcher in to cmc technology and its effectiveness ever since together with dr hiltz he is co author of the award wining book the network nation human communication via computer,1 Distinguished Professor of Computer and Information Science. He designed and developed the first operational asynchronous group communication system in 1969 and has been an active researcher in to CMC technology and its effectiveness ever since. Together with Dr. Hiltz he is co-author of the award wining book The Network Nation: Human Communication via Computer.,Institute of Communication and Computer Systems,API_QUERY,https://ror.org/0483fn738,R
5700,10.1111/j.1468-2958.2011.01405.x+4.0,10.1111/j.1468-2958.2011.01405.x,https://academic.oup.com/hcr/article/37/3/350/4107520,2011,Effects of Cognitive Complexity and Emotional Upset on Processing Supportive Messages: Two Tests of a Dual-Process Theory of Supportive Communication Outcomes,Human Communication Research,7.0,4.0,Jennifer D. McCullough,Jennifer,Mccullough,"4 Department of Communication Studies, Saginaw Valley State University, University Center, MI 48710, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jennifer+Mccullough,https://www.google.com/search?q=Jennifer+D.+McCullough+department+of+communication+studies+saginaw+valley+state+university+university+center+mi+usa,female,0.98,90255.0,High,Jennifer D. McCullough,Jennifer,Mccullough,"4 Department of Communication Studies, Saginaw Valley State University, University Center, MI 48710, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jennifer+Mccullough,https://www.google.com/search?q=Jennifer+D.+McCullough+department+of+communication+studies+saginaw+valley+state+university+university+center+mi+usa,white,Low,0.0037831923,0.22703084,0.025954843,0.7432311,0.7432311,0.22703084,0.5162003,department of communication studies saginaw valley state university university center mi usa,"4 Department of Communication Studies, Saginaw Valley State University, University Center, MI 48710, USA",Saginaw Valley State University,Exact,https://ror.org/01y7m0485,R
2147,10.1111/j.1460-2466.2004.tb02610.x+2.0,10.1111/j.1460-2466.2004.tb02610.x,https://academic.oup.com/joc/article/54/1/5/4102958,2004,Must-See TV or ESPN: Entertainment and Sports Media Exposure and Body-Image Distortion in College Women,Journal of Communication,2.0,2.0,Peiqin Zhou,Peiqin,Zhou,"2 Peiqin Zhou (PhD, University of Alabama) is a communication researcher in Shanghai, China",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peiqin+Zhou,https://www.google.com/search?q=Peiqin+Zhou+peiqin+zhou+is+a+communication+researcher+in+shanghai+china,female,0.75,4.0,Low,Peiqin Zhou,Peiqin,Zhou,"2 Peiqin Zhou (PhD, University of Alabama) is a communication researcher in Shanghai, China",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peiqin+Zhou,https://www.google.com/search?q=Peiqin+Zhou+peiqin+zhou+is+a+communication+researcher+in+shanghai+china,api,High,0.99892503,0.000102264006,0.0002519059,0.00072082557,0.99892503,0.00072082557,0.99820423,peiqin zhou is a communication researcher in shanghai china,"2 Peiqin Zhou (PhD, University of Alabama) is a communication researcher in Shanghai, China",Łukasiewicz Research Network - Institute of Welding,API_QUERY,https://ror.org/05xx8bb48,R
3065,10.1111/j.1460-2466.1988.tb02069.x+3.0,10.1111/j.1460-2466.1988.tb02069.x,https://academic.oup.com/joc/article/38/4/50/4209915,1988,How First-Time Viewers Comprehend Editing Conventions,Journal of Communication,4.0,3.0,Arthur Davis,Arthur,Davis,"1 Renée Hobbs is Assistant Professor and John Stauffer is Associate Professor, both in the Department of Communication, and Richard Frost is Associate Professor in the Department of Sociology, all at Babson College, Wellesley, Massachusetts. Arthur Davis is a missionary with the Africa Inland Mission in Kenya",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Arthur+Davis,https://www.google.com/search?q=Arthur+Davis+ren+e+hobbs+is+assistant+professor+and+john+stauffer+is+associate+professor+both+in+the+department+of+communication+and+richard+frost+is+associate+professor+in+the+department+of+sociology+all+at+babson+college+wellesley+massachusetts+arthur+davis+is+a+missionary+with+the+africa+inland+mission+in+kenya,male,0.99,20587.0,High,Arthur Davis,Arthur,Davis,"1 Renée Hobbs is Assistant Professor and John Stauffer is Associate Professor, both in the Department of Communication, and Richard Frost is Associate Professor in the Department of Sociology, all at Babson College, Wellesley, Massachusetts. Arthur Davis is a missionary with the Africa Inland Mission in Kenya",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Arthur+Davis,https://www.google.com/search?q=Arthur+Davis+ren+e+hobbs+is+assistant+professor+and+john+stauffer+is+associate+professor+both+in+the+department+of+communication+and+richard+frost+is+associate+professor+in+the+department+of+sociology+all+at+babson+college+wellesley+massachusetts+arthur+davis+is+a+missionary+with+the+africa+inland+mission+in+kenya,white,Low,0.003984236,0.35676643,0.020293266,0.618956,0.618956,0.35676643,0.2621896,ren e hobbs is assistant professor and john stauffer is associate professor both in the department of communication and richard frost is associate professor in the department of sociology all at babson college wellesley massachusetts arthur davis is a missionary with the africa inland mission in kenya,"1 Renée Hobbs is Assistant Professor and John Stauffer is Associate Professor, both in the Department of Communication, and Richard Frost is Associate Professor in the Department of Sociology, all at Babson College, Wellesley, Massachusetts. Arthur Davis is a missionary with the Africa Inland Mission in Kenya",Babson College,Exact,https://ror.org/01f0syq13,R
3321,10.1111/j.1460-2466.1984.tb02987.x+1.0,10.1111/j.1460-2466.1984.tb02987.x,https://academic.oup.com/joc/article/34/1/88/4282776,1984,How Jurors Respond to Videotaped Witnesses,Journal of Communication,2.0,1.0,Edmund P. Kaminski,Edmund,Kaminski,"1 Edmund P. Kaminski is Assistant Professor in the Department of Telecommunications, Kent State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Edmund+Kaminski,https://www.google.com/search?q=Edmund+P.+Kaminski+edmund+p+kaminski+is+assistant+professor+in+the+department+of+telecommunications+kent+state+university,male,0.99,2378.0,High,Edmund P. Kaminski,Edmund,Kaminski,"1 Edmund P. Kaminski is Assistant Professor in the Department of Telecommunications, Kent State University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Edmund+Kaminski,https://www.google.com/search?q=Edmund+P.+Kaminski+edmund+p+kaminski+is+assistant+professor+in+the+department+of+telecommunications+kent+state+university,white,High,0.0026996494,0.00025160128,0.010136887,0.9869118,0.9869118,0.010136887,0.9767749,edmund p kaminski is assistant professor in the department of telecommunications kent state university,"1 Edmund P. Kaminski is Assistant Professor in the Department of Telecommunications, Kent State University",Kent State University,Exact,https://ror.org/049pfb863,R
3119,10.1111/j.1460-2466.1987.tb00994.x+2.0,10.1111/j.1460-2466.1987.tb00994.x,https://academic.oup.com/joc/article/37/3/58/4282976,1987,Reporting on Radiation: A Content Analysis of Chernobyl Coverage,Journal of Communication,3.0,2.0,Carole M. Gorney,Carole,Gorney,"2 Carole M. Gorney is an Assistant Professor of Journalism and Brenda P. Egolf is a research scientist in the Center for Social Research, both at Lehigh University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carole+Gorney,https://www.google.com/search?q=Carole+M.+Gorney+carole+m+gorney+is+an+assistant+professor+of+journalism+and+brenda+p+egolf+is+a+research+scientist+in+the+center+for+social+research+both+at+lehigh+university,female,0.98,31642.0,High,Carole M. Gorney,Carole,Gorney,"2 Carole M. Gorney is an Assistant Professor of Journalism and Brenda P. Egolf is a research scientist in the Center for Social Research, both at Lehigh University",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carole+Gorney,https://www.google.com/search?q=Carole+M.+Gorney+carole+m+gorney+is+an+assistant+professor+of+journalism+and+brenda+p+egolf+is+a+research+scientist+in+the+center+for+social+research+both+at+lehigh+university,white,High,0.005951084,0.09048472,0.022130504,0.8814336,0.8814336,0.09048472,0.79094887,carole m gorney is an assistant professor of journalism and brenda p egolf is a research scientist in the center for social research both at lehigh university,"2 Carole M. Gorney is an Assistant Professor of Journalism and Brenda P. Egolf is a research scientist in the Center for Social Research, both at Lehigh University",Lehigh University,Exact,https://ror.org/012afjb06,R
3052,10.1111/j.1460-2466.1989.tb01034.x+1.0,10.1111/j.1460-2466.1989.tb01034.x,https://academic.oup.com/joc/article/39/2/114/4210560,1989,The Foreign-Language Press in American Press History,Journal of Communication,1.0,1.0,Hanno Hardt,Hanno,Hardt,"1 Hanno Hardt is Professor in the School of Journalism and Mass Communication, University of lowa",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hanno+Hardt,https://www.google.com/search?q=Hanno+Hardt+hanno+hardt+is+professor+in+the+school+of+journalism+and+mass+communication+university+of+lowa,male,0.88,499.0,Low,Hanno Hardt,Hanno,Hardt,"1 Hanno Hardt is Professor in the School of Journalism and Mass Communication, University of lowa",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hanno+Hardt,https://www.google.com/search?q=Hanno+Hardt+hanno+hardt+is+professor+in+the+school+of+journalism+and+mass+communication+university+of+lowa,white,High,0.00072907266,0.019540884,0.022836437,0.9568936,0.9568936,0.022836437,0.9340572,hanno hardt is professor in the school of journalism and mass communication university of lowa,"1 Hanno Hardt is Professor in the School of Journalism and Mass Communication, University of lowa",Ghana Institute of Journalism,API_QUERY,https://ror.org/03f6z9r32,R
5584,10.1111/hcre.12007+2.0,10.1111/hcre.12007,https://academic.oup.com/hcr/article/39/3/339/4093684,2013,"Reactance, Restoration, and Cognitive Structure: Comparative Statics",Human Communication Research,3.0,2.0,Edward L. Fink,Edward,Fink,"2 Department of Communication, University of Maryland, College Park, MD, 20742-7635, USA,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Edward+Fink,https://www.google.com/search?q=Edward+L.+Fink+department+of+communication+university+of+maryland+college+park+md+usa,male,0.99,22248.0,High,Edward L. Fink,Edward,Fink,"2 Department of Communication, University of Maryland, College Park, MD, 20742-7635, USA,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Edward+Fink,https://www.google.com/search?q=Edward+L.+Fink+department+of+communication+university+of+maryland+college+park+md+usa,white,High,0.0025827475,0.02130235,0.05163796,0.924477,0.924477,0.05163796,0.87283903,department of communication university of maryland college park md usa,"2 Department of Communication, University of Maryland, College Park, MD, 20742-7635, USA,",University of Mary,Exact,https://ror.org/055f0jp24,R
4943,10.1111/j.1460-2466.1952.tb00173.x+1.0,10.1111/j.1460-2466.1952.tb00173.x,https://academic.oup.com/joc/article/2/1/20/4609474,1952,Communications from the Viewpoint of the Industrial Engineer,Journal of Communication,1.0,1.0,Arnold Longley,Arnold,Longley,"1 Industrial consultant in the firm of Amold Longley and Associates, Hamilton, Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Arnold+Longley,https://www.google.com/search?q=Arnold+Longley+industrial+consultant+in+the+firm+of+amold+longley+and+associates+hamilton+canada,male,0.99,9187.0,High,Arnold Longley,Arnold,Longley,"1 Industrial consultant in the firm of Amold Longley and Associates, Hamilton, Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Arnold+Longley,https://www.google.com/search?q=Arnold+Longley+industrial+consultant+in+the+firm+of+amold+longley+and+associates+hamilton+canada,white,High,0.009295913,0.08112853,0.033525087,0.8760505,0.8760505,0.08112853,0.79492193,industrial consultant in the firm of amold longley and associates hamilton canada,"1 Industrial consultant in the firm of Amold Longley and Associates, Hamilton, Canada",Korea Engineering Consultants Corporation,API_QUERY,https://ror.org/02ernp878,R
6642,10.1111/j.1468-2958.1993.tb00321.x+1.0,10.1111/j.1468-2958.1993.tb00321.x,https://academic.oup.com/hcr/article/20/2/199/4564868,1993,Training Lie Detectors to Use Nonverbal Cues Instead of Global Heuristics,Human Communication Research,2.0,1.0,Klaus Fiedler,Klaus,Fiedler,1 Klaus Fiedler is Professor of Social Psychology at the Psychological Institute of the University of Heidelberg,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Klaus+Fiedler,https://www.google.com/search?q=Klaus+Fiedler+klaus+fiedler+is+professor+of+social+psychology+at+the+psychological+institute+of+the+university+of+heidelberg,male,0.98,17301.0,High,Klaus Fiedler,Klaus,Fiedler,1 Klaus Fiedler is Professor of Social Psychology at the Psychological Institute of the University of Heidelberg,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Klaus+Fiedler,https://www.google.com/search?q=Klaus+Fiedler+klaus+fiedler+is+professor+of+social+psychology+at+the+psychological+institute+of+the+university+of+heidelberg,white,High,0.008165371,0.0066765924,0.019508125,0.96564984,0.96564984,0.019508125,0.9461417,klaus fiedler is professor of social psychology at the psychological institute of the university of heidelberg,1 Klaus Fiedler is Professor of Social Psychology at the Psychological Institute of the University of Heidelberg,Psychological Institute of the Russian Academy of Education,API_QUERY,https://ror.org/02rvd6d64,R
8178,10.1111/j.1468-2885.2008.01332.x+3.0,10.1111/j.1468-2885.2008.01332.x,https://academic.oup.com/ct/article/19/1/49/4098720,2009,Using Message Form to Stimulate Conversations: The Case of Tropes,Communication Theory,4.0,3.0,Elvis Saal,Elvis,Saal,"2 Department of Afrikaans &amp; Theory of Literature, University of South Africa, Pretoria, South Africa",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elvis+Saal,https://www.google.com/search?q=Elvis+Saal+department+of+afrikaans+amp+theory+of+literature+university+of+south+africa+pretoria+south+africa,male,0.97,12533.0,High,Elvis Saal,Elvis,Saal,"2 Department of Afrikaans &amp; Theory of Literature, University of South Africa, Pretoria, South Africa",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Elvis+Saal,https://www.google.com/search?q=Elvis+Saal+department+of+afrikaans+amp+theory+of+literature+university+of+south+africa+pretoria+south+africa,white,High,0.01721344,0.035312064,0.02992132,0.9175532,0.9175532,0.035312064,0.88224113,department of afrikaans amp theory of literature university of south africa pretoria south africa,"2 Department of Afrikaans &amp; Theory of Literature, University of South Africa, Pretoria, South Africa",University of South Africa,Exact,https://ror.org/048cwvf49,R
6731,10.1111/j.1468-2958.1991.tb00544.x+2.0,10.1111/j.1468-2958.1991.tb00544.x,https://academic.oup.com/hcr/article/18/2/209/4575817,1991,Images Versus Issues in the 1984 Presidential Election: Differences between Men and Women,Human Communication Research,4.0,2.0,Timothy D. Stephen,Timothy,Stephen,"1 Department of Language, Literature, and Communication at Rensselaer Polytechnic Institute",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Timothy+Stephen,https://www.google.com/search?q=Timothy+D.+Stephen+department+of+language+literature+and+communication+at+rensselaer+polytechnic+institute,male,0.99,13105.0,High,Timothy D. Stephen,Timothy,Stephen,"1 Department of Language, Literature, and Communication at Rensselaer Polytechnic Institute",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Timothy+Stephen,https://www.google.com/search?q=Timothy+D.+Stephen+department+of+language+literature+and+communication+at+rensselaer+polytechnic+institute,white,High,0.0068322853,0.15503536,0.019328535,0.81880385,0.81880385,0.15503536,0.6637685,department of language literature and communication at rensselaer polytechnic institute,"1 Department of Language, Literature, and Communication at Rensselaer Polytechnic Institute",Rensselaer Polytechnic Institute,Exact,https://ror.org/01rtyzb94,R
6300,10.1111/j.1468-2958.2001.tb00774.x+1.0,10.1111/j.1468-2958.2001.tb00774.x,https://academic.oup.com/hcr/article/27/1/9/4554746,2001,Adaptation and Communicative Design: Patterns of Interaction in Truthful and Deceptive Conversations,Human Communication Research,2.0,1.0,Cindy H. White,Cindy,White,"1 (Ph.D., University of Arizona, 1996) is assistant professor of communication at the University of Colorado, Boulder",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cindy+White,https://www.google.com/search?q=Cindy+H.+White+is+assistant+professor+of+communication+at+the+university+of+colorado+boulder,female,0.98,75555.0,High,Cindy H. White,Cindy,White,"1 (Ph.D., University of Arizona, 1996) is assistant professor of communication at the University of Colorado, Boulder",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cindy+White,https://www.google.com/search?q=Cindy+H.+White+is+assistant+professor+of+communication+at+the+university+of+colorado+boulder,white,Low,0.0033530274,0.32845744,0.025100656,0.6430888,0.6430888,0.32845744,0.31463137,is assistant professor of communication at the university of colorado boulder,"1 (Ph.D., University of Arizona, 1996) is assistant professor of communication at the University of Colorado, Boulder",University of Colorado Boulder,Exact,https://ror.org/02ttsq026,R
4807,10.1111/j.1460-2466.1960.tb00532.x+1.0,10.1111/j.1460-2466.1960.tb00532.x,https://academic.oup.com/joc/article/10/3/135/4587309,1960,A Study of the Results of an Extremely Short Instructional Unit in Listening,Journal of Communication,2.0,1.0,Kim Giffin,Kim,Giffin,"1 Kim Giffin (Ph.D., Iowa, 1950) is Head of the Speech Division, Department of Speech and Drama, University of Kansas",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kim+Giffin,https://www.google.com/search?q=Kim+Giffin+kim+giffin+is+head+of+the+speech+division+department+of+speech+and+drama+university+of+kansas,female,0.56,51609.0,Low,Kim Giffin,Kim,Giffin,"1 Kim Giffin (Ph.D., Iowa, 1950) is Head of the Speech Division, Department of Speech and Drama, University of Kansas",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kim+Giffin,https://www.google.com/search?q=Kim+Giffin+kim+giffin+is+head+of+the+speech+division+department+of+speech+and+drama+university+of+kansas,white,Low,0.010650045,0.1673592,0.043614347,0.77837634,0.77837634,0.1673592,0.6110171,kim giffin is head of the speech division department of speech and drama university of kansas,"1 Kim Giffin (Ph.D., Iowa, 1950) is Head of the Speech Division, Department of Speech and Drama, University of Kansas",University of Kansas,Exact,https://ror.org/001tmjg57,R
6926,10.1111/j.1468-2958.1988.tb00161.x+2.0,10.1111/j.1468-2958.1988.tb00161.x,https://academic.oup.com/hcr/article/14/3/364/4587718,1988,Acquiring Resources from Intimates: When Obligation Substitutes for Persuasion,Human Communication Research,5.0,2.0,Chris A. Janiszewski,Chris,Janiszewski,"2 Chris A. Janiszewski (Ph.D., Northwestern University, 1987) is an assistant professor of business administration at the University of Florida",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Chris+Janiszewski,https://www.google.com/search?q=Chris+A.+Janiszewski+chris+a+janiszewski+is+an+assistant+professor+of+business+administration+at+the+university+of+florida,male,0.9,156083.0,High,Chris A. Janiszewski,Chris,Janiszewski,"2 Chris A. Janiszewski (Ph.D., Northwestern University, 1987) is an assistant professor of business administration at the University of Florida",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Chris+Janiszewski,https://www.google.com/search?q=Chris+A.+Janiszewski+chris+a+janiszewski+is+an+assistant+professor+of+business+administration+at+the+university+of+florida,white,High,0.00080240524,0.00015990128,0.010546331,0.9884914,0.9884914,0.010546331,0.9779451,chris a janiszewski is an assistant professor of business administration at the university of florida,"2 Chris A. Janiszewski (Ph.D., Northwestern University, 1987) is an assistant professor of business administration at the University of Florida",University of Florida,Exact,https://ror.org/02y3ad647,R
10072,10.1111/j.1083-6101.2006.tb00304.x+3.0,10.1111/j.1083-6101.2006.tb00304.x,https://academic.oup.com/jcmc/article/11/1/72/4616656,2005,Web-Based Memorializing after September 11: toward a Conceptual Framework,Journal of Computer-Mediated Communication,3.0,3.0,Steven M. Schneider,Steven,Schneider,2 SUNY Institute of Technology,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Steven+Schneider,https://www.google.com/search?q=Steven+M.+Schneider+suny+institute+of+technology,male,0.99,61542.0,High,Steven M. Schneider,Steven,Schneider,2 SUNY Institute of Technology,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Steven+Schneider,https://www.google.com/search?q=Steven+M.+Schneider+suny+institute+of+technology,white,High,0.010956438,0.0035887368,0.02018963,0.96526515,0.96526515,0.02018963,0.9450755,suny institute of technology,2 SUNY Institute of Technology,SUNY Polytechnic Institute,API_QUERY,https://ror.org/000fxgx19,R
138,10.1093/joc/jqab015+1.0,10.1093/joc/jqab015,https://academic.oup.com/joc/article/71/4/545/6356126,2021,Thematic Co-occurrence Analysis: Advancing a Theory and Qualitative Method to Illuminate Ambivalent Experiences,Journal of Communication,1.0,1.0,Kristina M Scharp,Kristina,Scharp,"Department of Communication, The University of Washington , Box 353740, Seattle, WA 98195,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kristina+Scharp,https://www.google.com/search?q=Kristina+M+Scharp+department+of+communication+the+university+of+washington+box+seattle+wa+usa,female,0.98,29132.0,High,Kristina M Scharp,Kristina,Scharp,"Department of Communication, The University of Washington , Box 353740, Seattle, WA 98195,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kristina+Scharp,https://www.google.com/search?q=Kristina+M+Scharp+department+of+communication+the+university+of+washington+box+seattle+wa+usa,white,High,0.0062016053,0.007982053,0.029472712,0.9563436,0.9563436,0.029472712,0.9268709,department of communication the university of washington box seattle wa usa,"Department of Communication, The University of Washington , Box 353740, Seattle, WA 98195,  USA",University of Washington,Exact,https://ror.org/00cvxb145,R
5499,10.1111/hcre.12044+1.0,10.1111/hcre.12044,https://academic.oup.com/hcr/article/41/1/128/4064417,2015,Does Avatar Appearance Matter? How Team Visual Similarity and Member–Avatar Similarity Influence Virtual Team Performance,Human Communication Research,5.0,1.0,Sarah F. van der Land,Sarah,Land,"1 Department of Media and Communication, Erasmus University Rotterdam, 3000 DR, Rotterdam, the Netherlands,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sarah+Land,https://www.google.com/search?q=Sarah+F.+van+der+Land+department+of+media+and+communication+erasmus+university+rotterdam+dr+rotterdam+the+netherlands,female,0.98,174584.0,High,Sarah F. van der Land,Sarah,Land,"1 Department of Media and Communication, Erasmus University Rotterdam, 3000 DR, Rotterdam, the Netherlands,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sarah+Land,https://www.google.com/search?q=Sarah+F.+van+der+Land+department+of+media+and+communication+erasmus+university+rotterdam+dr+rotterdam+the+netherlands,white,High,0.007991888,0.047736425,0.00958031,0.9346913,0.9346913,0.047736425,0.8869549,department of media and communication erasmus university rotterdam dr rotterdam the netherlands,"1 Department of Media and Communication, Erasmus University Rotterdam, 3000 DR, Rotterdam, the Netherlands,",Erasmus University Rotterdam,Exact,https://ror.org/057w15z03,R
3966,10.1111/j.1460-2466.1978.tb01574.x+1.0,10.1111/j.1460-2466.1978.tb01574.x,https://academic.oup.com/joc/article/28/1/124/4371735,1978,Rewards for “Openness”,Journal of Communication,1.0,1.0,James B. Stull,James,Stull,"1 James B. Stull is Assistant Professor of Business at San Jose State University. This article is based upon a doctoral dissertation, Department of Communication, Purdue University, 1974, entitled, “Openness’in Superior-Subordinate Communication: A Quasi-Experimental Field Study.”",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Stull,https://www.google.com/search?q=James+B.+Stull+james+b+stull+is+assistant+professor+of+business+at+san+jose+state+university+this+article+is+based+upon+a+doctoral+dissertation+department+of+communication+purdue+university+entitled+openness+in+superior+subordinate+communication+a+quasi+experimental+field+study,male,0.99,117309.0,High,James B. Stull,James,Stull,"1 James B. Stull is Assistant Professor of Business at San Jose State University. This article is based upon a doctoral dissertation, Department of Communication, Purdue University, 1974, entitled, “Openness’in Superior-Subordinate Communication: A Quasi-Experimental Field Study.”",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Stull,https://www.google.com/search?q=James+B.+Stull+james+b+stull+is+assistant+professor+of+business+at+san+jose+state+university+this+article+is+based+upon+a+doctoral+dissertation+department+of+communication+purdue+university+entitled+openness+in+superior+subordinate+communication+a+quasi+experimental+field+study,white,High,0.007988504,0.11257286,0.024838405,0.85460025,0.85460025,0.11257286,0.7420274,james b stull is assistant professor of business at san jose state university this article is based upon a doctoral dissertation department of communication purdue university entitled openness in superior subordinate communication a quasi experimental field study,"1 James B. Stull is Assistant Professor of Business at San Jose State University. This article is based upon a doctoral dissertation, Department of Communication, Purdue University, 1974, entitled, “Openness’in Superior-Subordinate Communication: A Quasi-Experimental Field Study.”",San Jose State University,Exact,https://ror.org/04qyvz380,R
