journal,issueURL,volumn,issue,issueText,month,year,category,title,url,doi,pages,abstract,abstract_para_num,sci_hub,type
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/4/1?browseBy=volume,Volume 4,Issue 1,"Issue 1, 1 September 1998",September,1998,Original Article,Community or Colony: the Case of Online Newspapers and the Web,https://academic.oup.com/jcmc/article/4/1/JCMC415/4584365,10.1111/j.1083-6101.1998.tb00086.x,,"Although the development of relationships on the Net may be seen as “community,” the increasing global presence from commercial media such as online newspapers suggest that another metaphor may be jousting for preeminence – colonization. Findings from an on-going case study of online newspapers suggest the early ideals of democratic community-building in cyberspace are encountering resistance as newspaper organizations delineate “virtual geographic space” and stake out “territory” on the web by subtly discouraging access to other sites (i.e., a type of virtual “homesteading”). Additionally, changes in the production practices of print journalists due to the emergence of electronic newspapers are discussed.",1.0,https://sci-hub.se/10.1111/j.1083-6101.1998.tb00086.x,
Communication Theory,https://academic.oup.com/ct/issue/30/1?browseBy=volume,Volume 30,Issue 1,"Issue 1, February 2020, Pages 1–104",February,2020,Original Articles,From Correspondence to Computers: A Theory of Mediated Presence in History,https://academic.oup.com/ct/article/30/1/64/5678093,10.1093/ct/qtz020,64–83,"This article proposes a theory of mediated presence, defined as the sense of presence— despite physical absence—made possible by technology. Pushing the boundaries of media, the theory integrates various notions of presence at a distance: telepresence in telecommunications and computer-mediated communication, liveness in broadcasting and on the Internet, and the epistolary presence of antiquity. Theoretically, it adopts a social constructivist approach to long-term communication history, with an emphasis on technological breakdowns. The core discussion addresses three criteria for a historical, comparative analysis of mediated presence: dissemination versus dialogue, transmission-reception time lags, and levels of disembodiment. Refuting axiological and technology-centered views of history, the article concludes that increased technological options for presence at a distance have remained essentially ambivalent for users who vacillate between the need for distance and the search for connection.",1.0,https://sci-hub.se/10.1093/ct/qtz020,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/9/1?browseBy=volume,Volume 9,Issue 1,"Issue 1, 1 November 2003",November,2003,Original Article,Greeklish and Greekness: Trends and Discourses of “Glocalness”,https://academic.oup.com/jcmc/article/9/1/JCMC918/4614491,10.1111/j.1083-6101.2003.tb00358.x,,"Within the context of the new communication ecosystem, attitudes towards computer-mediated discourse (CMD) practices have not been extensively investigated. This study explores social attitudes towards “Greeklish,” a specific discursive phenomenon of CMD, which involves the use of the Latin alphabet in Greek online communication. It approaches Greeklish as a glocal social practice, and investigates attitudes towards Greeklish as they are represented in the Greek press. Three main trends are identified in the corpus. The first, a retrospective trend, views Greeklish as a serious threat to the Greek language; the second, prospective trend, approaches Greeklish as a transitory phenomenon which will soon become negligible due to technological advances; the third, resistive trend, points to the negative effects of globalization and relates Greeklish to other communication and sociocultural practices. Adopting a critical discourse-analytic perspective, this study attempts to map the discourses which permeate each one of these trends in order to reveal different, often heterogeneous and conflicting representations of Greeklish in Greek society at a specific historical moment.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2003.tb00358.x,
Human Communication Research,https://academic.oup.com/hcr/issue/19/1?browseBy=volume,Volume 19,Issue 1,"Issue 1, September 1992, Pages 5–175",September,1992,Articles,Are There Gender Differences in the Relationship Between Academic Performance and Social Behavior?,https://academic.oup.com/hcr/article/19/1/155/4575872,10.1111/j.1468-2958.1992.tb00298.x,155–175,"A growing body of research suggests that peer-related communication skills and experiences may facilitate academic achievement, especially in the college environment. However, there is substantial evidence that men and women differ in peer-related interaction skills and patterns, suggesting that there may be gender differences in the relationship between academic performance and interaction with peers. Thus far, only one study has systematically examined this gender difference: that of Nezlek, Wheeler, and Rets. In their 1990 work, they reported data that they interpreted as supporting the existence of gender differences in the relationship between the scholastic performance of college students and aspects of their social interactions. The current article presents a reanalysis of their data, snowing that there are no gender differences in the relationship between academic achievement and social participation. This article also reports a study assessing gender differences in relationships between academic performance and loneliness, communication skills, and social acceptance. Participants (208 college students) completed the revised UCLA loneliness scale, tasks assessing five communication skills, and sociometric measures providing multiple indices of social acceptance. Cumulative grade point averages (GPAs) were obtained from the university registrar. Although several significant associations were detected between CPA and the loneliness and communication skill measures, no gender differences in the associations were found. The results are discussed in terms of relationships between the orientations that students exhibit toward peers and their studies.",1.0,https://sci-hub.se/10.1111/j.1468-2958.1992.tb00298.x,
Journal of Communication,https://academic.oup.com/joc/issue/26/3?browseBy=volume,Volume 26,Issue 3,"Issue 3, September 1976, Pages 5–240",September,1976,Laughing Matter,Laughing Matter? Asymposium of Studies on Humor as Communication,https://academic.oup.com/joc/article/26/3/102/4553801,10.1111/j.1460-2466.1976.tb01911.x,102–103,,,https://sci-hub.se/10.1111/j.1460-2466.1976.tb01911.x,
Journal of Communication,https://academic.oup.com/joc/issue/10/1?browseBy=volume,Volume 10,Issue 1,"Issue 1, March 1960, Pages 1–63",March,1960,Articles,Foreword: The Special Anniversary Issue,https://academic.oup.com/joc/article/10/1/1/4587295,10.1111/j.1460-2466.1960.tb00509.x,1,,,https://sci-hub.se/10.1111/j.1460-2466.1960.tb00509.x,
"Communication, Culture and Critique",https://academic.oup.com/ccc/issue/3/4?browseBy=volume,Volume 3,Issue 4,"Issue 4, December 2010, Pages 465–610",December,2010,Original Articles,Locational Privacy in Public Spaces: Media Discourses on Location-Aware Mobile Technologies,https://academic.oup.com/ccc/article/3/4/503/4067450,10.1111/j.1753-9137.2010.01083.x,503–525,"This article analyzes 4 months of popular press articles from major publications about location-aware mobile phones. Our results identify 2 main areas: the control these devices offer over public spaces and the lack of control users have over their location information. This lack of control is often framed as a lack of privacy. We argue that the ability to control and personalize public spaces is not new because previous types of portable media already allowed users to manage interactions with public spaces. However, issues of privacy and control over public spaces are more pronounced with location-aware technologies. Our conclusions suggest that popular press discourses often overlook more complex social issues related to privacy in public spaces.",1.0,https://sci-hub.se/10.1111/j.1753-9137.2010.01083.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/11/2?browseBy=volume,Volume 11,Issue 2,"Issue 2, 1 January 2006, Pages 395–666",January,2006,Original Article,The Effects of Communication Modality on Performance and Self-Ratings of Teamwork Components,https://academic.oup.com/jcmc/article/11/2/557/4617733,10.1111/j.1083-6101.2006.00027.x,,"Based on McGrath and Hollingshead’s adaptation of media richness theory and a model of team performance, a laboratory study was designed to compare the effects of three communication modalities of increasing richness on a complex psychomotor/intellective task (i.e., audio only, shared workspace, face-to-face). When teams worked face-to-face, they reported teamwork behaviors to a greater extent than when they worked via audio, and team members perceived their performance to be greater when face-to-face than when using audio alone. The use of a shared workspace enhanced some aspects of perceived team processes, such that distributed teams reported teamwork behaviors to a greater extent than when using audio alone. Teams also committed fewer errors when using a shared workspace than when using audio alone. Practical implications and limitations are discussed.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2006.00027.x,
Journal of Communication,https://academic.oup.com/joc/issue/43/1?browseBy=volume,Volume 43,Issue 1,"Issue 1, March 1993, Pages 3–191",March,1993,"Symposium: Communication Theory, Mathematical Models, and Social Policy",Diffusion of Innovations and Policy Decision-Making,https://academic.oup.com/joc/article/43/1/30/4160006,10.1111/j.1460-2466.1993.tb01247.x,30–45,"This article presents a general mathematical model of the diffusion of innovations, which incorporates mass media and interpersonal influence. The model is applied to three classic diffusion data sets: (a) use of hybrid corn, (b) knowledge of Eisenhower's stroke, and (c) doctors’ prescription of a new drug. Nonlinear regression is used to estimate the mathematical model. The results show that diffusion of hybrid corn occurred via interpersonal influence, whereas the diffusion of knowledge of Eisenhower's stroke occurred via the mass media. For the diffusion of the new drug, the model shows that doctors who subscribed to few medical journals learned about the drug primarily through interpersonal influence, while doctors who subscribed to many medical journals learned about the drug through both mass media and interpersonal channels. Policy decision-makers can use diffusion models to (a) evaluate the effectiveness of media versus interpersonal campaigns, (b) make comparisons between subgroups, and (c) evaluate the effect of a policy.",1.0,https://sci-hub.se/10.1111/j.1460-2466.1993.tb01247.x,
Journal of Communication,https://academic.oup.com/joc/issue/64/4?browseBy=volume,Volume 64,Issue 4,"Issue 4, August 2014, Pages 569–784",August,2014,Original Articles,"Social Media, Network Heterogeneity, and Opinion Polarization",https://academic.oup.com/joc/article/64/4/702/4086042,10.1111/jcom.12077,702–722,"Employing a national probability survey in 2012, this study tests relationships between social media, social network service (SNS) network heterogeneity, and opinion polarization. The results show that the use of social media is a positive predictor of the level of network heterogeneity on SNSS and that the relationship is mediated by several news-related activities, such as getting news, news posting, and talking about politics on SNSS. Testing the association between SNS network heterogeneity and polarization, this study considers 3 different dimensions of opinion polarization: partisan, ideological, and issue. The findings indicate that political discussion moderates the relationship between network heterogeneity and the level of partisan and ideological polarizations. The implications of this study are discussed.",1.0,https://sci-hub.se/10.1111/jcom.12077,
Journal of Communication,https://academic.oup.com/joc/issue/45/3?browseBy=volume,Volume 45,Issue 3,"Issue 3, September 1995, Pages 3–191",September,1995,Research Articles,"Reading the Newspaper: Strategies and Politics of Reader Response, Chicago, 1912–1917",https://academic.oup.com/joc/article/45/3/66/4160047,10.1111/j.1460-2466.1995.tb00744.x,66–93,"This article is about reader response to journalism during an important transitional period in the history of the American newspaper. It draws on a manuscript collection of letters sent by readers to James Keeley, editor of the Chicago Tribune and Chicago Herald in the early 20th century. It explores the strategies that readers used to make sense of what they read. The article's main argument is that reader response was often not idiosyncratic, but rather it was linked to interpretive communities, and these communities were influenced by political organizations. In other words, readers constructed their own meanings as they read, but this creative process was often guided by organized cultural and political power. Then as now, interest groups taught readers how to read their newspapers.",1.0,https://sci-hub.se/10.1111/j.1460-2466.1995.tb00744.x,
Journal of Communication,https://academic.oup.com/joc/issue/67/5?browseBy=volume,Volume 67,Issue 5,"Issue 5, October 2017, Pages 635–826",October,2017,Original Articles,Children’s Responses to Negative News: The Effects of Constructive Reporting in Newspaper Stories for Children,https://academic.oup.com/joc/article/67/5/781/4642140,10.1111/jcom.12324,781–802,"For a well-functioning democracy, it is crucial that children consume news. However, news can elicit overly negative emotions and discourage engagement in children. The question, therefore, is how news can be adapted to children’s sensitivities and needs but can still inform them. This study investigated whether constructive reporting (solution-based narratives including positive emotions) in news about negative events improved emotional responses and encouraged engagement (intention and inspiration to engage). In an experiment, 8–13-year-olds (N = 332) read a story containing either constructive elements or not. Constructive news elicited lower levels of negative emotional responses and provided more inspiration for engagement than nonconstructive news. These promising findings open doors for follow-up investigations regarding constructive news reporting, also among adult audiences.",1.0,https://sci-hub.se/10.1111/jcom.12324,
Journal of Communication,https://academic.oup.com/joc/issue/28/3?browseBy=volume,Volume 28,Issue 3,"Issue 3, September 1978, Pages 3–240",September,1978,Article,Western European Broadcasting in Transition,https://academic.oup.com/joc/article/28/3/48/4371668,10.1111/j.1460-2466.1978.tb01624.x,48–51,The demands for public participation and decentralization of broadcasting structures are two forces which contribute to the changes in media organization and control.,1.0,https://sci-hub.se/10.1111/j.1460-2466.1978.tb01624.x,
Journal of Communication,https://academic.oup.com/joc/issue/26/4?browseBy=volume,Volume 26,Issue 4,"Issue 4, December 1976, Pages 3–230",December,1976,The Rhetoric of Revolt,Protest Rock and Drugs,https://academic.oup.com/joc/article/26/4/125/4553857,10.1111/j.1460-2466.1976.tb01949.x,125–136,,,https://sci-hub.se/10.1111/j.1460-2466.1976.tb01949.x,
Journal of Communication,https://academic.oup.com/joc/issue/43/3?browseBy=volume,Volume 43,Issue 3,"Issue 3, September 1993, Pages 4–238",September,1993,"New Directions, New Agendas",Argument for a Durkheimian Theory of the Communicative,https://academic.oup.com/joc/article/43/3/158/4160178,10.1111/j.1460-2466.1993.tb01288.x,158–163,,,https://sci-hub.se/10.1111/j.1460-2466.1993.tb01288.x,
Human Communication Research,https://academic.oup.com/hcr/issue/14/1?browseBy=volume,Volume 14,Issue 1,"Issue 1, September 1987, Pages 3–118",September,1987,Articles,Reducing Children's Emotional Reactions to Mass Media Through Rehearsed Explanation and Exposure to a Replica of a Fear Object,https://academic.oup.com/hcr/article/14/1/3/4587696,10.1111/j.1468-2958.1987.tb00119.x,3–26,"An experiment was conducted to assess the effectiveness of two strategies for reducing emotional reactions to mass media. Children from two grade levels (kindergarten and first versus third through fifth grade) received a desensitization treatment in which a verbally presented explanation of tarantulas that required rehearsal (rehearsed explanation, no explanation) was factorially varied with gradual exposure to a replica of a tarantula (exposure to a replica, no exposure). Subjects then viewed a frightening movie scene inuolving tarantulas. The two strategies reduced emotional reactions in both younger and older children. In contrast, only the rehearsed explanation altered children's conceptions of the dangerousness of tarantulas. The findings had been predicted on the basis of developmental research on rehearsal strategies and on the basis of different levels of processing involved in the two types of fear-reduction techniques.",1.0,https://sci-hub.se/10.1111/j.1468-2958.1987.tb00119.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/10/3?browseBy=volume,Volume 10,Issue 3,"Issue 3, 1 April 2005",April,2005,Original Article,An Exploration into Facilitating Higher Levels of Learning in a Text-Based Internet Learning Environment Using Diverse Instructional Strategies,https://academic.oup.com/jcmc/article/10/3/JCMC1032/4614486,10.1111/j.1083-6101.2005.tb00256.x,,"The purpose of this action-research study was to explore how well various instructional strategies translate to a text-based Internet learning environment and facilitate higher levels of learning. The participants were 19 adult learners enrolled in an online degree program at a Western Canadian research university. The results of the study provide support for the position that text-based Internet communication technologies can facilitate effective learning environments through the use of certain instructional strategies, resulting in the ability to facilitate higher levels of learning. The outcomes may be useful to those involved in the design and/or instruction of online learning in postsecondary settings.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2005.tb00256.x,
Journal of Communication,https://academic.oup.com/joc/issue/66/4?browseBy=volume,Volume 66,Issue 4,"Issue 4, August 2016, Pages 519–715",August,2016,Original Articles,Social Pressure on Social Media: Using Facebook Status Updates to Increase Voter Turnout,https://academic.oup.com/joc/article/66/4/542/4082384,10.1111/jcom.12236,542–563,"The widespread adoption of the Internet offers tangible potential for increasing political participation through disseminating digital reminders to vote. This study presents three experiments in which confederates mobilize members of their networks to vote by tagging them in Facebook status updates. Relying on the technological affordances of Facebook, treatments publicize individuals' past participation or failure to vote in an ongoing election. The results show substantial increases in turnout greater than that which is usually produced by face-to-face methods. Findings suggest that digital media offer citizens the potential to generate tremendous gains in voter participation, and address concerns that our increasingly digitally networked society may prove harmful to democracy.",1.0,https://sci-hub.se/10.1111/jcom.12236,
Journal of Communication,https://academic.oup.com/joc/issue/63/6?browseBy=volume,Volume 63,Issue 6,"Issue 6, December 2013, Pages 993–1174",December,2013,Original Articles,A Relational Turbulence Model of Military Service Members' Relational Communication During Reintegration,https://academic.oup.com/joc/article/63/6/1109/4086017,10.1111/jcom.12059,1109–1129,"This study employed the relational turbulence model to examine features of relational communication and dimensions of relational inferences during the postdeployment transition for military service members. We surveyed 220 military personnel who had recently returned home from deployment about their romantic relationship. Results of a structural equation model indicated that relational uncertainty and interference from partners predicted openness and aggressiveness, which in turn predicted appraisals of affiliation and dominance in the relationship. The results imply that the transition from deployment to reunion corresponds with upheaval in how service members communicate with a romantic partner and make judgments about their relationship.",1.0,https://sci-hub.se/10.1111/jcom.12059,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/13/4?browseBy=volume,Volume 13,Issue 4,"Issue 4, 1 July 2008, Pages 769–1019",July,2008,Original Article,"Who plays, how much, and why? Debunking the stereotypical gamer profile",https://academic.oup.com/jcmc/article/13/4/993/4583542,10.1111/j.1083-6101.2008.00428.x,,"Online games have exploded in popularity, but for many researchers access to players has been difficult. The study reported here is the first to collect a combination of survey and behavioral data with the cooperation of a major virtual world operator. In the current study, 7,000 players of the massively multiplayer online game (MMO) EverQuest 2 were surveyed about their offline characteristics, their motivations and their physical and mental health. These self-report data were then combined with data on participants’ actual in-game play behaviors, as collected by the game operator. Most of the results defy common stereotypes in surprising and interesting ways and have implications for communication theory and for future investigations of games.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2008.00428.x,
"Communication, Culture and Critique",https://academic.oup.com/ccc/issue/11/2?browseBy=volume,Volume 11,Issue 2,"Issue 2, June 2018, Pages 213–340",June,2018,Original Articles,Discursive Legitimation in the Cultures of Internet Policymaking,https://academic.oup.com/ccc/article/11/2/231/4956843,10.1093/ccc/tcx020,231–246,"A socio-technical lens on the development of the Internet suggests that policymaking plays a constitutive role in the meanings of technology and its uses. In the Canadian context, I trace how early “information society” discourses underlying negative policy strategies continued into current discursive legitimations of the Internet as essential communications infrastructure. The federal regulator’s 2015–2016 Review of Basic Telecommunications Services public proceedings forms a case study that highlights how certain discourses become legitimized and others recede, ultimately resulting in a maintenance of the regulatory status quo despite the appearance of a public interest imperative.",1.0,https://sci-hub.se/10.1093/ccc/tcx020,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/4/4?browseBy=volume,Volume 4,Issue 4,"Issue 4, 1 June 1999",June,1999,Original Article,Distributed Research Teams: Meeting Asynchronously in Virtual Space,https://academic.oup.com/jcmc/article/4/4/JCMC448/4584412,10.1111/j.1083-6101.1999.tb00108.x,,"As computer networks improve, more social and work interactions are carried out “virtually” by geographically separated group members. In this paper we discuss the design of a tool, PAVE, to support remote work interactions among colleagues in different time zones. PAVE extends a 2D graphical MOO and supports synchronous and asynchronous interactions. PAVE logs and indexes activities in the space. This capture facility enables playback and augmentation of meeting interactions by non-collocated group members. Thus, members can participate asynchronously in meetings they could not attend in real time, not just review them.",1.0,https://sci-hub.se/10.1111/j.1083-6101.1999.tb00108.x,
Journal of Communication,https://academic.oup.com/joc/issue/66/2?browseBy=volume,Volume 66,Issue 2,"Issue 2, April 2016, Pages 207–342",April,2016,Original Articles,Both Sides of the Story: Communication Ethics in Mediatized Worlds,https://academic.oup.com/joc/article/66/2/328/4082421,10.1111/jcom.12216,328–342,"Current transformations in the media landscape are challenging contemporary communication and media ethics in at least 2 ways. First, digitization of the media creates new ethical problems that stimulate calls for a redefinition of the norms and values of public communication. Second, new instruments of web-based media observation introduce new possibilities for media (self-)regulation and accountability, thus complementing the initiatives of traditional institutions like press councils. The article retraces those conflicting developments by reference to 2 comparative studies, representing the diverging traditions of conventional communication ethics and media accountability research. In bridging over the conceptual gap between the 2 forms of research, the article develops new perspectives for ethical reflection in the mediatized worlds of the digital age.",1.0,https://sci-hub.se/10.1111/jcom.12216,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/2/2?browseBy=volume,Volume 2,Issue 2,"Issue 2, 1 September 1996",September,1996,Original Article,"A Guide to Safe Sysop-ing: the Church of Scientology, Sysops & on-Line Service Providers",https://academic.oup.com/jcmc/article/2/2/JCMC225/4584338,10.1111/j.1083-6101.1996.tb00055.x,,"In the past two years, computer bulletin board (BBS) system operators (""sysops"") have been repeatedly held liable for the civil and criminal violations of their BBS users. The emerging cases have created three different standards of liability depending on the underlying complaint – copyright or defamation – and the court's jurisdiction. One of the more interesting cases involved the Church of Scientology suing an alleged copyright infringer, the sysop of the BBS where the message was posted, and the Internet provider. The article argues that this case blurs the distinction between copyright and defamation and does not fit easily within any of the current modes of analysis.",1.0,https://sci-hub.se/10.1111/j.1083-6101.1996.tb00055.x,
Human Communication Research,https://academic.oup.com/hcr/issue/2/1?browseBy=volume,Volume 2,Issue 1,"Issue 1, September 1975, Pages 3–103",September,1975,Articles,Attention to the Mass Media among Straight and Split Ticket Voters: A Research Note,https://academic.oup.com/hcr/article/2/1/75/4637538,10.1111/j.1468-2958.1975.tb00470.x,75–78,"This study deals with one aspect of the communication behavior of voters who voted a straight ticket and those who split their ticket in the 1972 election in Michigan. In an election situation it is assumed that information about the candidates helps the individual make a decision how to vote. Paying attention to the candidates in the mass media is an important means of obtaining information. It was thus hypothesized that if an individual exposes himself to mass media information on only one party’s candidates, he is less likely to split his ticket than if he exposes himself to candidates of both parties. It was found that the higher the attention level of the individual to all the candidates, the more he tended to split his ticket. Also, the less his attention was selective to candidates of only one party, the more he tended to split his ticket.",1.0,https://sci-hub.se/10.1111/j.1468-2958.1975.tb00470.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/1/3?browseBy=volume,Volume 1,Issue 3,"Issue 3, 1 December 1995",December,1995,Original Article,Living Apart Together in Electronic Commerce: the Use of Information and Communication Technology to Create Network Organizations,https://academic.oup.com/jcmc/article/1/3/JCMC134/4584345,10.1111/j.1083-6101.1995.tb00169.x,,,,https://sci-hub.se/10.1111/j.1083-6101.1995.tb00169.x,
Journal of Communication,https://academic.oup.com/joc/issue/59/4?browseBy=volume,Volume 59,Issue 4,"Issue 4, December 2009, Pages 653–787",December,2009,Original Articles,"Queer Tales of Morality: The Press, Same-Sex Marriage, and Hegemonic Framing",https://academic.oup.com/joc/article/59/4/653/4098396,10.1111/j.1460-2466.2009.01451.x,653–675,"The framing contest of claims makers in the same-sex marriage debate offers the opportunity to examine the role of power and the cultural context in framing. Content and frame analyses of stories from daily papers and wire services, and textual analysis of marriage in stories published in the states with anti-same-sex marriage ballot initiatives reveal that although same-sex marriage-friendly frames appear more often than traditional-marriage frames, it is the latter that set the parameters of the debate. Coverage does little to challenge hegemonic heteronormative definitions of marriage, and it is the study's mixed-methods approach that reveals the complexities of the ideological characterization of the debate.",1.0,https://sci-hub.se/10.1111/j.1460-2466.2009.01451.x,
Human Communication Research,https://academic.oup.com/hcr/issue/42/2?browseBy=volume,Volume 42,Issue 2,"Issue 2, 1 April 2016, Pages 165–337",April,2016,Original Article,Story Perspective and Character Similarity as Drivers of Identification and Narrative Persuasion,https://academic.oup.com/hcr/article/42/2/292/4002800,10.1111/hcre.12076,292–311,"Identification with a character is an important mechanism of narrative persuasion. In 2 studies, the impact of character similarity on identification was pitted against that of story perspective. Participants read stories in which a lawyer (Study 1) and a general practitioner (GP; Study 2) had a conflict with another character. Perspective was manipulated by describing the events as experienced and narrated by the lawyer (GP) or their opponent. In Study 1 (N = 120), 60 participants were law students, in Study 2 (N = 120) 60 were medical students. Both perspective and program of study influenced identification, which mediated the impact of perspective on attitude. If participants felt highly similar to the professional's opponent, the mediating effect of identification was blocked.",1.0,https://sci-hub.se/10.1111/hcre.12076,
Journal of Communication,https://academic.oup.com/joc/issue/12/1?browseBy=volume,Volume 12,Issue 1,"Issue 1, March 1962, Pages 3–63",March,1962,Articles,Effects of Delayed Sidetone and Speech Content on Elapsed Reading Time,https://academic.oup.com/joc/article/12/1/44/4587377,10.1111/j.1460-2466.1962.tb01522.x,44–50,,,https://sci-hub.se/10.1111/j.1460-2466.1962.tb01522.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/24/2?browseBy=volume,Volume 24,Issue 2,"Issue 2, March 2019, Pages 53–89",March,2019,Research Articles,"Facebook and Face-to-Face: Examining the Short- and Long-Term Reciprocal Effects of Interactions, Perceived Social Support, and Depression among International Students",https://academic.oup.com/jcmc/article/24/2/73/5299216,10.1093/jcmc/zmy025,,"We investigated the proposition that among international students, face-to-face (FtF) interaction with the host-country network, and Facebook interaction with the host- and the home-country networks predict perceived social support, which, in turn, predicts psychological adjustment. We tested the model using cross-lagged and non-lagged reciprocal effects path analyses on three-wave panel data gathered via online surveys. The results indicated that whereas FtF interaction with the host-country increased perceived social support in the short-term, Facebook interaction with the host-country lowered perceived social support in the long-term. Perceived social support increased Facebook interaction with the host-country both in the short- and the long-term. At the same time, perceived social support, in the long-term, decreased depressive symptoms. In the short-term, perceived social support and depressive symptoms negatively reinforced each other. Our longitudinal study contributes to existing literature by elucidating the complex interplay of communication channels and their implications on international students’ experiences.",1.0,https://sci-hub.se/10.1093/jcmc/zmy025,
Journal of Communication,https://academic.oup.com/joc/issue/32/3?browseBy=volume,Volume 32,Issue 3,"Issue 3, September 1982, Pages 3–240",September,1982,Marriage and the Family,Emotional Responsiveness in Marital Conversations,https://academic.oup.com/joc/article/32/3/108/4372068,10.1111/j.1460-2466.1982.tb02504.x,108–120,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb02504.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/12/2?browseBy=volume,Volume 12,Issue 2,"Issue 2, 1 January 2007, Pages 335–768",January,2007,Original Article,What Are Data? The Many Kinds of Data and Their Implications for Data Re-Use,https://academic.oup.com/jcmc/article/12/2/635/4583061,10.1111/j.1083-6101.2007.00342.x,,"One key feature of e-science is to encourage archiving and release of data so that they are available in digitally-processable forms for re-use almost from the point of collection. This assumes particular processes of translation by which data can be made visible in transportable and intelligible forms. It also requires mechanisms by which data quality and provenance can be trusted once “disconnected” from their producers. By analyzing the “life stages” of data in four academic projects, we show that these requirements create difficulties for disciplines where tacit knowledge and craft-like methods are deeply embedded in researchers, as well as for disciplines producing non-digital heterogeneous data or data derived from people rather than from material phenomena. While craft practices and tacit knowledges are a feature of most scientific endeavors, some disciplines currently appear more inclined to attempt to formalize or at least record these knowledges. We discuss the implications this has for the e-science objective of widespread data re-use.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2007.00342.x,
Journal of Communication,https://academic.oup.com/joc/issue/58/2?browseBy=volume,Volume 58,Issue 2,"Issue 2, June 2008, Pages 201–405",June,2008,Original Articles,The Seven Deadly Sins of Communication Research,https://academic.oup.com/joc/article/58/2/220/4098349,10.1111/j.1460-2466.2008.00382.x,220–237,We analyzed anonymized copies of the complete reviewer comments for 120 recent submissions to the Journal of Communication and attempted to identify the scholarly “sins” and “virtues” most frequently mentioned by the reviewers and most closely associated with the decision to publish the submission. We assessed levels of interreviewer agreement and patterns of evaluation in different subfields of communication scholarship. An explicit connection to a clearly identified theoretical corpus and novel findings or perspectives proved to be the most important predictors of publication. We discuss the ramifications of these findings for the current state of communication research.,1.0,https://sci-hub.se/10.1111/j.1460-2466.2008.00382.x,
Journal of Communication,https://academic.oup.com/joc/issue/28/1?browseBy=volume,Volume 28,Issue 1,"Issue 1, March 1978, Pages 3–224",March,1978,Article,Social Functions of Children's Speech,https://academic.oup.com/joc/article/28/1/36/4371635,10.1111/j.1460-2466.1978.tb01560.x,36–44,Children's choice of responses to both school and play situations showed that different types of messages were seen as appropriate according to the age and sex of the child.,1.0,https://sci-hub.se/10.1111/j.1460-2466.1978.tb01560.x,
Human Communication Research,https://academic.oup.com/hcr/issue/30/4?browseBy=volume,Volume 30,Issue 4,"Issue 4, October 2004, Pages 442–602",October,2004,Article,"Gender Schematicity, Gender Identity Salience, and Gender-Linked Language Use",https://academic.oup.com/hcr/article/30/4/556/4331529,10.1111/j.1468-2958.2004.tb00745.x,556–588,"Using self-categorization theory, the effects of sex, chronic gender accessibility (i.e., gender schematicity), and gender identity salience on gender-linked language use in e-mail are examined. Results confirmed interactive effects only. Gender schematic men and women whose gender was salient used typical gender-linked language (e.g., men used male language). With low gender salience, schematic men and women used countertypical gender-linked language (e.g., men used female language). The language of nonschematics varied minimally. Results are discussed regarding previous research on gendered language, the nature of gender identity salience, and examining gendered language in computer-mediated communication.",1.0,https://sci-hub.se/10.1111/j.1468-2958.2004.tb00745.x,
