journal,issueURL,volumn,issue,issueText,month,year,category,title,url,doi,pages,abstract,abstract_para_num,sci_hub,type
Human Communication Research,https://academic.oup.com/hcr/issue/46/2-3?browseBy=volume,Volume 46,Issue 2-3,"Issue 2-3, April-July 2020, Pages 113–355",April-July,2020,Original Articles,Pictorial Cigarette Pack Warnings Increase Some Risk Appraisals But Not Risk Beliefs: A Meta-Analysis,https://academic.oup.com/hcr/article/46/2-3/250/5670747,10.1093/hcr/hqz016,250–272,"Pictorial warnings on cigarette packs motivate smokers to quit, and yet the warnings’ theoretical mechanisms are not clearly understood. To clarify the role that risk appraisals play in pictorial warnings’ impacts, we conducted a meta-analysis of the experimental literature. We meta-analyzed 57 studies, conducted in 13 countries, with a cumulative N of 42,854. Pictorial warnings elicited greater cognitive elaboration (e.g., thinking about the risks of smoking; d = 1.27; p < .001) than text-only warnings. Pictorial warnings also elicited more fear and other negative affect (d = .60; p < .001). In contrast, pictorial warnings had no impact on perceived likelihood of harm (d = .03; p = .064), perceived severity (d = .16; p = .244), or experiential risk (d = .06; p = .449). Thus, while pictorial warnings increase affective and some cognitive risk appraisals, they do not increase beliefs about disease risk. We discuss the role of negative affect in warning effectiveness and the implications for image selection and warning implementation.",1.0,https://sci-hub.se/10.1093/hcr/hqz016,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/11/4?browseBy=volume,Volume 11,Issue 4,"Issue 4, 1 July 2006, Pages 885–1149",July,2006,Original Article,The Construction of Away Messages: a Speech Act Analysis,https://academic.oup.com/jcmc/article/11/4/1025/4617715,10.1111/j.1083-6101.2006.00306.x,,"Previous research suggests that “away messages” in instant messaging express informational and entertainment communicative goals while displaying a users’ identity. This study investigated the extent to which these communicative goals are reflected in the language structure of away messages, by examining the speech acts performed through the production of 483 away messages crafted by 44 participants. The messages were also analyzed for the use of non-standard orthography and humor. The results show that the messages were constructed primarily with assertives, followed by expressives and commissives, but rarely with directives, confirming that away messages tend to reflect both informational and entertainment goals. Non-standard orthography and humor were also common, although experienced participants used fewer non-standard forms than less experienced participants. These findings are discussed in terms of computer-mediated discourse and online self-presentation.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2006.00306.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/12/4?browseBy=volume,Volume 12,Issue 4,"Issue 4, 1 July 2007, Pages 1143–1492",July,2007,Original Article,Cmc Modes for Learning Tasks at a Distance,https://academic.oup.com/jcmc/article/12/4/1322/4583006,10.1111/j.1083-6101.2007.00375.x,,"Which communication mode(s) do experienced distance learners choose as they collaborate on tasks, and what do they talk about in each mode? How do the participants choose modes for various aspects of a task, and which phases of knowledge construction are present? In this study, case study and computer-mediated discourse analysis procedures are used to investigate transcripts and individual reflections of 10 small groups of distance learners. The findings reveal that the discussion forum was used significantly more often for conceptual moves and for later phases of the knowledge construction process. Email was used more for social moves, and chat was used more for later phases of knowledge construction. Implications for providing groups with various CMC modes to complete tasks and for advising novice online learners about the affordances of each mode are addressed.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2007.00375.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/12/3?browseBy=volume,Volume 12,Issue 3,"Issue 3, 1 April 2007, Pages 769–1142",April,2007,Original Article,"Learning to Search and Searching to Learn: Income, Education, and Experience Online",https://academic.oup.com/jcmc/article/12/3/846/4582993,10.1111/j.1083-6101.2007.00353.x,,"Using data from the Pew Internet and American Life Project surveys, this article explores changing trends in reported sophistication and satisfaction with search skills and with search engines. We find that the proportion of Internet users searching online for answers to specific questions—as opposed to casual browsing—has grown significantly. Moreover, as users get more experience online, they increasingly become dependent on search engines, confident in their findings, and savvy about how search engines structure information, privilege paid results, and track users. When other factors are controlled, years of online experience is a strong predictor of the likelihood of a person doing specific searches on a daily basis, and experience can have an even stronger positive effect than education and income. We also find that years of online experience, frequency of use, and sophistication with multiple search engines can overcome socio-economic status in predicting how active a person is in searching across different topics.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2007.00353.x,
Communication Theory,https://academic.oup.com/ct/issue/28/2?browseBy=volume,Volume 28,Issue 2,"Issue 2, May 2018, Pages 111–234",May,2018,ORIGINAL ARTICLE,"From Media to Buen Vivir: Latin American Approaches to Indigenous Communication:
De los medios al Buen Vivir: enfoques latinoamericanos de la comunicación indígena
Das Mídias ao Buen Vivir: Abordagens Latino-Americanas para a Comunicação Indígena",https://academic.oup.com/ct/article/28/2/180/4994889,10.1093/ct/qty004,180–201,"This article synthesizes the theoretical developments concerning Latin American indigenous communication formulated in the last decade (2005–2015). By conducting a review of the main theoretical frameworks that have deepened the issue, we observe a gradual progression from the dominance of external views to the emergence of indigenous people’s own perspectives. We propose four analytical theoretical approaches that depict continuities (media and information and communication technology [ICT] appropriation; policies and regulation) and discontinuities (indigenous media; communication from Buen Vivir) regarding traditional Latin American frameworks. We also discuss the limitations of the original literature on this topic, and we provide a set of conclusions and recommendations for further studies.

Este artículo sintetiza los desarrollos teóricos relativos a la comunicación indígena latinoamericana formulados en la última década (2005-2015). A partir de una revisión de los principales marcos teóricos que han contribuido a profundizar esta cuestión, observamos una progresión gradual desde el predominio de visiones externas hacia la emergencia de perspectivas propiamente indígenas, e identificamos cuatro enfoques analítico-teóricos que ilustran continuidades (apropiación de los medios y las tecnologías de la información y la comunicación, y políticas y regulaciones) y discontinuidades (medios indígenas, y comunicación desde el Buen Vivir). La revisión sirve asimismo como base para considerar las limitaciones de los primeros antecedentes en el estudio de la comunicación indígena, y sugerir líneas de investigación futuras.

Esse artigo sintetiza os desenvolvimentos teóricos da última década (2005-2015) na área de comunicação indígena na América Latina. Através de uma revisão das principais abordagens teóricas que aprofundaram esse tópico, nós observamos uma gradual progressão desde a prevalência de pontos-de-vista externos para a emergência de perspectivas advindas dos próprios povos indígenas. Propomos então quatro abordagens analítico-teóricas que representam continuidades (apropriação de mídias e TICs; políticas e regulamentações) e descontinuidades (mídia indígena; comunicação ancorada no conceito de Buen Vivir) em relação aos enfoques teóricos que fundamentam a comunicação indígena na América Latina. Discutimos as limitações da literatura que deu origem ao campo de conhecimento e apresentamos uma série de conclusões e recomendações para estudos futuros.",3.0,https://sci-hub.se/10.1093/ct/qty004,
Journal of Communication,https://academic.oup.com/joc/issue/58/1?browseBy=volume,Volume 58,Issue 1,"Issue 1, March 2008, Pages 1–199",March,2008,Original Articles,Crime News and Racialized Beliefs: Understanding the Relationship Between Local News Viewing and Perceptions of African Americans and Crime,https://academic.oup.com/joc/article/58/1/106/4098528,10.1111/j.1460-2466.2007.00376.x,106–125,"A survey of Los Angeles County adults was undertaken to determine whether exposure to the overrepresentation of Blacks as criminals on local news programs, attention to crime news, and news trust predicted perceptions of Blacks and crime. After controlling for a number of factors including the diversity of respondents’ neighborhood and neighborhood crime rate, attention to crime news was positively related to concern about crime. In addition, attention to crime news was positively associated with harsher culpability ratings of a hypothetical race-unidentified suspect and a Black suspect but not a White suspect. Finally, heavier consumption of Blacks’ overrepresentation as criminals on local television news was positively related to the perception of Blacks as violent. The theoretical implications of these findings are discussed in light of chronic activation and accessibility of stereotypical constructs.",1.0,https://sci-hub.se/10.1111/j.1460-2466.2007.00376.x,
Journal of Communication,https://academic.oup.com/joc/issue/31/4?browseBy=volume,Volume 31,Issue 4,"Issue 4, December 1981, Pages 3–222",December,1981,Article,The Propaganda of Saints in the Middle Ages,https://academic.oup.com/joc/article/31/4/16/4371951,10.1111/j.1460-2466.1981.tb00447.x,16–26,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00447.x,
Journal of Communication,https://academic.oup.com/joc/issue/2/2?browseBy=volume,Volume 2,Issue 2,"Issue 2, November 1952, Pages 1–89",November,1952,Articles,Report of the Committee on Elementary and Secondary Programs,https://academic.oup.com/joc/article/2/2/69/4609566,10.1111/j.1460-2466.1952.tb00202.x,69–71,,,https://sci-hub.se/10.1111/j.1460-2466.1952.tb00202.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/4/4?browseBy=volume,Volume 4,Issue 4,"Issue 4, 1 June 1999",June,1999,Original Article,Visualizing Conversation,https://academic.oup.com/jcmc/article/4/4/JCMC442/4584411,10.1111/j.1083-6101.1999.tb00107.x,,"Although the archive of text generated by a persistent conversation (i.e. newsgroup, mailing list, recorded chat, etc.) is searchable, it is not very expressive of the underlying social patterns. In this paper we will discuss the design of graphical interfaces that reveal the social structure of the conversation by visualizing patterns such as bursts of activity, the arrival of new members, or the evolution of conversational topics. Our focus is on two projects: Chat Circles, a graphical interface for synchronous conversation and Loom, a visualization of threaded discussion. Through these examples we will explore key issues in the generation, design and use of graphical interfaces for persistent conversations.",1.0,https://sci-hub.se/10.1111/j.1083-6101.1999.tb00107.x,
Communication Theory,https://academic.oup.com/ct/issue/15/1?browseBy=volume,Volume 15,Issue 1,"Issue 1, 1 February 2005, Pages 5–123",February,2005,Article,Reconfigured Bodies: The Problem of Ownership,https://academic.oup.com/ct/article/15/1/23/4110788,10.1111/j.1468-2885.2005.tb00324.x,23–38,"This essay explores issues of ownership as one particularly potent site of struggle in the biotechnological arena. The article begins with the concept of ownership, followed by a discussion of the problem with conceptualizing the body as property. The author then maps the terrain of ownership, using the cadaver market, the organ trade, the market for replenishable human biological materials, and the market for genetic materials as examples. Two landmark legal cases (Diamond v. Chakarbarty and Moore v. Regents of the University of California) illustrate the limitations of traditional discourse on the body and the increasing urgency with which relations of power and agency play out in the biotechnology arena. New configurations of the body emerging in the biotechnology arena indicate that communication scholarship needs new conceptual tools in order to address what it means to be/have a body.",1.0,https://sci-hub.se/10.1111/j.1468-2885.2005.tb00324.x,
Human Communication Research,https://academic.oup.com/hcr/issue/27/3?browseBy=volume,Volume 27,Issue 3,"Issue 3, July 2001, Pages 317–465",July,2001,Article,The Effects of Violent Video Games on Aggression: A Meta-Analysis,https://academic.oup.com/hcr/article/27/3/409/4554758,10.1111/j.1468-2958.2001.tb00787.x,409–431,"Violent content video games such as Mortal Kombat and Doom have become very popular among children and adolescents, causing great concern for parents, teachers, and policy makers. This study cumulates findings across existing empirical research on the effects of violent video games to estimate overall effect size and discern important trends and moderating variables. Results suggest there is a smaller effect of violent video games on aggression than has been found with television violence on aggression. This effect is positively associated with type of game violence and negatively related to time spent playing the games. Directions for future programmatic research on video games are outlined.",1.0,https://sci-hub.se/10.1111/j.1468-2958.2001.tb00787.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/20/5?browseBy=volume,Volume 20,Issue 5,"Issue 5, 1 September 2015, Pages 487–584",September,2015,Original Article,Examining the Distinct Antecedents of E-Mail Habits and its Influence on the Outcomes of a Phishing Attack,https://academic.oup.com/jcmc/article/20/5/570/4067615,10.1111/jcc4.12126,,"While research has linked social media phishing susceptibility to individual Facebook habits, the underlying process by which habits lead to victimization and the extent to which it explains e-mail-based phishing remains unclear. The study compared the antecedents and consequences of e-mail habits and cognitive processing on the outcome of a simulated phishing attack. E-mail habits were rooted in stable personality dimensions of conscientiousness and emotional stability, while cognitive processing was premised on contextual information adequacy considerations. Interestingly, habits and processing jointly influenced the outcome of the attack: Systematic processing attenuated phishing susceptibility by a small factor; the cumulative effects of heuristic processing and e-mail habits, however, caused a fourfold increase in likely victimization, overwhelming any advantage from detailed processing.",1.0,https://sci-hub.se/10.1111/jcc4.12126,
Journal of Communication,https://academic.oup.com/joc/issue/7/1?browseBy=volume,Volume 7,Issue 1,"Issue 1, March 1957, Pages 3–48",March,1957,Articles,Measuring Point of View as a Barrier to Communication,https://academic.oup.com/joc/article/7/1/5/4609653,10.1111/j.1460-2466.1957.tb00248.x,5–13,,,https://sci-hub.se/10.1111/j.1460-2466.1957.tb00248.x,
Journal of Communication,https://academic.oup.com/joc/issue/25/2?browseBy=volume,Volume 25,Issue 2,"Issue 2, June 1975, Pages 5–224",June,1975,Forms of Cultural Dependency,Sociopolitical Implications of Educational Television,https://academic.oup.com/joc/article/25/2/144/4553697,10.1111/j.1460-2466.1975.tb00591.x,144–156,,,https://sci-hub.se/10.1111/j.1460-2466.1975.tb00591.x,
Human Communication Research,https://academic.oup.com/hcr/issue/14/2?browseBy=volume,Volume 14,Issue 2,"Issue 2, December 1987, Pages 123–268",December,1987,Articles,Audience Activity and Soap Opera Involvement: A Uses and Effects Investigation,https://academic.oup.com/hcr/article/14/2/246/4584120,10.1111/j.1468-2958.1987.tb00129.x,246–268,"This investigation examined the role of motives, attitudes, and audience activity in explaining the affective, cognitive, and behavioral involvement of 328 daytime soap opera viewers. Because inter correlations were found among motives, attitudes, activities, and involvement variables, canonical correlation analysis was used. There were two multivariate patterns. First, except for viewing to pass time, more salient viewing motivations (especially exciting entertainment and social utility), perceived realism, viewing intention, and attention were related to parasocial interaction, post viewing cognition, and post viewing discussion. Second, viewing for social utility, but not for voyeurism, and the lack of realism were related to post viewing discussion, but not to parasocial interaction. These audience orientations and the role of involvement in media uses and effects were discussed.",1.0,https://sci-hub.se/10.1111/j.1468-2958.1987.tb00129.x,
"Communication, Culture and Critique",https://academic.oup.com/ccc/issue/11/1?browseBy=volume,Volume 11,Issue 1,"Issue 1, March 2018, Pages 1–211",March,2018,Forum: The Handmaid's Tale,Hook and Eye,https://academic.oup.com/ccc/article/11/1/179/4953977,10.1093/ccc/tcx007,179–182,,,https://sci-hub.se/10.1093/ccc/tcx007,
Journal of Communication,https://academic.oup.com/joc/issue/34/4?browseBy=volume,Volume 34,Issue 4,"Issue 4, December 1984, Pages 3–220",December,1984,Article,World Forum: The U.S. Decision to Withdraw from UNESCO,https://academic.oup.com/joc/article/34/4/81/4282753,10.1111/j.1460-2466.1984.tb02190.x,81,,,https://sci-hub.se/10.1111/j.1460-2466.1984.tb02190.x,
Journal of Communication,https://academic.oup.com/joc/issue/55/4?browseBy=volume,Volume 55,Issue 4,"Issue 4, December 2005, Pages 659–883",December,2005,Article,"Classical Film Violence: Designing and Regulating Brutality in Hollywood Cinema, 1930–1968",https://academic.oup.com/joc/article/55/4/875/4103025,10.1111/j.1460-2466.2005.tb03030.x,875–876,,,https://sci-hub.se/10.1111/j.1460-2466.2005.tb03030.x,
"Communication, Culture and Critique",https://academic.oup.com/ccc/issue/15/2?browseBy=volume,Volume 15,Issue 2,"Issue 2, June 2022, Pages 103–298",June,2022,Original Articles,"“Come On, Put Viber, We Can Drink Coffee Together”: Performing (Im)mobile Intimacy in Turbulent Times Among Aging Migrants",https://academic.oup.com/ccc/article/15/2/244/6572111,10.1093/ccc/tcac011,244–260,"This paper critically examines how elderly people from Culturally and Linguistically Diverse(CALD) backgrounds in Victoria, Australia use visual-based platforms in navigating the lockdown in Melbourne, Australia. Based on conducting remote interviews among 15 participants in 2020, the findings show digital practices as integral to forge and maintain cultural identities and social connectedness. Using the mobilities perspective to interrogate digital behaviours, I coin the term ‘(im)mobile intimacy’ to articulate a sense of closeness enabled, felt and negotiated through modes of movements and stasis in and with online platforms. I contend that differential mediated mobilities and immobilities are informed by social, contextual, and technological factors, revealing the textures of affective and relational dimensions of enacting mobile intimacy. In sum, by locating both movements and stasis in digital environments, this paper sheds light on the (re)production of exclusion during the COVID-19 pandemic.",1.0,https://sci-hub.se/10.1093/ccc/tcac011,
Journal of Communication,https://academic.oup.com/joc/issue/22/1?browseBy=volume,Volume 22,Issue 1,"Issue 1, March 1972, Pages 4–107",March,1972,Articles,Source of Gains in Listening Skill: Experimental or Pre-Test Experience?,https://academic.oup.com/joc/article/22/1/70/4560965,10.1111/j.1460-2466.1972.tb00133.x,70–76,"In a study of incidental learning effects upon listening ability, 135 eleventh grade students, in four treatment groups, participated in a program of testing and training in note-taking skills. Pretesting provided data on critical thinking, study skills, note-taking, intelligence, PSAT math and verbal abilities, and listening ability (Brown-Carlsen). Posttesting included alternate forms of the listening and note-taking tests. Analysis of variance of scores on the listening tests by treatment groups showed apparent significant differences in gains of listening skills between groups. However, analysis of covariance, using the listening pretest as covariant, revealed that the indicated gains in listening ability were pretest effects rather than experimental effects. Implications for listening research are discussed.

No significant correlations between pretest scores and gains in listening were found. However, when grouped according to sex, females were found to have made significantly greater gains than the males.

Conclusions cast doubt upon the usefulness of the Brown-Carlsen test in pre- and post-treatment measures of listening ability.",3.0,https://sci-hub.se/10.1111/j.1460-2466.1972.tb00133.x,
Journal of Communication,https://academic.oup.com/joc/issue/34/1?browseBy=volume,Volume 34,Issue 1,"Issue 1, March 1984, Pages 3–240",March,1984,Article,The Theory of the Niche: Quantifying Competition Among Media Industries,https://academic.oup.com/joc/article/34/1/103/4282797,10.1111/j.1460-2466.1984.tb02988.x,103–119,,,https://sci-hub.se/10.1111/j.1460-2466.1984.tb02988.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/21/2?browseBy=volume,Volume 21,Issue 2,"Issue 2, 1 March 2016, Pages 105–194",March,2016,Original Article,Knowledge Sharing on Enterprise Social Media: Practices to Cope with Institutional Complexity,https://academic.oup.com/jcmc/article/21/2/156/4065370,10.1111/jcc4.12153,,"This study examines the use of enterprise social media (ESM) for organizational knowledge sharing and shows that professionals face ambiguities because their knowledge sharing behavior is informed by an institutional complexity that consists of 2 dissimilar institutional logics: logics of the profession, and logics of the corporation. Our qualitative case study of an ESM at an IT consultancy organization shows that professionals find ways to manage the ambiguities they experience by engaging the affordances of ESM in such a way as to develop coping practices: connection management, reputation management, and information management. By complementing the affordance perspective with an institutional logics perspective, we are able to advance scholarly understanding on how ESM can facilitate but also frustrate knowledge sharing.",1.0,https://sci-hub.se/10.1111/jcc4.12153,
Human Communication Research,https://academic.oup.com/hcr/issue/35/2?browseBy=volume,Volume 35,Issue 2,"Issue 2, 1 April 2009, Pages 171–308",April,2009,Colloquy,A Different Approach to Answering a Good Question: A Response to Hewes’s Models of Communication Effects on Small Group Outcomes,https://academic.oup.com/hcr/article/35/2/296/4107504,10.1111/j.1468-2958.2009.01351.x,296–303,,,https://sci-hub.se/10.1111/j.1468-2958.2009.01351.x,
Journal of Communication,https://academic.oup.com/joc/issue/29/3?browseBy=volume,Volume 29,Issue 3,"Issue 3, September 1979, Pages 3–240",September,1979,Article,Computer-Based Teleconferencing: Effects on Working Patterns,https://academic.oup.com/joc/article/29/3/30/4371656,10.1111/j.1460-2466.1979.tb01709.x,30–41,Working with others via computer terminal facilitated information exchange but created other psychological barriers.,1.0,https://sci-hub.se/10.1111/j.1460-2466.1979.tb01709.x,
Journal of Communication,https://academic.oup.com/joc/issue/31/4?browseBy=volume,Volume 31,Issue 4,"Issue 4, December 1981, Pages 3–222",December,1981,"The Press, the U.S., and UNESCO",U.S. News Coverage of the Belgrade UNESCO Conference,https://academic.oup.com/joc/article/31/4/164/4372034,10.1111/j.1460-2466.1981.tb00463.x,164–174,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00463.x,
Journal of Communication,https://academic.oup.com/joc/issue/47/4?browseBy=volume,Volume 47,Issue 4,"Issue 4, December 1997, Pages 4–211",December,1997,Articles,"The Changing Generic Location of Crime in Film: A Content Analysis of Film Synopses, 1945–1991",https://academic.oup.com/joc/article/47/4/89/4160349,10.1111/j.1460-2466.1997.tb02727.x,89–101,"Is the number of films containing crime increasing? If so, for which kinds of films? Using a sample of synopses for all films released in Britain between 1945 and 1991, we identified shifts in the major film genres and their proportion of crime contents. The overall proportion of crime films and the proportion of crime content in all film genres has remained constant. This masks underlying differences, however. Content analysis revealed which genres, including those with both high and low crime content, are rising or falling in popularity. It also revealed that for some genres, the proportion of films containing crime is rising. No differences were found between British and U.S. films in terms of proportion of crime content by genre. This historical content analysis provides an overview of trends in the inclusion of crime in film. These trends offer a broader context for the interpretation of more detailed analyses of single films. We discuss implications for the audience's expectations of films.",1.0,https://sci-hub.se/10.1111/j.1460-2466.1997.tb02727.x,
Communication Theory,https://academic.oup.com/ct/issue/7/2?browseBy=volume,Volume 7,Issue 2,"Issue 2, May 1997, Pages 95–188",May,1997,Article,Persuasion Processes Across Receiver Goals and Message Genres,https://academic.oup.com/ct/article/7/2/125/4259859,10.1111/j.1468-2885.1997.tb00145.x,125–148,"In persuasion and message effects research, involvement is simultaneously one of the most theoretically and empirically useful concepts, and among the most problematic. Involvement is typically invoked to characterize audience members' relationship to the content of a message as well as to explain how that relationship influences their processing of that message, thereby determining message effects. The problem of audience members' relationship to message content and its processing consequences is here recast in terms of the active audience. Audience members are assumed to be goal-directed in exposing themselves to and in processing messages. Six typical goals and associated message-processing strategies —patterns of response to various elements of message presentation and content, source attributes, and persuasive intent—are described, and their implications for predicting message effects and persuasion outcomes are illustrated. The utility of this approach for integrating audience-centered perspectives with empirical persuasion and message effects research and for integrating persuasion research with other message and media effects research contexts is discussed.",1.0,https://sci-hub.se/10.1111/j.1468-2885.1997.tb00145.x,
Human Communication Research,https://academic.oup.com/hcr/issue/5/4?browseBy=volume,Volume 5,Issue 4,"Issue 4, June 1979, Pages 291–382",June,1979,Articles,A Reassessment of Statistical Power Analysis in Human Communication Research,https://academic.oup.com/hcr/article/5/4/343/4626825,10.1111/j.1468-2958.1979.tb00647.x,343–350,"This study conducted a statistical power analysis of 64 articles appearing in the first four volumes of Human Communication Research, 1974–1978. Each article was examined, using Cohen's revised handbook, assuming nondirectional null hypotheses and an alpha level of .05. Statistical power, the probability of rejecting a false null hypothesis, was calculated for small, medium, and large experimental effect sizes and averaged by article and volume. Results indicated that the average probability of beta errors appears to have decreased over time, providing a greater chance of rejecting false null hypotheses, but this also raised several power-related issues relevant to communication research in general.",1.0,https://sci-hub.se/10.1111/j.1468-2958.1979.tb00647.x,
Journal of Communication,https://academic.oup.com/joc/issue/30/2?browseBy=volume,Volume 30,Issue 2,"Issue 2, June 1980, Pages 3–240",June,1980,Article,Interpersonal Touch among Residents of Homes for the Elderly,https://academic.oup.com/joc/article/30/2/44/4371860,10.1111/j.1460-2466.1980.tb01964.x,44–47,,,https://sci-hub.se/10.1111/j.1460-2466.1980.tb01964.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/14/4?browseBy=volume,Volume 14,Issue 4,"Issue 4, 1 July 2009, Pages 771–1282",July,2009,Special Section,Mapping the Terrain of “Generation C”: Places and Practices of Online Content Creation among Estonian Teenagers,https://academic.oup.com/jcmc/article/14/4/1257/4583587,10.1111/j.1083-6101.2009.01489.x,,"This article focuses on practices of online content creation among young Internet users in Estonia. The data are derived from a questionnaire survey carried out in schools in 3 cities in autumn 2007 (N = 713) among 11- to 18-year-old students. Our findings suggest that content creation practices in more structured online environments such as social networking sites, forums and news portals are much more widespread than practices in less structured technical interfaces such as blogs and homepages. Cluster analysis brought out 6 types of young content creators. We conclude that active and versatile content creation in less structured online environments contributes more to advancing media literacies than participation in more structured technological interfaces does.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2009.01489.x,
Journal of Communication,https://academic.oup.com/joc/issue/33/3?browseBy=volume,Volume 33,Issue 3,"Issue 3, September 1983, Pages 4–362",September,1983,Article,The Limitations of the Sociological Approach: Alternatives from Italian Communications Research,https://academic.oup.com/joc/article/33/3/53/4282768,10.1111/j.1460-2466.1983.tb02406.x,53–58,,,https://sci-hub.se/10.1111/j.1460-2466.1983.tb02406.x,
Journal of Communication,https://academic.oup.com/joc/issue/31/3?browseBy=volume,Volume 31,Issue 3,"Issue 3, September 1981, Pages 3–224",September,1981,Article,Gay Activists and the Networks,https://academic.oup.com/joc/article/31/3/49/4371889,10.1111/j.1460-2466.1981.tb00427.x,49–57,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00427.x,
Human Communication Research,https://academic.oup.com/hcr/issue/44/4?browseBy=volume,Volume 44,Issue 4,"Issue 4, October 2018, Pages 343–502",October,2018,Original article,Remembering Political Messages in Dynamic Information Environments: Insights from Eye Movements,https://academic.oup.com/hcr/article/44/4/374/4999312,10.1093/hcr/hqy006,374–398,"An important but understudied characteristic of the information environment involves political information changing across time. This dynamic feature of the environment can make it difficult for voters to possess accurate political knowledge. In this study, we assessed memory for political information using self-report and eye movement methods. We used these metrics to examine how individuals learn facts about policies whose important features have changed across time. We find that eye movements can accurately assess changes in political information even when self-reports fail to do so. Our results highlight the utility of a converging methods approach in the study of dynamic information environments, and specify mechanisms that facilitate or inhibit people’s capacity to recognize changes in political information.",1.0,https://sci-hub.se/10.1093/hcr/hqy006,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/4/2?browseBy=volume,Volume 4,Issue 2,"Issue 2, 1 December 1998",December,1998,Original Article,Audiographic Telecourses for the Web: an Experiment,https://academic.oup.com/jcmc/article/4/2/JCMC423/4584384,10.1111/j.1083-6101.1998.tb00093.x,,"Prior research on instructional media effects suggested that an audiographic approach to World Wide Web based courses would optimize educational effectiveness along with cost effectiveness, although with a possible loss of teacher immediacy that could adversely affect student attitudes. An introductory telecommunication course was converted to an audiographic Web telecourse in which students listened to pre-recorded audio classroom interactions while viewing a detailed course outline and illustrative sites over the World Wide Web. Forty-nine subjects were recruited from a live lecture class and randomly assigned to either the experimental (Web course) group or a control group that took the class in a traditional lecture section. Analysis of covariance (ANCOVA) showed that the experimental group had test scores and student attitude and teacher immediacy ratings equal to those of the control group after controlling for student gender, class level, grade point average and attendance. Open-ended interviews were also conducted to assess qualitative dimensions of student satisfaction. The results supported the audiographic telecourse model as a potentially cost-effective approach to distributing courses over the Web. New directions in research on instructional media effects and teacher immediacy were formulated from an analysis of the unique characteristics of the World Wide Web as an instructional medium.",1.0,https://sci-hub.se/10.1111/j.1083-6101.1998.tb00093.x,
Communication Theory,https://academic.oup.com/ct/issue/22/1?browseBy=volume,Volume 22,Issue 1,"Issue 1, February 2012, Pages 1–111",February,2012,Original Articles,Finding Birds of a Feather: Multiple Memberships and Diversity Without Divisiveness in Communication Research,https://academic.oup.com/ct/article/22/1/1/4085746,10.1111/j.1468-2885.2011.01395.x,1–24,"Communication scholars have continually worked to resolve the well-attested fragmentation of the field. This article breaks away from the usual modes of parsing out research by disciplinary grounding, topic of investigation, or even school of thought, arguing that these older modes of mapping result in divisive academic speciation. Instead, the author proposes analyzing the similarities and differences in scholarship along three axes: methodology, ontology/epistemology, and axiology. This systemic mode produces a flexible and responsive way of viewing commonalities and tensions between scholars and approaches, suggesting productive combinations in which to flock together.",1.0,https://sci-hub.se/10.1111/j.1468-2885.2011.01395.x,
Journal of Computer-Mediated Communication,https://academic.oup.com/jcmc/issue/13/3?browseBy=volume,Volume 13,Issue 3,"Issue 3, 1 April 2008, Pages 531–767",April,2008,Original Article,Interactivity in the daily routines of online newsrooms: dealing with an uncomfortable myth,https://academic.oup.com/jcmc/article/13/3/680/4582989,10.1111/j.1083-6101.2008.00415.x,,"This article analyzes interactivity in online journalism as a powerful myth with which journalists have to deal in their daily work. A constructivist approach to media innovation is used to explore the historical origins of the myth that predicted interactivity would change journalism and to confront it with the actual practices of online media projects through published empirical research and four case studies selected from an average European regional market. The analysis of the cases is based on ethnography of online newsrooms working routines and in-depth interviews with reporters, editors and web developers. The actual role of the myth of interactivity in shaping the development of these four online news projects is discussed taking into account the material and organizational context of the newsrooms. Findings suggest that the professional culture of traditional journalism has a strong inertia in the online newsrooms that prevents them from developing most of the ideals of interactivity, as they do not fit in the standardized news production routines.",1.0,https://sci-hub.se/10.1111/j.1083-6101.2008.00415.x,
Journal of Communication,https://academic.oup.com/joc/issue/3/2?browseBy=volume,Volume 3,Issue 2,"Issue 2, November 1953, Pages 71–123",November,1953,Articles,Public Relations and Mass Motivations,https://academic.oup.com/joc/article/3/2/90/4609520,10.1111/j.1460-2466.1953.tb01082.x,90–96,,,https://sci-hub.se/10.1111/j.1460-2466.1953.tb01082.x,
