,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,genderpred_api,race_prediction,racepred_api
61,10.1093/joc/jqab046+2.0,10.1093/joc/jqab046,https://academic.oup.com/joc/article/72/1/83/6460210,2022,"Just a Glance, or More? Pathways from Counter-Attitudinal Incidental Exposure to Attitude (De)Polarization Through Response Behaviors and Cognitive Elaboration",Journal of Communication,3,2,Yonghwan Kim,Yonghwan,Kim,"Department of Media and Communication, Dongguk University, Seoul, South Korea",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yonghwan+Kim,https://www.google.com/search?q=Yonghwan+Kim+department+of+media+and+communication+dongguk+university+seoul+south+korea,male,1,66,Low,Yonghwan Kim,Yonghwan,Kim,"Department of Media and Communication, Dongguk University, Seoul, South Korea",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yonghwan+Kim,https://www.google.com/search?q=Yonghwan+Kim+department+of+media+and+communication+dongguk+university+seoul+south+korea,api,High,0.9652774,0.003786221,0.005768025,0.025168424,0.9652774,0.025168424,0.94010895,department of media and communication dongguk university seoul south korea,"Department of Media and Communication, Dongguk University, Seoul, South Korea",Dongguk University,Exact,https://ror.org/057q6n778,R,M,,2,
5022,10.1093/hcr/hqab014+3.0,10.1093/hcr/hqab014,https://academic.oup.com/hcr/article/48/1/57/6368906,2022,Rethinking the Virtuous Circle Hypothesis on Social Media: Subjective versus Objective Knowledge and Political Participation,Human Communication Research,3,3,Sebastián Valenzuela,Sebastián,Valenzuela,"School of Communications, Pontificia Universidad Católica  de Chile, Santiago, Region Metropolitana,  Chile",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sebastián+Valenzuela,https://www.google.com/search?q=Sebasti%C3%A1n+Valenzuela+school+of+communications+pontificia+universidad+cat+lica+de+chile+santiago+region+metropolitana+chile,,0,0,Low,Sebastián Valenzuela,Sebastián,Valenzuela,"School of Communications, Pontificia Universidad Católica  de Chile, Santiago, Region Metropolitana,  Chile",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Sebastián+Valenzuela,https://www.google.com/search?q=Sebasti%C3%A1n+Valenzuela+school+of+communications+pontificia+universidad+cat+lica+de+chile+santiago+region+metropolitana+chile,hispanic,High,0.002481052,0.000905501,0.98014235,0.016471148,0.98014235,0.016471148,0.9636712,school of communications pontificia universidad cat lica de chile santiago region metropolitana chile,"School of Communications, Pontificia Universidad Católica  de Chile, Santiago, Region Metropolitana,  Chile",University of Santiago Chile,API_QUERY,https://ror.org/02ma57s91,R,M,,3,
10673,10.1093/ccc/tcac011+1.0,10.1093/ccc/tcac011,https://academic.oup.com/ccc/article/15/2/244/6572111,2022,"“Come On, Put Viber, We Can Drink Coffee Together”: Performing (Im)mobile Intimacy in Turbulent Times Among Aging Migrants","Communication, Culture and Critique",1,1,Earvin Charles B Cabalquinto,Earvin,Cabalquinto,"School of Communication and Creative Arts, Faculty of Arts and Education, Deakin University , Burwood, Victoria,  Australia",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Earvin+Cabalquinto,https://www.google.com/search?q=Earvin+Charles+B+Cabalquinto+school+of+communication+and+creative+arts+faculty+of+arts+and+education+deakin+university+burwood+victoria+australia,male,0.99,104,Low,Earvin Charles B Cabalquinto,Earvin,Cabalquinto,"School of Communication and Creative Arts, Faculty of Arts and Education, Deakin University , Burwood, Victoria,  Australia",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Earvin+Cabalquinto,https://www.google.com/search?q=Earvin+Charles+B+Cabalquinto+school+of+communication+and+creative+arts+faculty+of+arts+and+education+deakin+university+burwood+victoria+australia,hispanic,High,0.012950343,0.006364344,0.9134735,0.0672118,0.9134735,0.0672118,0.8462617,school of communication and creative arts faculty of arts and education deakin university burwood victoria australia,"School of Communication and Creative Arts, Faculty of Arts and Education, Deakin University , Burwood, Victoria,  Australia",Deakin University,Exact,https://ror.org/02czsnj07,R,M,,2,
8662,10.1093/jcmc/zmac006+1.0,10.1093/jcmc/zmac006,https://academic.oup.com/jcmc/article/27/3/zmac006/6567658,2022,Vicarious Interactions in Online Support Communities: The Roles of Visual Anonymity and Social Identification,Journal of Computer-Mediated Communication,2,1,Yue (Nancy) Dai,Yue,Dai,"Department of Media and Communication, City University of Hong Kong ,  Hong Kong",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yue+Dai,https://www.google.com/search?q=Yue+%28Nancy%29+Dai+department+of+media+and+communication+city+university+of+hong+kong+hong+kong,female,0.6,816,Low,Yue (Nancy) Dai,Yue,Dai,"Department of Media and Communication, City University of Hong Kong ,  Hong Kong",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yue+Dai,https://www.google.com/search?q=Yue+%28Nancy%29+Dai+department+of+media+and+communication+city+university+of+hong+kong+hong+kong,api,High,0.87983406,0.026985757,0.017889613,0.07529054,0.87983406,0.07529054,0.8045435,department of media and communication city university of hong kong hong kong,"Department of Media and Communication, City University of Hong Kong ,  Hong Kong",City University of Hong Kong,Exact,https://ror.org/03q8dnn23,R,F,,2,
8680,10.1093/jcmc/zmab015+4.0,10.1093/jcmc/zmab015,https://academic.oup.com/jcmc/article/27/1/zmab015/6413702,2022,Social Media Browsing and Adolescent Well-Being: Challenging the “Passive Social Media Use Hypothesis”,Journal of Computer-Mediated Communication,5,4,Irene I van Driel,Irene,Driel,"Amsterdam School of Communication Research, University of Amsterdam ,  The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Irene+Driel,https://www.google.com/search?q=Irene+I+van+Driel+amsterdam+school+of+communication+research+university+of+amsterdam+the+netherlands,female,0.99,50462,High,Irene I van Driel,Irene,Driel,"Amsterdam School of Communication Research, University of Amsterdam ,  The Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Irene+Driel,https://www.google.com/search?q=Irene+I+van+Driel+amsterdam+school+of+communication+research+university+of+amsterdam+the+netherlands,white,High,0.00641737,0.042481307,0.029495219,0.9216061,0.9216061,0.042481307,0.8791248,amsterdam school of communication research university of amsterdam the netherlands,"Amsterdam School of Communication Research, University of Amsterdam ,  The Netherlands",University of Amsterdam,Exact,https://ror.org/04dkp9463,R,F,,0,
5004,10.1093/hcr/hqac002+1.0,10.1093/hcr/hqac002,https://academic.oup.com/hcr/article/48/2/230/6527330,2022,Interpersonal Discussion and Political Knowledge: Unpacking the Black Box via a Combined Experimental and Content-Analytic Approach,Human Communication Research,2,1,Ryan C Moore,Ryan,Moore,"Department of Communication, Stanford University , Stanford, CA 94305,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ryan+Moore,https://www.google.com/search?q=Ryan+C+Moore+department+of+communication+stanford+university+stanford+ca+usa,male,0.99,45164,High,Ryan C Moore,Ryan,Moore,"Department of Communication, Stanford University , Stanford, CA 94305,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ryan+Moore,https://www.google.com/search?q=Ryan+C+Moore+department+of+communication+stanford+university+stanford+ca+usa,white,Low,0.006435558,0.24157655,0.017248234,0.7347396,0.7347396,0.24157655,0.49316305,department of communication stanford university stanford ca usa,"Department of Communication, Stanford University , Stanford, CA 94305,  USA",Stanford University,Exact,https://ror.org/00f54p054,R,M,,0,
4997,10.1093/hcr/hqac012+4.0,10.1093/hcr/hqac012,https://academic.oup.com/hcr/article/48/3/516/6587151,2022,"Algorithmic Agents in the Hybrid Media System: Social Bots, Selective Amplification, and Partisan News about COVID-19",Human Communication Research,7,4,Kai-Cheng Yang,Kai-Cheng,Yang,"Luddy School of Informatics, Computing, and Engineering, Indiana University Bloomington, Bloomington, IN, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kai-Cheng+Yang,https://www.google.com/search?q=Kai-Cheng+Yang+luddy+school+of+informatics+computing+and+engineering+indiana+university+bloomington+bloomington+in+usa,,0,0,Low,Kai-Cheng Yang,Kai-Cheng,Yang,"Luddy School of Informatics, Computing, and Engineering, Indiana University Bloomington, Bloomington, IN, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kai-Cheng+Yang,https://www.google.com/search?q=Kai-Cheng+Yang+luddy+school+of+informatics+computing+and+engineering+indiana+university+bloomington+bloomington+in+usa,api,High,0.9888481,0.001141771,0.004959161,0.005050975,0.9888481,0.005050975,0.98379713,luddy school of informatics computing and engineering indiana university bloomington bloomington in usa,"Luddy School of Informatics, Computing, and Engineering, Indiana University Bloomington, Bloomington, IN, USA",Indiana University Bloomington,Exact,https://ror.org/02k40bc56,R,M,,2,
25,10.1093/joc/jqab052+4.0,10.1093/joc/jqab052,https://academic.oup.com/joc/article/72/2/187/6506191,2022,The Effects of Tobacco Coverage in the Public Communication Environment on Young People’s Decisions to Smoke Combustible Cigarettes,Journal of Communication,18,4,Veronica Maidel Epstein,Veronica,Epstein,"Social Data Collaboratory, NORC-University of Chicago , Chicago, IL 60637,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Veronica+Epstein,https://www.google.com/search?q=Veronica+Maidel+Epstein+social+data+collaboratory+norc+university+of+chicago+chicago+il+usa,female,0.99,69016,High,Veronica Maidel Epstein,Veronica,Epstein,"Social Data Collaboratory, NORC-University of Chicago , Chicago, IL 60637,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Veronica+Epstein,https://www.google.com/search?q=Veronica+Maidel+Epstein+social+data+collaboratory+norc+university+of+chicago+chicago+il+usa,white,High,0.006214787,0.011112092,0.0311734,0.9514997,0.9514997,0.0311734,0.9203263,social data collaboratory norc university of chicago chicago il usa,"Social Data Collaboratory, NORC-University of Chicago , Chicago, IL 60637,  USA",University of Chicago,Exact,https://ror.org/024mw5h28,R,F,,0,
8663,10.1093/jcmc/zmac006+2.0,10.1093/jcmc/zmac006,https://academic.oup.com/jcmc/article/27/3/zmac006/6567658,2022,Vicarious Interactions in Online Support Communities: The Roles of Visual Anonymity and Social Identification,Journal of Computer-Mediated Communication,2,2,Jingyuan Shi,Jingyuan,Shi,"Department of Communication Studies, Hong Kong Baptist University ,  Hong Kong",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jingyuan+Shi,https://www.google.com/search?q=Jingyuan+Shi+department+of+communication+studies+hong+kong+baptist+university+hong+kong,male,0.59,17,Low,Jingyuan Shi,Jingyuan,Shi,"Department of Communication Studies, Hong Kong Baptist University ,  Hong Kong",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jingyuan+Shi,https://www.google.com/search?q=Jingyuan+Shi+department+of+communication+studies+hong+kong+baptist+university+hong+kong,api,High,0.97879934,0.004332259,0.002686428,0.014181859,0.97879934,0.014181859,0.9646175,department of communication studies hong kong baptist university hong kong,"Department of Communication Studies, Hong Kong Baptist University ,  Hong Kong",Hong Kong Baptist University,Exact,https://ror.org/0145fw131,R,F,,2,
5018,10.1093/hcr/hqab016+1.0,10.1093/hcr/hqab016,https://academic.oup.com/hcr/article/48/1/31/6425008,2022,How Communicating about Discrimination Influences Attributions of Blame and Condemnation,Human Communication Research,2,1,David C DeAndrea,David,Deandrea,"School of Communication, The Ohio State University , Columbus, OH 43210,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Deandrea,https://www.google.com/search?q=David+C+DeAndrea+school+of+communication+the+ohio+state+university+columbus+oh+usa,male,0.99,501011,High,David C DeAndrea,David,Deandrea,"School of Communication, The Ohio State University , Columbus, OH 43210,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Deandrea,https://www.google.com/search?q=David+C+DeAndrea+school+of+communication+the+ohio+state+university+columbus+oh+usa,hispanic,Low,0.02522814,0.019172955,0.53678775,0.41881114,0.53678775,0.41881114,0.117976606,school of communication the ohio state university columbus oh usa,"School of Communication, The Ohio State University , Columbus, OH 43210,  USA",The Ohio State University,Exact,https://ror.org/00rs6vg23,R,M,,0,
31,10.1093/joc/jqab052+10.0,10.1093/joc/jqab052,https://academic.oup.com/joc/article/72/2/187/6506191,2022,The Effects of Tobacco Coverage in the Public Communication Environment on Young People’s Decisions to Smoke Combustible Cigarettes,Journal of Communication,18,10,Stella Juhyun Lee,Stella,Lee,"Annenberg School for Communication, University of Pennsylvania , Philadelphia, PA 19104,  USA    Department of Media and Communication, Konkuk University , Seoul, South  Korea",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Stella+Lee,https://www.google.com/search?q=Stella+Juhyun+Lee+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+pa+usa+department+of+media+and+communication+konkuk+university+seoul+south+korea,female,0.98,39506,High,Stella Juhyun Lee,Stella,Lee,"Annenberg School for Communication, University of Pennsylvania , Philadelphia, PA 19104,  USA    Department of Media and Communication, Konkuk University , Seoul, South  Korea",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Stella+Lee,https://www.google.com/search?q=Stella+Juhyun+Lee+annenberg+school+for+communication+university+of+pennsylvania+philadelphia+pa+usa+department+of+media+and+communication+konkuk+university+seoul+south+korea,api,Low,0.42889667,0.19091979,0.019336395,0.36084712,0.42889667,0.36084712,0.06804955,annenberg school for communication university of pennsylvania philadelphia pa usa department of media and communication konkuk university seoul south korea,"Annenberg School for Communication, University of Pennsylvania , Philadelphia, PA 19104,  USA    Department of Media and Communication, Konkuk University , Seoul, South  Korea",University of Pennsylvania,Exact,https://ror.org/00b30xv10,R,F,,2,
4996,10.1093/hcr/hqac012+3.0,10.1093/hcr/hqac012,https://academic.oup.com/hcr/article/48/3/516/6587151,2022,"Algorithmic Agents in the Hybrid Media System: Social Bots, Selective Amplification, and Partisan News about COVID-19",Human Communication Research,7,3,Josephine Lukito,Josephine,Lukito,"School of Journalism and Media, University of Texas at Austin, Austin, TX, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Josephine+Lukito,https://www.google.com/search?q=Josephine+Lukito+school+of+journalism+and+media+university+of+texas+at+austin+austin+tx+usa,female,0.98,9009,High,Josephine Lukito,Josephine,Lukito,"School of Journalism and Media, University of Texas at Austin, Austin, TX, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Josephine+Lukito,https://www.google.com/search?q=Josephine+Lukito+school+of+journalism+and+media+university+of+texas+at+austin+austin+tx+usa,white,Low,0.24940327,0.03330631,0.1411526,0.57613784,0.57613784,0.24940327,0.32673457,school of journalism and media university of texas at austin austin tx usa,"School of Journalism and Media, University of Texas at Austin, Austin, TX, USA",The University of Texas at Austin,API_QUERY,https://ror.org/00hj54h04,R,F,,2,
10666,10.1093/ccc/tcac009+1.0,10.1093/ccc/tcac009,https://academic.oup.com/ccc/article/15/2/139/6562973,2022,"Viral Borders: Migration, Deceleration, and the Re-Bordering of Mobility during the COVID-19 Pandemic","Communication, Culture and Critique",1,1,Nicholas De Genova,Nicholas,Genova,"Department of Comparative Cultural Studies, University of Houston , Houston,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nicholas+Genova,https://www.google.com/search?q=Nicholas+De+Genova+department+of+comparative+cultural+studies+university+of+houston+houston+usa,male,0.99,16755,High,Nicholas De Genova,Nicholas,Genova,"Department of Comparative Cultural Studies, University of Houston , Houston,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nicholas+Genova,https://www.google.com/search?q=Nicholas+De+Genova+department+of+comparative+cultural+studies+university+of+houston+houston+usa,white,Low,0.061981186,0.040493265,0.17562038,0.7219051,0.7219051,0.17562038,0.54628474,department of comparative cultural studies university of houston houston usa,"Department of Comparative Cultural Studies, University of Houston , Houston,  USA",University of Houston,Exact,https://ror.org/048sx0r50,R,M,,0,
