Original Title,Title on Google Scholar,DOI,Year,Citation Link,Citation Counts on Google Scholar
Message-Elicited Brain Response Moderates the Relationship Between Opportunities for Exposure to Anti-Smoking Messages and Message Recall,Message-elicited brain response moderates the relationship between opportunities for exposure to anti-smoking messages and message recall,10.1093/joc/jqz035,2019,"https://scholar.google.com/scholar?cites=5110024530369860682&as_sdt=5,50&sciodt=0,50&hl=en",7
Easy Statistical Mediation Analysis With Distinguishable Dyadic Data,Easy statistical mediation analysis with distinguishable dyadic data,10.1093/joc/jqz034,2019,"https://scholar.google.com/scholar?cites=7174121582097438386&as_sdt=5,50&sciodt=0,50&hl=en",38
The Combined Effects of Mass Media and Social Media on Political Perceptions and Preferences,The combined effects of mass media and social media on political perceptions and preferences,10.1093/joc/jqz038,2019,"https://scholar.google.com/scholar?cites=11599646793031822000&as_sdt=5,50&sciodt=0,50&hl=en",22
Why Won’t You Answer the Question? Mass-Mediated Deception Detection After Journalists’ Accusations of Politicians’ Evasion,Why won't you answer the question? Mass-mediated deception detection after journalists' accusations of politicians' evasion,10.1093/joc/jqz036,2019,"https://scholar.google.com/scholar?cites=7884020862157580841&as_sdt=5,50&sciodt=0,50&hl=en",4
As Seen on TV? How Gatekeeping Makes the U.S. House Seem More Extreme,As seen on TV? How gatekeeping makes the US house seem more extreme,10.1093/joc/jqz039,2019,"https://scholar.google.com/scholar?cites=5559676222979449656&as_sdt=5,50&sciodt=0,50&hl=en",20
Social Media Engagement With Strategy- and Issue-Framed Political News,Social media engagement with strategy-and issue-framed political news,10.1093/joc/jqz029,2019,"https://scholar.google.com/scholar?cites=6596073210250679439&as_sdt=5,50&sciodt=0,50&hl=en",16
Mapping User-Centric Internet Geographies: How Similar are Countries in Their Web Use Patterns?,Mapping user-centric internet geographies: How similar are countries in their web use patterns?,10.1093/joc/jqz030,2019,"https://scholar.google.com/scholar?cites=15990327111037242731&as_sdt=5,50&sciodt=0,50&hl=en",13
From Partisan Media to Misperception: Affective Polarization as Mediator,From partisan media to misperception: Affective polarization as mediator,10.1093/joc/jqz028,2019,"https://scholar.google.com/scholar?cites=14552537070657889358&as_sdt=5,50&sciodt=0,50&hl=en",59
The Beginnings of Mass Communication: A Transnational History,The beginnings of mass communication: A transnational history,10.1093/joc/jqz027,2019,"https://scholar.google.com/scholar?cites=17569172362520539095&as_sdt=5,50&sciodt=0,50&hl=en",8
The Social Context of Media Trust: A Network Influence Model,The social context of media trust: A network influence model,10.1093/joc/jqz031,2019,"https://scholar.google.com/scholar?cites=3965861839591763676&as_sdt=5,50&sciodt=0,50&hl=en",23
Brevity is the Soul of Twitter: The Constraint Affordance and Political Discussion,Brevity is the soul of Twitter: The constraint affordance and political discussion,10.1093/joc/jqz023,2019,"https://scholar.google.com/scholar?cites=14083851469398676515&as_sdt=5,50&sciodt=0,50&hl=en",91
"Getting Tagged, Getting Involved with News? A Mixed-Methods Investigation of the Effects and Motives of News-Related Tagging Activities on Social Network Sites","Getting tagged, getting involved with news? A mixed-methods investigation of the effects and motives of news-related tagging activities on social network sites",10.1093/joc/jqz019,2019,"https://scholar.google.com/scholar?cites=631765177033022397&as_sdt=5,50&sciodt=0,50&hl=en",21
"‘Think of Him as The President’: Tabloid Trump and the Political Imaginary, 1980–1999","'Think of Him as The President': Tabloid Trump and the Political Imaginary, 1980–1999",10.1093/joc/jqz022,2019,"https://scholar.google.com/scholar?cites=3610989584310465361&as_sdt=5,50&sciodt=0,50&hl=en",3
Detecting the Boundaries of Disposition Bias on Moral Judgments of Media Characters’ Behaviors using Social Judgment Theory,Detecting the boundaries of disposition bias on moral judgments of media characters' behaviors using social judgment theory,10.1093/joc/jqz021,2019,"https://scholar.google.com/scholar?cites=11645130236517637043&as_sdt=5,50&sciodt=0,50&hl=en",21
"Reach Across the Aisle: Elevation From Political Messages Predicts Increased Positivity Toward Politics, Political Participation, and the Opposite Political Party","Reach across the aisle: Elevation from political messages predicts increased positivity toward politics, political participation, and the opposite political party",10.1093/joc/jqz011,2019,"https://scholar.google.com/scholar?cites=14007182482216771797&as_sdt=5,50&sciodt=0,50&hl=en",7
The Relationship Between Interdisciplinarity and Journal Impact Factor in the Field of Communication During 1997–2016,The relationship between interdisciplinarity and journal impact factor in the field of Communication during 1997–2016,10.1093/joc/jqz012,2019,"https://scholar.google.com/scholar?cites=14394948084225743733&as_sdt=5,50&sciodt=0,50&hl=en",17
The Potential for Narrative Correctives to Combat Misinformation,The Potential for Narrative Correctives to Combat Misinformation,10.1093/joc/jqz014,2019,"https://scholar.google.com/scholar?cites=17019778550267851813&as_sdt=5,50&sciodt=0,50&hl=en",70
"Endure, Invest, Ignore: How French and American Journalists React to Economic Constraints and Technological Transformations","Endure, invest, ignore: How French and American journalists react to economic constraints and technological transformations",10.1093/joc/jqz015,2019,"https://scholar.google.com/scholar?cites=2437669305296954826&as_sdt=5,50&sciodt=0,50&hl=en",10
Child’s Play? Assessing the Bidirectional Longitudinal Relationship between Gaming and Intelligence in Early Childhood,Child's play? Assessing the bidirectional longitudinal relationship between gaming and intelligence in early childhood,10.1093/joc/jqz003,2019,"https://scholar.google.com/scholar?cites=10273442055265001612&as_sdt=5,50&sciodt=0,50&hl=en",13
The Citizen Communication Mediation Model Across Countries: A Multilevel Mediation Model of News Use and Discussion on Political Participation,The citizen communication mediation model across countries: A multilevel mediation model of news use and discussion on political participation,10.1093/joc/jqz002,2019,"https://scholar.google.com/scholar?cites=12908617414847240482&as_sdt=5,50&sciodt=0,50&hl=en",34
Ideological Asymmetry in the Reach of Pro-Russian Digital Disinformation to United States Audiences,Ideological asymmetry in the reach of pro-Russian digital disinformation to United States audiences,10.1093/joc/jqz006,2019,"https://scholar.google.com/scholar?cites=7875523942435145918&as_sdt=5,50&sciodt=0,50&hl=en",62
Dismantling Respectability: The Rise of New Womanist Communication Models in the Era of Black Lives Matter,Dismantling respectability: The rise of new womanist communication models in the era of black lives matter,10.1093/joc/jqz005,2019,"https://scholar.google.com/scholar?cites=2804426614049810287&as_sdt=5,50&sciodt=0,50&hl=en",29
Social Identity Threats: How Media and Discrimination Affect Muslim Americans’ Identification as Americans and Trust in the U.S. Government,Social identity threats: How media and discrimination affect Muslim Americans' identification as Americans and trust in the US government,10.1093/joc/jqz001,2019,"https://scholar.google.com/scholar?cites=1872401613018086686&as_sdt=5,50&sciodt=0,50&hl=en",35
The Strong Black Woman Collective Theory: Determining the Prosocial Functions of Strength Regulation in Groups of Black Women Friends,The Strong Black Woman Collective Theory: Determining the Prosocial Functions of Strength Regulation in Groups of Black Women Friends,10.1093/joc/jqy065,2019,"https://scholar.google.com/scholar?cites=6465170654840614424&as_sdt=5,50&sciodt=0,50&hl=en",44
Idols of Promotion: The Triumph of Self-Branding in an Age of Precarity,Idols of promotion: The triumph of self-branding in an age of precarity,10.1093/joc/jqy063,2019,"https://scholar.google.com/scholar?cites=1769315867591726309&as_sdt=5,50&sciodt=0,50&hl=en",54
Social Media Expression and the Political Self,Social media expression and the political self,10.1093/joc/jqy064,2019,"https://scholar.google.com/scholar?cites=3023529739349531667&as_sdt=5,50&sciodt=0,50&hl=en",60
Meta-Analysis of Anger and Persuasion: An Empirical Integration of Four Models,Meta-analysis of anger and persuasion: An empirical integration of four models,10.1093/joc/jqy054,2019,"https://scholar.google.com/scholar?cites=6902361838682457606&as_sdt=5,50&sciodt=0,50&hl=en",34
Chinese Newspaper Groups in the Digital Era: The Resurgence of the Party Press,Chinese newspaper groups in the digital era: The resurgence of the party press,10.1093/joc/jqy061,2019,"https://scholar.google.com/scholar?cites=9366480063992289547&as_sdt=5,50&sciodt=0,50&hl=en",42
Newspaper Closures Polarize Voting Behavior,Newspaper closures polarize voting behavior,10.1093/joc/jqy051,2018,"https://scholar.google.com/scholar?cites=2916661104748755061&as_sdt=5,50&sciodt=0,50&hl=en",137
Intergroup Contact in Deliberative Contexts: Evidence From Deliberative Polls,Intergroup contact in deliberative contexts: Evidence from deliberative polls,10.1093/joc/jqy056,2018,"https://scholar.google.com/scholar?cites=111161618231218325&as_sdt=5,50&sciodt=0,50&hl=en",19
"Internet Use and Political Interest: Growth Curves, Reinforcing Spirals, and Causal Effects During Adolescence","Internet use and political interest: Growth curves, reinforcing spirals, and causal effects during adolescence",10.1093/joc/jqy062,2018,"https://scholar.google.com/scholar?cites=16849686377245109630&as_sdt=5,50&sciodt=0,50&hl=en",32
Beyond the Here and Now of News Audiences: A Process-Based Framework for Investigating News Repertoires,Beyond the here and now of news audiences: A process-based framework for investigating news repertoires,10.1093/joc/jqy060,2018,"https://scholar.google.com/scholar?cites=14375949039450640196&as_sdt=5,50&sciodt=0,50&hl=en",44
Revisiting Media Multiplexity: A Longitudinal Analysis of Media Use in Romantic Relationships,Revisiting media multiplexity: A longitudinal analysis of media use in romantic relationships,10.1093/joc/jqy055,2018,"https://scholar.google.com/scholar?cites=13003843885870651194&as_sdt=5,50&sciodt=0,50&hl=en",29
Breaking into Collaboration: Communicative Strategies for Gaining Entry When You Are Not Invited,Breaking into collaboration: Communicative strategies for gaining entry when you are not invited,10.1093/joc/jqy052,2018,"https://scholar.google.com/scholar?cites=17179823512404443374&as_sdt=5,50&sciodt=0,50&hl=en",11
Using Attribution Theory To Explain The Affective Dispositions Of Tireless Moral Monitors Toward Narrative Characters,Using attribution theory to explain the affective dispositions of tireless moral monitors toward narrative characters,10.1093/joc/jqy049,2018,"https://scholar.google.com/scholar?cites=704469305898970754&as_sdt=5,50&sciodt=0,50&hl=en",33
Network Neuroscience Reveals Distinct Neuromarkers of Flow During Media Use,Network neuroscience reveals distinct neuromarkers of flow during media use,10.1093/joc/jqy043,2018,"https://scholar.google.com/scholar?cites=14155609962296446125&as_sdt=5,50&sciodt=0,50&hl=en",32
"New News Media, New Opinion Leaders? How Political Opinion Leaders Navigate the Modern High-choice Media Environment","New news media, new opinion leaders? How political opinion leaders navigate the modern high-choice media environment",10.1093/joc/jqy033,2018,"https://scholar.google.com/scholar?cites=6388794050975367871&as_sdt=5,50&sciodt=0,50&hl=en",22
"Same Candidates, Different Faces: Uncovering Media Bias in Visual Portrayals of Presidential Candidates with Computer Vision","Same candidates, different faces: Uncovering media bias in visual portrayals of presidential candidates with computer vision",10.1093/joc/jqy041,2018,"https://scholar.google.com/scholar?cites=17844651880848682914&as_sdt=5,50&sciodt=0,50&hl=en",78
A Model of Attentiveness to Outlying News,A model of attentiveness to outlying news,10.1093/joc/jqy040,2018,"https://scholar.google.com/scholar?cites=1138827592394361824&as_sdt=5,50&sciodt=0,50&hl=en",26
Hidden Democracy: Political Dissent in Rural America,Hidden democracy: Political dissent in rural America,10.1093/joc/jqy042,2018,"https://scholar.google.com/scholar?cites=16822017644155939899&as_sdt=5,50&sciodt=0,50&hl=en",32
Evidence of the Real-World Effectiveness of Public Health Media Campaigns Reinforces the Value of Perceived Message Effectiveness in Campaign Planning,Evidence of the real-world effectiveness of public health media campaigns reinforces the value of perceived message effectiveness in campaign planning,10.1093/joc/jqy045,2018,"https://scholar.google.com/scholar?cites=4882656794042351999&as_sdt=5,50&sciodt=0,50&hl=en",16
The Strength of Peripheral Networks: Negotiating Attention and Meaning in Complex Media Ecologies,The strength of peripheral networks: Negotiating attention and meaning in complex media ecologies,10.1093/joc/jqy032,2018,"https://scholar.google.com/scholar?cites=2532739212582487358&as_sdt=5,50&sciodt=0,50&hl=en",72
