,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize_prob,genderize_basedon,genderAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,matchMethod,ROR_ID,type,genderize,race,racePredAccuracy,gender_prediction,race_prediction
5246,10.1093/hcr/hqy002+1.0,10.1093/hcr/hqy002,https://academic.oup.com/hcr/article/44/3/299/4956830,2018,"Comparing Mediational Pathways for Narrative- and Argument-Based Messages: Believability, Counterarguing, and Emotional Reaction",Human Communication Research,5,1,Melinda M Krakow,Melinda,Krakow,"Division of Cancer Control and Population Sciences, National Cancer Institute, Bethesda, MD, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Melinda+Krakow,https://www.google.com/search?q=Melinda+M+Krakow+division+of+cancer+control+and+population+sciences+national+cancer+institute+bethesda+md+usa,0.99,11132,High,0.0048789945,0.0021210765,0.029119696,0.9638802,0.9638802,0.029119696,0.9347605,division of cancer control and population sciences national cancer institute bethesda md usa,"Division of Cancer Control and Population Sciences, National Cancer Institute, Bethesda, MD, USA",National Cancer Institute,Melinda M Krakow,Melinda,Krakow,"Division of Cancer Control and Population Sciences, National Cancer Institute, Bethesda, MD, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Melinda+Krakow,https://www.google.com/search?q=Melinda+M+Krakow+division+of+cancer+control+and+population+sciences+national+cancer+institute+bethesda+md+usa,Exact,https://ror.org/040gcmg81,R,female,white,High,f,0
7887,10.1093/ct/qtx001+1.0,10.1093/ct/qtx001,https://academic.oup.com/ct/article/28/1/89/4944961,2018,The Case for the Technological Comparison in Communication History,Communication Theory,1,1,Jérôme Bourdon,Jérôme,Bourdon,"Department of Communication, Tel Aviv University ,  Ramat Aviv, Tel Aviv",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jérôme+Bourdon,https://www.google.com/search?q=J%C3%A9r%C3%B4me+Bourdon+department+of+communication+tel+aviv+university+ramat+aviv+tel+aviv,1,210,Low,0.0068998802,0.18832749,0.027995773,0.77677685,0.77677685,0.18832749,0.58844936,department of communication tel aviv university ramat aviv tel aviv,"Department of Communication, Tel Aviv University ,  Ramat Aviv, Tel Aviv",Tel Aviv University,Jérôme Bourdon,Jérôme,Bourdon,"Department of Communication, Tel Aviv University ,  Ramat Aviv, Tel Aviv",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jérôme+Bourdon,https://www.google.com/search?q=J%C3%A9r%C3%B4me+Bourdon+department+of+communication+tel+aviv+university+ramat+aviv+tel+aviv,Exact,https://ror.org/04mhzgx49,R,male,white,Low,m,0
8912,10.1093/jcmc/zmy008+3.0,10.1093/jcmc/zmy008,https://academic.oup.com/jcmc/article/23/3/163/4962541,2018,"Performing a Vanilla Self: Respectability Politics, Social Class, and the Digital World",Journal of Computer-Mediated Communication,3,3,danah boyd,danah,Boyd,"Data &amp; Society Research Institute, New York, NY 10011, USA  Microsoft Research, New York, NY 10011, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=danah+Boyd,https://www.google.com/search?q=danah+boyd+data+amp+society+research+institute+new+york+ny+usa+microsoft+research+new+york+ny+usa,0.93,306,Low,0.0029776136,0.3052466,0.022953516,0.66882235,0.66882235,0.3052466,0.36357576,data amp society research institute new york ny usa microsoft research new york ny usa,"Data &amp; Society Research Institute, New York, NY 10011, USA  Microsoft Research, New York, NY 10011, USA",Search Institute,danah boyd,danah,Boyd,"Data &amp; Society Research Institute, New York, NY 10011, USA  Microsoft Research, New York, NY 10011, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=danah+Boyd,https://www.google.com/search?q=danah+boyd+data+amp+society+research+institute+new+york+ny+usa+microsoft+research+new+york+ny+usa,Exact,https://ror.org/003agka18,R,female,white,Low,f,0
7870,10.1093/ct/qty005+2.0,10.1093/ct/qty005,https://academic.oup.com/ct/article/28/2/111/4994890,2018,"Here and There: (Re)Situating Latin America in International Communication Theory:
Aquí y allá: (re)situando a América Latina en la teoría de la comunicación internacional
Aqui e lá: (re)situando a América Latina na teoria da comunicação internacional",Communication Theory,2,2,Martín Becerra,Martín,Becerra,"Department of Social Sciences, Universidad Nacional de Quilmes, and CONICET, Argentina",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Martín+Becerra,https://www.google.com/search?q=Mart%C3%ADn+Becerra+department+of+social+sciences+universidad+nacional+de+quilmes+and+conicet+argentina,1,31,Low,0.009220066,0.0065393653,0.9276204,0.056620173,0.9276204,0.056620173,0.87100023,department of social sciences universidad nacional de quilmes and conicet argentina,"Department of Social Sciences, Universidad Nacional de Quilmes, and CONICET, Argentina",National University of Quilmes,Martín Becerra,Martín,Becerra,"Department of Social Sciences, Universidad Nacional de Quilmes, and CONICET, Argentina",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Martín+Becerra,https://www.google.com/search?q=Mart%C3%ADn+Becerra+department+of+social+sciences+universidad+nacional+de+quilmes+and+conicet+argentina,API_QUERY,https://ror.org/01r53hz59,R,male,hispanic,High,m,3
8928,10.1093/jcmc/zmx003+3.0,10.1093/jcmc/zmx003,https://academic.oup.com/jcmc/article/23/1/34/4832997,2018,Watching Me Watching You: How Observational Learning Affects Self-disclosure on Social Network Sites?,Journal of Computer-Mediated Communication,3,3,Ruth Halperin,Ruth,Halperin,"Oranim Academic College, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ruth+Halperin,https://www.google.com/search?q=Ruth+Halperin+oranim+academic+college+israel,0.98,28718,High,0.015967641,0.15446776,0.031444844,0.7981197,0.7981197,0.15446776,0.64365196,oranim academic college israel,"Oranim Academic College, Israel",Oranim Academic College of Education,Ruth Halperin,Ruth,Halperin,"Oranim Academic College, Israel",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ruth+Halperin,https://www.google.com/search?q=Ruth+Halperin+oranim+academic+college+israel,API_QUERY,https://ror.org/01539v588,R,female,white,Low,f,4
7865,10.1093/ct/qtx005+2.0,10.1093/ct/qtx005,https://academic.oup.com/ct/article/28/3/332/4972625,2018,Organizational Communication Design Logics: A Theory of Communicative Intervention and Collective Communication Design,Communication Theory,3,2,Rebecca Gill,Rebecca,Gill,"College of Business, Massey University, Private Bag 102 904, Albany, Auckland, New Zealand",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rebecca+Gill,https://www.google.com/search?q=Rebecca+Gill+college+of+business+massey+university+private+bag+albany+auckland+new+zealand,0.98,36835,High,0.21842118,0.054746673,0.07641359,0.6504186,0.6504186,0.21842118,0.43199742,college of business massey university private bag albany auckland new zealand,"College of Business, Massey University, Private Bag 102 904, Albany, Auckland, New Zealand",Massey University,Rebecca Gill,Rebecca,Gill,"College of Business, Massey University, Private Bag 102 904, Albany, Auckland, New Zealand",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rebecca+Gill,https://www.google.com/search?q=Rebecca+Gill+college+of+business+massey+university+private+bag+albany+auckland+new+zealand,Exact,https://ror.org/052czxv31,R,female,white,Low,f,0
449,10.1093/joc/jqy060+2.0,10.1093/joc/jqy060,https://academic.oup.com/joc/article/68/6/1079/5253221,2018,Beyond the Here and Now of News Audiences: A Process-Based Framework for Investigating News Repertoires,Journal of Communication,2,2,Kim Christian Schrøder,Kim,Schrøder,"Department of Communication and Arts, Roskilde University, Roskilde, Denmark",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kim+Schrøder,https://www.google.com/search?q=Kim+Christian+Schr%C3%B8der+department+of+communication+and+arts+roskilde+university+roskilde+denmark,0.56,51609,Low,0.005428075,0.0042037796,0.015343374,0.97502476,0.97502476,0.015343374,0.9596814,department of communication and arts roskilde university roskilde denmark,"Department of Communication and Arts, Roskilde University, Roskilde, Denmark",Roskilde University,Kim Christian Schrøder,Kim,Schrøder,"Department of Communication and Arts, Roskilde University, Roskilde, Denmark",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kim+Schrøder,https://www.google.com/search?q=Kim+Christian+Schr%C3%B8der+department+of+communication+and+arts+roskilde+university+roskilde+denmark,Exact,https://ror.org/014axpa37,R,female,white,High,m,0
503,10.1093/joc/jqy019+1.0,10.1093/joc/jqy019,https://academic.oup.com/joc/article/68/3/547/4986443,2018,Deception in Mobile Dating Conversations,Journal of Communication,2,1,David M Markowitz,David,Markowitz,"School of Journalism and Communication, University of Oregon, Eugene, OR 97403, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Markowitz,https://www.google.com/search?q=David+M+Markowitz+school+of+journalism+and+communication+university+of+oregon+eugene+or+usa,0.99,501011,High,0.0026774162,0.017954776,0.017983494,0.96138436,0.96138436,0.017983494,0.94340086,school of journalism and communication university of oregon eugene or usa,"School of Journalism and Communication, University of Oregon, Eugene, OR 97403, USA",University of Oregon,David M Markowitz,David,Markowitz,"School of Journalism and Communication, University of Oregon, Eugene, OR 97403, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Markowitz,https://www.google.com/search?q=David+M+Markowitz+school+of+journalism+and+communication+university+of+oregon+eugene+or+usa,Exact,https://ror.org/0293rh119,R,male,white,High,m,0
457,10.1093/joc/jqy049+4.0,10.1093/joc/jqy049,https://academic.oup.com/joc/article/68/5/842/5113149,2018,Using Attribution Theory To Explain The Affective Dispositions Of Tireless Moral Monitors Toward Narrative Characters,Journal of Communication,11,4,Matthias Hofer,Matthias,Hofer,"Department of Communication and Media Research, University of Zürich, Zürich, Switzerland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Matthias+Hofer,https://www.google.com/search?q=Matthias+Hofer+department+of+communication+and+media+research+university+of+z+rich+z+rich+switzerland,1,26402,High,0.0075831185,0.0019575332,0.016253464,0.97420585,0.97420585,0.016253464,0.9579524,department of communication and media research university of z rich z rich switzerland,"Department of Communication and Media Research, University of Zürich, Zürich, Switzerland",Z Urology,Matthias Hofer,Matthias,Hofer,"Department of Communication and Media Research, University of Zürich, Zürich, Switzerland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Matthias+Hofer,https://www.google.com/search?q=Matthias+Hofer+department+of+communication+and+media+research+university+of+z+rich+z+rich+switzerland,API_QUERY,https://ror.org/020ay6p95,R,male,white,High,m,0
527,10.1093/joc/jqx019+2.0,10.1093/joc/jqx019,https://academic.oup.com/joc/article/68/2/298/4971609,2018,"Framing in a Fractured Democracy: Impacts of Digital Technology on Ideology, Power and Cascading Network Activation",Journal of Communication,2,2,Nikki Usher,Nikki,Usher,"School of Media and Public Affairs, George Washington University, Washington, DC, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nikki+Usher,https://www.google.com/search?q=Nikki+Usher+school+of+media+and+public+affairs+george+washington+university+washington+dc+usa,0.89,7702,High,0.009376454,0.16043843,0.03240133,0.7977838,0.7977838,0.16043843,0.6373454,school of media and public affairs george washington university washington dc usa,"School of Media and Public Affairs, George Washington University, Washington, DC, USA",George Washington University,Nikki Usher,Nikki,Usher,"School of Media and Public Affairs, George Washington University, Washington, DC, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nikki+Usher,https://www.google.com/search?q=Nikki+Usher+school+of+media+and+public+affairs+george+washington+university+washington+dc+usa,Exact,https://ror.org/00y4zzh67,R,female,white,Low,f,0
7852,10.1093/ct/qty006+4.0,10.1093/ct/qty006,https://academic.oup.com/ct/article/28/4/403/4995683,2018,The Space of Journalistic Work: A Theoretical Model,Communication Theory,4,4,Johan Lindell,Johan,Lindell,"Department of Geography, Media and Communication, Karlstad University, Karlstad, Sweden",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Johan+Lindell,https://www.google.com/search?q=Johan+Lindell+department+of+geography+media+and+communication+karlstad+university+karlstad+sweden,0.99,41501,High,0.0040039024,0.09817454,0.032189764,0.8656319,0.8656319,0.09817454,0.76745737,department of geography media and communication karlstad university karlstad sweden,"Department of Geography, Media and Communication, Karlstad University, Karlstad, Sweden",Karlstad University,Johan Lindell,Johan,Lindell,"Department of Geography, Media and Communication, Karlstad University, Karlstad, Sweden",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Johan+Lindell,https://www.google.com/search?q=Johan+Lindell+department+of+geography+media+and+communication+karlstad+university+karlstad+sweden,Exact,https://ror.org/05s754026,R,male,white,High,m,0
519,10.1093/joc/jqy003+2.0,10.1093/joc/jqy003,https://academic.oup.com/joc/article/68/2/254/4958972,2018,#CommunicationSoWhite,Journal of Communication,4,2,Rachel Kuo,Rachel,Kuo,"New York University, New York, NY 10003, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rachel+Kuo,https://www.google.com/search?q=Rachel+Kuo+new+york+university+new+york+ny+usa,0.98,28052,High,0.981757,0.00032091409,0.0022806523,0.015641417,0.981757,0.015641417,0.9661156,new york university new york ny usa,"New York University, New York, NY 10003, USA",New York University,Rachel Kuo,Rachel,Kuo,"New York University, New York, NY 10003, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Rachel+Kuo,https://www.google.com/search?q=Rachel+Kuo+new+york+university+new+york+ny+usa,Exact,https://ror.org/0190ak572,R,female,api,High,f,2
8914,10.1093/jcmc/zmx004+2.0,10.1093/jcmc/zmx004,https://academic.oup.com/jcmc/article/23/2/72/4952044,2018,"Benefits of Browsing? The Prevalence, Nature, and Effects of Profile Consumption Behavior in Social Network Sites",Journal of Computer-Mediated Communication,3,2,Christo Wilson,Christo,Wilson,"Department of Computer Science, Northeastern University, Boston, MA 02115, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christo+Wilson,https://www.google.com/search?q=Christo+Wilson+department+of+computer+science+northeastern+university+boston+ma+usa,0.98,1857,Low,0.008207358,0.27320912,0.018134128,0.7004494,0.7004494,0.27320912,0.42724028,department of computer science northeastern university boston ma usa,"Department of Computer Science, Northeastern University, Boston, MA 02115, USA",Northeastern University,Christo Wilson,Christo,Wilson,"Department of Computer Science, Northeastern University, Boston, MA 02115, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christo+Wilson,https://www.google.com/search?q=Christo+Wilson+department+of+computer+science+northeastern+university+boston+ma+usa,Exact,https://ror.org/03awzbc87,R,male,white,Low,m,0
10873,10.1093/ccc/tcx001+1.0,10.1093/ccc/tcx001,https://academic.oup.com/ccc/article/11/1/67/4953067,2018,"The Bully in the Pulpit: Autocracy, Digital Social Media, and Right-wing Populist Technoculture","Communication, Culture and Critique",2,1,Nitin Govil,Nitin,Govil,"School of Cinematic Arts, University of Southern California, Los Angeles, CA 90089-2211, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nitin+Govil,https://www.google.com/search?q=Nitin+Govil+school+of+cinematic+arts+university+of+southern+california+los+angeles+ca+usa,1,2710,High,0.0052393647,0.14964575,0.15427946,0.6908355,0.6908355,0.15427946,0.536556,school of cinematic arts university of southern california los angeles ca usa,"School of Cinematic Arts, University of Southern California, Los Angeles, CA 90089-2211, USA",University of Southern California,Nitin Govil,Nitin,Govil,"School of Cinematic Arts, University of Southern California, Los Angeles, CA 90089-2211, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Nitin+Govil,https://www.google.com/search?q=Nitin+Govil+school+of+cinematic+arts+university+of+southern+california+los+angeles+ca+usa,Exact,https://ror.org/03taz7m60,R,male,white,Low,m,2
