,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,gender_prediction,race_prediction,,
62,10.1093/joc/jqab046+3.0,10.1093/joc/jqab046,https://academic.oup.com/joc/article/72/1/83/6460210,2022,"Just a Glance, or More? Pathways from Counter-Attitudinal Incidental Exposure to Attitude (De)Polarization Through Response Behaviors and Cognitive Elaboration",Journal of Communication,3,3,Michael Chan,Michael,Chan,"School of Journalism and Communication, The Chinese University of Hong Kong, Hong Kong, China",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Chan,https://www.google.com/search?q=Michael+Chan+school+of+journalism+and+communication+the+chinese+university+of+hong+kong+hong+kong+china,male,0.99,245870,High,Michael Chan,Michael,Chan,"School of Journalism and Communication, The Chinese University of Hong Kong, Hong Kong, China",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Chan,https://www.google.com/search?q=Michael+Chan+school+of+journalism+and+communication+the+chinese+university+of+hong+kong+hong+kong+china,api,High,0.9342075,0.008811474,0.026576431,0.03040463,0.9342075,0.03040463,0.9038029,school of journalism and communication the chinese university of hong kong hong kong china,"School of Journalism and Communication, The Chinese University of Hong Kong, Hong Kong, China",Chinese University of Hong Kong,Exact,https://ror.org/00t33hh48,R,M,2,1,
8687,10.1093/jcmc/zmab021+3.0,10.1093/jcmc/zmab021,https://academic.oup.com/jcmc/article/27/1/zmab021/6472790,2022,Social Media Public Opinion as Flocks in a Murmuration: Conceptualizing and Measuring Opinion Expression on Social Media,Journal of Computer-Mediated Communication,3,3,Karl Rohe,Karl,Rohe,"Department of Statistics, University of Wisconsin–Madison , Madison, WI 53706,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Karl+Rohe,https://www.google.com/search?q=Karl+Rohe+department+of+statistics+university+of+wisconsin+madison+madison+wi+usa,male,0.98,20591,High,Karl Rohe,Karl,Rohe,"Department of Statistics, University of Wisconsin–Madison , Madison, WI 53706,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Karl+Rohe,https://www.google.com/search?q=Karl+Rohe+department+of+statistics+university+of+wisconsin+madison+madison+wi+usa,white,High,0.020080388,0.0680054,0.037026655,0.87488765,0.87488765,0.0680054,0.80688226,department of statistics university of wisconsin madison madison wi usa,"Department of Statistics, University of Wisconsin–Madison , Madison, WI 53706,  USA",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,M,0,1,
8666,10.1093/jcmc/zmac004+1.0,10.1093/jcmc/zmac004,https://academic.oup.com/jcmc/article/27/2/zmac004/6548792,2022,Inaccuracies and Izzat: Channel Affordances for the Consideration of Face in Misinformation Correction,Journal of Computer-Mediated Communication,2,1,Katy E Pearce,Katy,Pearce,"Department of Communication, University of Washington , Box 353740, Seattle, WA 98195-3740,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Katy+Pearce,https://www.google.com/search?q=Katy+E+Pearce+department+of+communication+university+of+washington+box+seattle+wa+usa,female,0.98,17008,High,Katy E Pearce,Katy,Pearce,"Department of Communication, University of Washington , Box 353740, Seattle, WA 98195-3740,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Katy+Pearce,https://www.google.com/search?q=Katy+E+Pearce+department+of+communication+university+of+washington+box+seattle+wa+usa,white,Low,0.0046847807,0.19128574,0.036021788,0.76800764,0.76800764,0.19128574,0.5767219,department of communication university of washington box seattle wa usa,"Department of Communication, University of Washington , Box 353740, Seattle, WA 98195-3740,  USA",University of Washington,Exact,https://ror.org/00cvxb145,R,F,0,1,
10679,10.1093/ccc/tcab064+1.0,10.1093/ccc/tcab064,https://academic.oup.com/ccc/article/15/1/1/6446125,2022,Mapping Interventions: Toward a Decolonial and Indigenous Praxis across Communication Subfields,"Communication, Culture and Critique",2,1,Tiara R Na’puti,Tiara,Na’Puti,"Department of Global and International Studies, 579 Social Science Tower, University of California, Irvine, CA 92697-5100, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tiara+Na’Puti,https://www.google.com/search?q=Tiara+R+Na%E2%80%99puti+department+of+global+and+international+studies+social+science+tower+university+of+california+irvine+ca+usa,female,0.96,676,Low,Tiara R Na’puti,Tiara,Na’Puti,"Department of Global and International Studies, 579 Social Science Tower, University of California, Irvine, CA 92697-5100, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tiara+Na’Puti,https://www.google.com/search?q=Tiara+R+Na%E2%80%99puti+department+of+global+and+international+studies+social+science+tower+university+of+california+irvine+ca+usa,white,High,0.07107558,0.0012375446,0.066212475,0.86147434,0.86147434,0.07107558,0.7903988,department of global and international studies social science tower university of california irvine ca usa,"Department of Global and International Studies, 579 Social Science Tower, University of California, Irvine, CA 92697-5100, USA","University of California, Irvine",API_QUERY,https://ror.org/04gyf1771,R,F,5,1,
7682,10.1093/ct/qtab012+1.0,10.1093/ct/qtab012,https://academic.oup.com/ct/article/32/2/223/6335765,2022,Social Media Information Environments and Their Implications for the Uses and Effects of News: The PINGS Framework,Communication Theory,1,1,Anna Sophie Kümpel,Anna,Kümpel,"Institute of Media and Communication, TU Dresden , 01069  Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anna+Kümpel,https://www.google.com/search?q=Anna+Sophie+K%C3%BCmpel+institute+of+media+and+communication+tu+dresden+germany,female,0.98,383713,High,Anna Sophie Kümpel,Anna,Kümpel,"Institute of Media and Communication, TU Dresden , 01069  Germany",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anna+Kümpel,https://www.google.com/search?q=Anna+Sophie+K%C3%BCmpel+institute+of+media+and+communication+tu+dresden+germany,white,Low,0.041605365,0.077373095,0.17533086,0.7056907,0.7056907,0.17533086,0.5303598,institute of media and communication tu dresden germany,"Institute of Media and Communication, TU Dresden , 01069  Germany",TU Dresden,API_QUERY,https://ror.org/042aqky30,R,F,0,1,
10682,10.1093/ccc/tcab045+1.0,10.1093/ccc/tcab045,https://academic.oup.com/ccc/article/15/1/36/6335759,2022,(De/Re)Constructing LGBT Characters in Latin America: The Implications of Mexican Dubbing for Translating Marginalized Identities,"Communication, Culture and Critique",1,1,Laurena Bernabo,Laurena,Bernabo,"University of Georgia, Entertainment &amp; Media Studies",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Laurena+Bernabo,https://www.google.com/search?q=Laurena+Bernabo+university+of+georgia+entertainment+amp+media+studies,female,0.96,235,Low,Laurena Bernabo,Laurena,Bernabo,"University of Georgia, Entertainment &amp; Media Studies",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Laurena+Bernabo,https://www.google.com/search?q=Laurena+Bernabo+university+of+georgia+entertainment+amp+media+studies,hispanic,High,0.0527298,0.0067658913,0.8133892,0.12711507,0.8133892,0.12711507,0.6862741,university of georgia entertainment amp media studies,"University of Georgia, Entertainment &amp; Media Studies",University of Georgia,Exact,https://ror.org/02bjhwk41,R,F,3,1,
8674,10.1093/jcmc/zmab019+4.0,10.1093/jcmc/zmab019,https://academic.oup.com/jcmc/article/27/1/zmab019/6427305,2022,"Beyond Anonymity: Network Affordances, Under Deindividuation, Improve Social Media Discussion Quality",Journal of Computer-Mediated Communication,5,4,Jana Egelhofer,Jana,Egelhofer,"Department of Communication, University of Vienna , Vienna,  Austria",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jana+Egelhofer,https://www.google.com/search?q=Jana+Egelhofer+department+of+communication+university+of+vienna+vienna+austria,female,0.99,105740,High,Jana Egelhofer,Jana,Egelhofer,"Department of Communication, University of Vienna , Vienna,  Austria",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jana+Egelhofer,https://www.google.com/search?q=Jana+Egelhofer+department+of+communication+university+of+vienna+vienna+austria,white,High,0.0045525967,0.00054584915,0.013049226,0.9818523,0.9818523,0.013049226,0.96880305,department of communication university of vienna vienna austria,"Department of Communication, University of Vienna , Vienna,  Austria",University of Vienna,Exact,https://ror.org/03prydq77,R,F,0,1,
5024,10.1093/hcr/hqab015+2.0,10.1093/hcr/hqab015,https://academic.oup.com/hcr/article/48/1/88/6400637,2022,Breaking the “Virtuous Circle”: How Partisan Communication Flows Can Erode Social Trust but Drive Participation,Human Communication Research,3,2,Dhavan V Shah,Dhavan,Shah,"School of Journalism and Mass Communication, University of Wisconsin-Madison, Madison, WI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dhavan+Shah,https://www.google.com/search?q=Dhavan+V+Shah+school+of+journalism+and+mass+communication+university+of+wisconsin+madison+madison+wi+usa,male,1,4,Low,Dhavan V Shah,Dhavan,Shah,"School of Journalism and Mass Communication, University of Wisconsin-Madison, Madison, WI, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dhavan+Shah,https://www.google.com/search?q=Dhavan+V+Shah+school+of+journalism+and+mass+communication+university+of+wisconsin+madison+madison+wi+usa,api,High,0.9327326,0.013305452,0.011587732,0.042374276,0.9327326,0.042374276,0.8903583,school of journalism and mass communication university of wisconsin madison madison wi usa,"School of Journalism and Mass Communication, University of Wisconsin-Madison, Madison, WI, USA",University of Wisconsin–Madison,API_QUERY,https://ror.org/01y2jtd41,R,M,2,1,
7,10.1093/joc/jqac011+2.0,10.1093/joc/jqac011,https://academic.oup.com/joc/article/72/3/374/6555289,2022,The Great and Powerful Dr. Oz? Alternative Health Media Consumption and Vaccine Views in the United States,Journal of Communication,4,2,Matthew Motta,Matthew,Motta,"Department of Political Science, Oklahoma State University , Stillwater, OK,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Matthew+Motta,https://www.google.com/search?q=Matthew+Motta+department+of+political+science+oklahoma+state+university+stillwater+ok+usa,male,1,35521,High,Matthew Motta,Matthew,Motta,"Department of Political Science, Oklahoma State University , Stillwater, OK,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Matthew+Motta,https://www.google.com/search?q=Matthew+Motta+department+of+political+science+oklahoma+state+university+stillwater+ok+usa,white,Low,0.3663554,0.0077591212,0.039509967,0.58637553,0.58637553,0.3663554,0.22002015,department of political science oklahoma state university stillwater ok usa,"Department of Political Science, Oklahoma State University , Stillwater, OK,  USA",Oklahoma State University,Exact,https://ror.org/01g9vbr38,R,M,0,1,
58,10.1093/joc/jqab024+3.0,10.1093/joc/jqab024,https://academic.oup.com/joc/article/72/1/59/6420665,2022,"Dual Process Models and Information Engagement: Testing Effects of Seeking, Scanning, and Trust in Sources on Attitudes Toward Marijuana",Journal of Communication,4,3,Gert-Jan de Bruijn,Gert-Jan,Bruijn,"Department of Communication Studies, University of Antwerp, Antwerp, Belgium. Amsterdam School of Communication Research, University of Amsterdam , Amsterdam 15791 1001 NG, Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gert-Jan+Bruijn,https://www.google.com/search?q=Gert-Jan+de+Bruijn+department+of+communication+studies+university+of+antwerp+antwerp+belgium+amsterdam+school+of+communication+research+university+of+amsterdam+amsterdam+ng+netherlands,male,1,579,Low,Gert-Jan de Bruijn,Gert-Jan,Bruijn,"Department of Communication Studies, University of Antwerp, Antwerp, Belgium. Amsterdam School of Communication Research, University of Amsterdam , Amsterdam 15791 1001 NG, Netherlands",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Gert-Jan+Bruijn,https://www.google.com/search?q=Gert-Jan+de+Bruijn+department+of+communication+studies+university+of+antwerp+antwerp+belgium+amsterdam+school+of+communication+research+university+of+amsterdam+amsterdam+ng+netherlands,white,High,0.012686293,0.11506821,0.031953875,0.84029156,0.84029156,0.11506821,0.72522336,department of communication studies university of antwerp antwerp belgium amsterdam school of communication research university of amsterdam amsterdam ng netherlands,"Department of Communication Studies, University of Antwerp, Antwerp, Belgium. Amsterdam School of Communication Research, University of Amsterdam , Amsterdam 15791 1001 NG, Netherlands",University of Amsterdam,Exact,https://ror.org/04dkp9463,R,M,0,1,
45,10.1093/joc/jqac001+1.0,10.1093/joc/jqac001,https://academic.oup.com/joc/article/72/2/264/6517192,2022,Civil Society Networks and Malaysian Government Reform: Considering Issue Homophily in Interorganizational Relationships,Journal of Communication,3,1,Erich J Sommerfeldt,Erich,Sommerfeldt,"Department of Communication, University of Maryland , College Park, MD,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Erich+Sommerfeldt,https://www.google.com/search?q=Erich+J+Sommerfeldt+department+of+communication+university+of+maryland+college+park+md+usa,male,0.98,3025,High,Erich J Sommerfeldt,Erich,Sommerfeldt,"Department of Communication, University of Maryland , College Park, MD,  USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Erich+Sommerfeldt,https://www.google.com/search?q=Erich+J+Sommerfeldt+department+of+communication+university+of+maryland+college+park+md+usa,white,High,0.00041780822,6.20E-05,0.020914607,0.9786057,0.9786057,0.020914607,0.9576911,department of communication university of maryland college park md usa,"Department of Communication, University of Maryland , College Park, MD,  USA",University of Mary,Exact,https://ror.org/055f0jp24,R,M,0,1,
10695,10.1093/ccc/tcab033+1.0,10.1093/ccc/tcab033,https://academic.oup.com/ccc/article/14/4/639/6308225,2021,“My Money and My Heart”: Buying a Birkin and Boundary Work Online,"Communication, Culture and Critique",1,1,Jordan Foster,Jordan,Foster,"Department of Sociology, University of Toronto, 725 Spadina Avenue, Toronto M5S 2J4 ,  Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jordan+Foster,https://www.google.com/search?q=Jordan+Foster+department+of+sociology+university+of+toronto+spadina+avenue+toronto+m+s+j+canada,male,0.97,30440,High,Jordan Foster,Jordan,Foster,"Department of Sociology, University of Toronto, 725 Spadina Avenue, Toronto M5S 2J4 ,  Canada",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jordan+Foster,https://www.google.com/search?q=Jordan+Foster+department+of+sociology+university+of+toronto+spadina+avenue+toronto+m+s+j+canada,white,Low,0.008189427,0.20663282,0.027461002,0.7577168,0.7577168,0.20663282,0.5510839,department of sociology university of toronto spadina avenue toronto m s j canada,"Department of Sociology, University of Toronto, 725 Spadina Avenue, Toronto M5S 2J4 ,  Canada",University of Toronto,Exact,https://ror.org/03dbr7087,R,M,0,1,
