journal,issueURL,volumn,issue,issueText,month,year,category,type,title,url,doi,pages,abstract,abstract_para_num,sci_hub
Human Communication Research,https://academic.oup.com/hcr/issue/9/2?browseBy=volume,Volume 9,Issue 2,"Issue 2, December 1983, Pages 99–191",December,1983,Articles,M,Confessions of a Methodological Puritan: A Response to Jackson and Jacobs,https://academic.oup.com/hcr/article/9/2/187/4587900,10.1111/j.1468-2958.1983.tb00693.x,187–191,,,https://sci-hub.se/10.1111/j.1468-2958.1983.tb00693.x
Journal of Communication,https://academic.oup.com/joc/issue/33/2?browseBy=volume,Volume 33,Issue 2,"Issue 2, June 1983, Pages 3–240",June,1983,Article,R,The Rhetoric of Career Success Books for Women,https://academic.oup.com/joc/article/33/2/149/4282698,10.1111/j.1460-2466.1983.tb02396.x,149–165,,,https://sci-hub.se/10.1111/j.1460-2466.1983.tb02396.x
Human Communication Research,https://academic.oup.com/hcr/issue/10/1?browseBy=volume,Volume 10,Issue 1,"Issue 1, September 1983, Pages 3–176",September,1983,Articles,R,"Anonymity, Strength of Attitude, and the Influence of Public Opinion Polls",https://academic.oup.com/hcr/article/10/1/5/4587832,10.1111/j.1468-2958.1983.tb00002.x,5–25,"Subjects were given questionnaires asking their responses to six statements on public issues. On some of the issues subjects were highly committed to their own views, while other issues were selected for the subjects' lack of knowledge and commitment. Some subjects were asked to respond anonymously, and others were led to believe that their responses would be made public. Each questionnaire contained a bogus distribution of responses from students at the subjects’ university. Each statement of interest was supported by the bogus majority in one questionnaire form and rejected by it in the other form. Several types of conformity were considered. For the low-commitment issues, subjects were influenced in the direction of the bogus consensus. For the high-commitment issues, the bogus consensus had no significant effect. Implications for understanding the effect of polls on public opinion are discussed.",1,https://sci-hub.se/10.1111/j.1468-2958.1983.tb00002.x
Journal of Communication,https://academic.oup.com/joc/issue/33/3?browseBy=volume,Volume 33,Issue 3,"Issue 3, September 1983, Pages 4–362",September,1983,Article,R,On Critical and Administrative Research: A New Critical Analysis,https://academic.oup.com/joc/article/33/3/117/4282840,10.1111/j.1460-2466.1983.tb02413.x,117–127,,,https://sci-hub.se/10.1111/j.1460-2466.1983.tb02413.x
Journal of Communication,https://academic.oup.com/joc/issue/33/3?browseBy=volume,Volume 33,Issue 3,"Issue 3, September 1983, Pages 4–362",September,1983,Article,R,The Legacy of the Past,https://academic.oup.com/joc/article/33/3/42/4282745,10.1111/j.1460-2466.1983.tb02404.x,42–50,,,https://sci-hub.se/10.1111/j.1460-2466.1983.tb02404.x
Journal of Communication,https://academic.oup.com/joc/issue/33/3?browseBy=volume,Volume 33,Issue 3,"Issue 3, September 1983, Pages 4–362",September,1983,Article,R,The Trouble with U.S. Communication Research,https://academic.oup.com/joc/article/33/3/92/4282793,10.1111/j.1460-2466.1983.tb02410.x,92–95,,,https://sci-hub.se/10.1111/j.1460-2466.1983.tb02410.x
Human Communication Research,https://academic.oup.com/hcr/issue/9/4?browseBy=volume,Volume 9,Issue 4,"Issue 4, June 1983, Pages 291–376",June,1983,Articles,R,Group Communication and Problem-Solving Effectiveness: An Investigation of Group Phases,https://academic.oup.com/hcr/article/9/4/291/4587878,10.1111/j.1468-2958.1983.tb00700.x,291–305,"The present study sought to determine whether “successful” problem-solving groups can be distinguished from “unsuccessful” problem-solving groups on the basis of the phases that characterize their problem-solving discussion. The results, while based on a limited sample of nine groups, provide strong evidence to indicate that no single uniform sequence of phases is necessarily associated with either “successful” or “un-successful” group problem-solving. Rather, the study found that both “successful” and “unsuccessful” groups take their own unique “paths” to solving their problems, perhaps depending on the conditions and circumstances present at critical points in the problem-solving process. Interestingly, however, while the study discovered that there are several different sequences of phases associated with both “successful” and “unsuccessful” group problem-solving, a comparison of those different sequences revealed one general difference. Specifically, it was discovered that “successful” groups tend to begin their discussion by attempting to analyze the problem before attempting to search for a viable solution to it, while “unsuccessful” groups tend to begin the discussion by immediately attempting to search for a viable solution to the problem before attempting to analyze the problem.",1,https://sci-hub.se/10.1111/j.1468-2958.1983.tb00700.x
Journal of Communication,https://academic.oup.com/joc/issue/33/3?browseBy=volume,Volume 33,Issue 3,"Issue 3, September 1983, Pages 4–362",September,1983,Article,R,Toward a Theory of Cultural Materialism,https://academic.oup.com/joc/article/33/3/314/4283000,10.1111/j.1460-2466.1983.tb02432.x,314–329,,,https://sci-hub.se/10.1111/j.1460-2466.1983.tb02432.x
Human Communication Research,https://academic.oup.com/hcr/issue/9/2?browseBy=volume,Volume 9,Issue 2,"Issue 2, December 1983, Pages 99–191",December,1983,Articles,R,Symbolic Victimization and Real World Fear,https://academic.oup.com/hcr/article/9/2/146/4587880,10.1111/j.1468-2958.1983.tb00689.x,146–157,"This study examines the relationship between relative victimization in television drama and variations in susceptibility to the cultivation of a sense of personal risk in the real world. The data are based on 323 demographic subgroups (defined by all combinations of age, sex, race, marital status, and class categorizations). Viewers whose fictional counterparts are more likely to be shown as victims show stronger associations between viewing and perceived vulnerability. Moreover, the relative power hierarchy of television drama (derived from “risk ratios” of violence and victimization) strongly matches the real-world hierarchy of susceptibility.",1,https://sci-hub.se/10.1111/j.1468-2958.1983.tb00689.x
Journal of Communication,https://academic.oup.com/joc/issue/33/1?browseBy=volume,Volume 33,Issue 1,"Issue 1, March 1983, Pages 3–224",March,1983,Article,R,Broadcasting Across the Wall: The Free Flow of Information Between East and West Germany,https://academic.oup.com/joc/article/33/1/46/4282712,10.1111/j.1460-2466.1983.tb02373.x,46–55,,,https://sci-hub.se/10.1111/j.1460-2466.1983.tb02373.x
Journal of Communication,https://academic.oup.com/joc/issue/33/3?browseBy=volume,Volume 33,Issue 3,"Issue 3, September 1983, Pages 4–362",September,1983,Article,R,Consciousness Industries and the Production of Culture,https://academic.oup.com/joc/article/33/3/330/4283001,10.1111/j.1460-2466.1983.tb02433.x,330–341,,,https://sci-hub.se/10.1111/j.1460-2466.1983.tb02433.x
Journal of Communication,https://academic.oup.com/joc/issue/33/2?browseBy=volume,Volume 33,Issue 2,"Issue 2, June 1983, Pages 3–240",June,1983,Article,R,Local Television: Producing Soft News,https://academic.oup.com/joc/article/33/2/111/4282695,10.1111/j.1460-2466.1983.tb02393.x,111–123,,,https://sci-hub.se/10.1111/j.1460-2466.1983.tb02393.x
Human Communication Research,https://academic.oup.com/hcr/issue/9/1?browseBy=volume,Volume 9,Issue 1,"Issue 1, September 1982, Pages 3–95",September,1982,Articles,R,The Effects of Source Expertise and Feedback Valence on Intrinsic Motivation,https://academic.oup.com/hcr/article/9/1/17/4587812,10.1111/j.1468-2958.1982.tb00680.x,17–32,"This study investigated the effects of variations in verbal feedback on the intrinsic motivation (IM) of task performers. Based on Deci's (1975) cognitive evaluation theory, the present study manipulated two dimensions of postperformance feedback: (1) expertise of the feedback source—high vs. low, and (2) valence of the feedback—positive vs. neutral. A sample of 128 subjects performed a task consisting of solving word puzzles. Subjects' level of IM subsequent to the reception of feedback was operationalized in three ways: amount of time voluntarily spent on word puzzles during a free period and responses made on two IM pencil and paper measures (the TRQ and MSQ). Results indicated that high expertise of the feedback source enhanced IM. Valence alone did not enhance a receiver's level of IM but the data demonstrated an expertise x valence interaction such that subjects receiving positive feedback from a highly expert source exhibited greater levels of IM than did receivers in any other condition. Implications of these findings for both future organizational communication research and training are discussed.",1,https://sci-hub.se/10.1111/j.1468-2958.1982.tb00680.x
Human Communication Research,https://academic.oup.com/hcr/issue/8/4?browseBy=volume,Volume 8,Issue 4,"Issue 4, June 1982, Pages 299–389",June,1982,Articles,M,A Response to Hart's Commentary,https://academic.oup.com/hcr/article/8/4/382/4587888,10.1111/j.1468-2958.1982.tb00676.x,382–385,,,https://sci-hub.se/10.1111/j.1468-2958.1982.tb00676.x
Journal of Communication,https://academic.oup.com/joc/issue/32/4?browseBy=volume,Volume 32,Issue 4,"Issue 4, December 1982, Pages 3–222",December,1982,The “New Technology”,R,FCC Media Ownership Rules: The Case for Regulation,https://academic.oup.com/joc/article/32/4/148/4372107,10.1111/j.1460-2466.1982.tb02526.x,148–156,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb02526.x
Journal of Communication,https://academic.oup.com/joc/issue/32/1?browseBy=volume,Volume 32,Issue 1,"Issue 1, March 1982, Pages 3–240",March,1982,Article,R,Sports and Spectators: Intra-audience Effects,https://academic.oup.com/joc/article/32/1/100/4372083,10.1111/j.1460-2466.1982.tb00481.x,100–108,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb00481.x
Journal of Communication,https://academic.oup.com/joc/issue/32/1?browseBy=volume,Volume 32,Issue 1,"Issue 1, March 1982, Pages 3–240",March,1982,Article,R,International News Coverage in Two Elite Newspapers,https://academic.oup.com/joc/article/32/1/61/4372070,10.1111/j.1460-2466.1982.tb00478.x,61–74,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb00478.x
Journal of Communication,https://academic.oup.com/joc/issue/32/4?browseBy=volume,Volume 32,Issue 4,"Issue 4, December 1982, Pages 3–222",December,1982,The “New Technology”,R,FCC Media Ownership Rules: The Case for Repeal,https://academic.oup.com/joc/article/32/4/157/4372111,10.1111/j.1460-2466.1982.tb02527.x,157–163,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb02527.x
Journal of Communication,https://academic.oup.com/joc/issue/32/3?browseBy=volume,Volume 32,Issue 3,"Issue 3, September 1982, Pages 3–240",September,1982,Article,R,Telecommunications and Media Policy in West Germany: Recent Developments,https://academic.oup.com/joc/article/32/3/10/4372028,10.1111/j.1460-2466.1982.tb02496.x,10–32,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb02496.x
Journal of Communication,https://academic.oup.com/joc/issue/32/2?browseBy=volume,Volume 32,Issue 2,"Issue 2, June 1982, Pages 3–240",June,1982,Dramatic Functions of Press Coverage,R,Media Coverage of Terrorism: The Law and the Public,https://academic.oup.com/joc/article/32/2/128/4372087,10.1111/j.1460-2466.1982.tb00501.x,128–143,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb00501.x
Human Communication Research,https://academic.oup.com/hcr/issue/8/4?browseBy=volume,Volume 8,Issue 4,"Issue 4, June 1982, Pages 299–389",June,1982,Articles,M,After the Dust Settles,https://academic.oup.com/hcr/article/8/4/388/4587891,10.1111/j.1468-2958.1982.tb00678.x,388–389,,,https://sci-hub.se/10.1111/j.1468-2958.1982.tb00678.x
Human Communication Research,https://academic.oup.com/hcr/issue/8/3?browseBy=volume,Volume 8,Issue 3,"Issue 3, March 1982, Pages 195–280",March,1982,Articles,R,Contextual Age and Television Use,https://academic.oup.com/hcr/article/8/3/228/4587872,10.1111/j.1468-2958.1982.tb00666.x,228–244,"The aims of the investigation were to initiate the development of “contextual age” as an alternative life-position concept to chronological age in communication and aging research, and to examine the relationships between contextual age and socio-demographic characteristics, television viewing patterns, and viewing motivations. The sample consisted of 340 non-confined respondents, aged 55 to 92. Factor analysis located four contextual age dimensions: interaction, life satisfaction, economic security, and self-reliance. The results of the Pearson and canonical correlation analyses suggest: the importance of an individual's degree of interpersonal interaction, social activity, life satisfaction, economic security, mobility, and physical health for indicating television usage; a series of interactant associations among contextual age, socio-demographic, viewing pattern, and viewing motivation variables; and the heuristic potential of the contextual age concept for assessing life-position and communication behavior.",1,https://sci-hub.se/10.1111/j.1468-2958.1982.tb00666.x
Human Communication Research,https://academic.oup.com/hcr/issue/8/4?browseBy=volume,Volume 8,Issue 4,"Issue 4, June 1982, Pages 299–389",June,1982,Articles,R,An Investigation of the Information Processing Framework of Organizational Communication,https://academic.oup.com/hcr/article/8/4/348/4587821,10.1111/j.1468-2958.1982.tb00673.x,348–365,The information processing framework of organizational communication is studied by introducing variables that reflect the individual's relationship to the organization; it is examined in terms of levels of information adequacy. This study focuses on explaining the variations in levels of information adequacy reported by organizational members. It emphasizes the importance of communicating sufficient information to employees irrespective of task-related communication needs. Findings from this study support an expanded information processing model of organizational communication. A revised model is proposed.,1,https://sci-hub.se/10.1111/j.1468-2958.1982.tb00673.x
Human Communication Research,https://academic.oup.com/hcr/issue/9/1?browseBy=volume,Volume 9,Issue 1,"Issue 1, September 1982, Pages 3–95",September,1982,Articles,R,Conversational Deviance: A Structural Model,https://academic.oup.com/hcr/article/9/1/59/4587894,10.1111/j.1468-2958.1982.tb00683.x,59–74,"Expectation violations are common interpersonal communication occurrences. A prerequisite of communication competence then is the ability to deal effectively with the unexpected in conversation. A structural model of existing relationships among variables considered important to children's ability to handle conversational deviance, specifically three successive turn-taking violations, was proposed and tested in this investigation. Children ranging in age from 3 years, 5 months to 11 years, 5 months served as subjects. Results of the study suggest that cognitive complexity plays an influential role in the development of children's ability to provide accounts for conversational deviance as well as the ability to provide alternative strategies for the completion of conversations disrupted by improper turn-taking. Social perspective-taking and communication adaptation ability appear to play less significant roles.",1,https://sci-hub.se/10.1111/j.1468-2958.1982.tb00683.x
Journal of Communication,https://academic.oup.com/joc/issue/32/2?browseBy=volume,Volume 32,Issue 2,"Issue 2, June 1982, Pages 3–240",June,1982,Article,R,The Treatment and Resolution of Moral Violations on Soap Operas,https://academic.oup.com/joc/article/32/2/67/4372069,10.1111/j.1460-2466.1982.tb00496.x,67–74,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb00496.x
Journal of Communication,https://academic.oup.com/joc/issue/32/3?browseBy=volume,Volume 32,Issue 3,"Issue 3, September 1982, Pages 3–240",September,1982,IPDC in Mexico: U.S.-UNESCO Turning Point?,R,Mexican and U.S. News Coverage of the IPDC at Acapulco,https://academic.oup.com/joc/article/32/3/71/4372061,10.1111/j.1460-2466.1982.tb02501.x,71–85,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb02501.x
Journal of Communication,https://academic.oup.com/joc/issue/32/1?browseBy=volume,Volume 32,Issue 1,"Issue 1, March 1982, Pages 3–240",March,1982,Article,R,Popular Music: Who Are the Recording Artists?,https://academic.oup.com/joc/article/32/1/132/4372098,10.1111/j.1460-2466.1982.tb00484.x,132–142,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb00484.x
Journal of Communication,https://academic.oup.com/joc/issue/32/4?browseBy=volume,Volume 32,Issue 4,"Issue 4, December 1982, Pages 3–222",December,1982,The “New Technology”,R,Public Information and “Electronic Publishing” Services,https://academic.oup.com/joc/article/32/4/103/4372095,10.1111/j.1460-2466.1982.tb02523.x,103–113,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb02523.x
Journal of Communication,https://academic.oup.com/joc/issue/32/1?browseBy=volume,Volume 32,Issue 1,"Issue 1, March 1982, Pages 3–240",March,1982,Article,R,Radio: Regulating Format Diversity,https://academic.oup.com/joc/article/32/1/181/4372117,10.1111/j.1460-2466.1982.tb00488.x,181–191,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb00488.x
Journal of Communication,https://academic.oup.com/joc/issue/32/3?browseBy=volume,Volume 32,Issue 3,"Issue 3, September 1982, Pages 3–240",September,1982,Marriage and the Family,R,Family Self-Help: Promoting Changes in Health Behavior,https://academic.oup.com/joc/article/32/3/161/4372089,10.1111/j.1460-2466.1982.tb02508.x,161–172,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb02508.x
Journal of Communication,https://academic.oup.com/joc/issue/32/4?browseBy=volume,Volume 32,Issue 4,"Issue 4, December 1982, Pages 3–222",December,1982,Article,R,Glued to the Box?: Patterns of TV Repeat-Viewing,https://academic.oup.com/joc/article/32/4/22/4372064,10.1111/j.1460-2466.1982.tb02515.x,22–29,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb02515.x
Journal of Communication,https://academic.oup.com/joc/issue/32/2?browseBy=volume,Volume 32,Issue 2,"Issue 2, June 1982, Pages 3–240",June,1982,Article,R,Mass Media Reform and Social Change: The Peruvian Experience,https://academic.oup.com/joc/article/32/2/33/4372026,10.1111/j.1460-2466.1982.tb00493.x,33–45,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb00493.x
Journal of Communication,https://academic.oup.com/joc/issue/32/3?browseBy=volume,Volume 32,Issue 3,"Issue 3, September 1982, Pages 3–240",September,1982,Marriage and the Family,R,Interpersonal Perceptions and Marital Adjustment,https://academic.oup.com/joc/article/32/3/135/4372078,10.1111/j.1460-2466.1982.tb02506.x,135–147,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb02506.x
Journal of Communication,https://academic.oup.com/joc/issue/32/4?browseBy=volume,Volume 32,Issue 4,"Issue 4, December 1982, Pages 3–222",December,1982,Article,R,The “New Technology”: Who Sells It? Who Needs It? Who Rules It?,https://academic.oup.com/joc/article/32/4/55/4372080,10.1111/j.1460-2466.1982.tb02518.x,55,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb02518.x
Journal of Communication,https://academic.oup.com/joc/issue/32/4?browseBy=volume,Volume 32,Issue 4,"Issue 4, December 1982, Pages 3–222",December,1982,Article,R,The Lazarsfeld-Stanton Program Analyzer: An Historical Note,https://academic.oup.com/joc/article/32/4/30/4372071,10.1111/j.1460-2466.1982.tb02516.x,30–38,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb02516.x
Journal of Communication,https://academic.oup.com/joc/issue/32/2?browseBy=volume,Volume 32,Issue 2,"Issue 2, June 1982, Pages 3–240",June,1982,Essay Review,R,Producing TV's World: How Important is Community?,https://academic.oup.com/joc/article/32/2/186/4372101,10.1111/j.1460-2466.1982.tb00505.x,186–193,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb00505.x
Journal of Communication,https://academic.oup.com/joc/issue/32/3?browseBy=volume,Volume 32,Issue 3,"Issue 3, September 1982, Pages 3–240",September,1982,Article,M,IPDC in Mexico: U.S.-UNESCO Turning Point?,https://academic.oup.com/joc/article/32/3/53/4372054,10.1111/j.1460-2466.1982.tb02498.x,53,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb02498.x
Journal of Communication,https://academic.oup.com/joc/issue/32/4?browseBy=volume,Volume 32,Issue 4,"Issue 4, December 1982, Pages 3–222",December,1982,The “New Technology”,R,Telephone Vendors in the New Telecommunications Marketplace,https://academic.oup.com/joc/article/32/4/97/4372093,10.1111/j.1460-2466.1982.tb02522.x,97–102,,,https://sci-hub.se/10.1111/j.1460-2466.1982.tb02522.x
Journal of Communication,https://academic.oup.com/joc/issue/31/2?browseBy=volume,Volume 31,Issue 2,"Issue 2, June 1981, Pages 3–240",June,1981,Article,R,How Do Jurors Reach a Verdict?,https://academic.oup.com/joc/article/31/2/37/4371905,10.1111/j.1460-2466.1981.tb01226.x,37–42,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb01226.x
Human Communication Research,https://academic.oup.com/hcr/issue/7/3?browseBy=volume,Volume 7,Issue 3,"Issue 3, March 1981, Pages 195–287",March,1981,Articles,R,The Taken-for-Granted,https://academic.oup.com/hcr/article/7/3/195/4626841,10.1111/j.1468-2958.1981.tb00569.x,195–211,"This essay constitutes a theoretical account of how speakers interpret that which is taken for granted in messages. It is argued that the term “taken for granted” (TFG) is useful in reconsidering research concerning enthymemes, argument theory, indirect speech acts, conversational maxims, pragmatic implication, and a number of other areas. When combined with materials from the symbolic interactionist literature on alignment, the TFG concept provides a framework for a model of how speakers interpret unspoken portions of utterances.",1,https://sci-hub.se/10.1111/j.1468-2958.1981.tb00569.x
Journal of Communication,https://academic.oup.com/joc/issue/31/1?browseBy=volume,Volume 31,Issue 1,"Issue 1, March 1981, Pages 3–240",March,1981,Measuring Media Influence,R,Social and Cognitive Influences on Information Exposure: A Path Analysis,https://academic.oup.com/joc/article/31/1/76/4371928,10.1111/j.1460-2466.1981.tb01207.x,76–87,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb01207.x
Journal of Communication,https://academic.oup.com/joc/issue/31/3?browseBy=volume,Volume 31,Issue 3,"Issue 3, September 1981, Pages 3–224",September,1981,Article,M,Perspectives on Communications Research: An Exchange,https://academic.oup.com/joc/article/31/3/15/4371392,10.1111/j.1460-2466.1981.tb00424.x,15–23,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00424.x
Journal of Communication,https://academic.oup.com/joc/issue/31/3?browseBy=volume,Volume 31,Issue 3,"Issue 3, September 1981, Pages 3–224",September,1981,The Living McLuhan,M,McLuhan: Preface to Literacy,https://academic.oup.com/joc/article/31/3/136/4371986,10.1111/j.1460-2466.1981.tb00437.x,136–143,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00437.x
Human Communication Research,https://academic.oup.com/hcr/issue/7/4?browseBy=volume,Volume 7,Issue 4,"Issue 4, June 1981, Pages 291–377",June,1981,Articles,R,"Prepared Lies, Spontaneous Lies, Machiavellianism, and Nonverbal Communication",https://academic.oup.com/hcr/article/7/4/325/4626857,10.1111/j.1468-2958.1981.tb00579.x,325–339,"This study investigated cue leakage during deception of factual information for both prepared and spontaneous types of lies. Liars anticipating lying engaged in less postural shifting and shorter latencies than truth tellers prior to lying. During a prepared lie, liars engaged in shorter latencies, shorter message durations, more affirmative head nodding, less smiling, and more body adaptors than truth tellers did. During a spontaneous lie, liars engaged in more body adaptors than truth tellers. No substantive differences were obtained between truth tellers and liars after the lying behavior was completed. Cues were not leaked differently by high and low Machiavellians.",1,https://sci-hub.se/10.1111/j.1468-2958.1981.tb00579.x
Journal of Communication,https://academic.oup.com/joc/issue/31/4?browseBy=volume,Volume 31,Issue 4,"Issue 4, December 1981, Pages 3–222",December,1981,"The Press, the U.S., and UNESCO",R,Is the MacBride Commission's Approach Compatible with the United States Constitution?,https://academic.oup.com/joc/article/31/4/122/4372016,10.1111/j.1460-2466.1981.tb00457.x,122–128,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00457.x
Human Communication Research,https://academic.oup.com/hcr/issue/7/4?browseBy=volume,Volume 7,Issue 4,"Issue 4, June 1981, Pages 291–377",June,1981,Articles,R,The Development of Communication Skills in Physically Handicapped Children,https://academic.oup.com/hcr/article/7/4/312/4626738,10.1111/j.1468-2958.1981.tb00578.x,312–324,"The present study was primarily concerned with the communication skill development of physically handicapped children. Since these children often are denied contact with peers because of their disabilities, it was suggested that they may be unable to develop the perspective-taking ability necessary for adapting communication to a specific listener. It was also suggested that the increased contact provided by moving the handicapped into regular public school classrooms may help alleviate this problem. First-, third-, and sixth-grade children, handicapped and nonhandicapped, with and without the others in their classes, were tested on their listener-adaptation abilities in general and their adaptation to handicapped children, using pictures as stimuli for messages. The results support the hypothesis that handicapped children are deficient in listener adaptation. Classroom association with “normals” seems to improve this, but does not raise them to the level of their nonhandicapped peers. Nonhandicapped children are unable to adapt to handicapped children, and contact with the handicapped does not seem to improve this situation. Being in an integrated class seems to have some positive effects on handicapped children and few effects on the nonhandicapped.",1,https://sci-hub.se/10.1111/j.1468-2958.1981.tb00578.x
Journal of Communication,https://academic.oup.com/joc/issue/31/3?browseBy=volume,Volume 31,Issue 3,"Issue 3, September 1981, Pages 3–224",September,1981,The Living McLuhan,M,Final Thoughts: A Collaborator on Marshall's Methods and Meanings,https://academic.oup.com/joc/article/31/3/189/4372031,10.1111/j.1460-2466.1981.tb00442.x,189–190,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00442.x
Journal of Communication,https://academic.oup.com/joc/issue/31/1?browseBy=volume,Volume 31,Issue 1,"Issue 1, March 1981, Pages 3–240",March,1981,Measuring Media Influence,R,Television Viewing and Anxiety: An Experimental Examination,https://academic.oup.com/joc/article/31/1/106/4371945,10.1111/j.1460-2466.1981.tb01210.x,106–119,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb01210.x
Journal of Communication,https://academic.oup.com/joc/issue/31/1?browseBy=volume,Volume 31,Issue 1,"Issue 1, March 1981, Pages 3–240",March,1981,The Information Society,R,Shifting Boundaries in the Information Marketplace,https://academic.oup.com/joc/article/31/1/131/4371961,10.1111/j.1460-2466.1981.tb01212.x,131–142,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb01212.x
Journal of Communication,https://academic.oup.com/joc/issue/31/2?browseBy=volume,Volume 31,Issue 2,"Issue 2, June 1981, Pages 3–240",June,1981,Article,R,Professionalism in Advertising: The Origin of Ethical Codes,https://academic.oup.com/joc/article/31/2/64/4371920,10.1111/j.1460-2466.1981.tb01229.x,64–71,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb01229.x
Journal of Communication,https://academic.oup.com/joc/issue/31/3?browseBy=volume,Volume 31,Issue 3,"Issue 3, September 1981, Pages 3–224",September,1981,Daytime Serial Drama: The Continuing Story,R,Sex on the Soap Operas: Patterns of Intimacy,https://academic.oup.com/joc/article/31/3/90/4371919,10.1111/j.1460-2466.1981.tb00431.x,90–96,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00431.x
Journal of Communication,https://academic.oup.com/joc/issue/31/3?browseBy=volume,Volume 31,Issue 3,"Issue 3, September 1981, Pages 3–224",September,1981,Article,R,Disdaining the News,https://academic.oup.com/joc/article/31/3/24/4371865,10.1111/j.1460-2466.1981.tb00425.x,24–31,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb00425.x
Journal of Communication,https://academic.oup.com/joc/issue/31/2?browseBy=volume,Volume 31,Issue 2,"Issue 2, June 1981, Pages 3–240",June,1981,Essay Review,M,The Media Gospel,https://academic.oup.com/joc/article/31/2/190/4372124,10.1111/j.1460-2466.1981.tb01241.x,190–199,,,https://sci-hub.se/10.1111/j.1460-2466.1981.tb01241.x
Human Communication Research,https://academic.oup.com/hcr/issue/8/1?browseBy=volume,Volume 8,Issue 1,"Issue 1, September 1981, Pages 3–92",September,1981,Articles,R,A Method for Establishing the Representational Validity of Interaction Coding Systems: Do We See What They See?,https://academic.oup.com/hcr/article/8/1/26/4587805,10.1111/j.1468-2958.1981.tb00654.x,26–42,"This paper offers a new methodological approach to establishing the validity of interaction coding schemes, and it reports research which applies these procedures to three coding systems that have been used to study small group decision making: Bales' (1950) Interaction Process Analysis System, Fisher's (1970) Decision Proposal Coding System, and Mabry's (1975) Pattern Variable Coding System. The procedures offered here provide a method for determining whether the functions or constructs identified by a coding system are part of the common meanings ascribed to the participants in the interaction. Of the three coding systems evaluated in the study, the IPA System represented subjects' interpretations of decision-making interaction better than the Decision Proposal System, which, in turn, performed better than the Pattern Variable System.",1,https://sci-hub.se/10.1111/j.1468-2958.1981.tb00654.x
Human Communication Research,https://academic.oup.com/hcr/issue/8/1?browseBy=volume,Volume 8,Issue 1,"Issue 1, September 1981, Pages 3–92",September,1981,Articles,R,An Empirical Appraisal of the PRCA for Measuring Oral Communication Apprehension,https://academic.oup.com/hcr/article/8/1/58/4587818,10.1111/j.1468-2958.1981.tb00656.x,58–71,"Since 1970 about 80% of the research on oral communication apprehension has used one of two versions of McCroskey's Personal Report of Communication Apprehension. The original 20-item PRCA was introduced for the purpose of measuring apprehension beyond the traditional public speaking context. Although the PRCA-20 is reliable, some serious criticism of it has centered on its ability to tap interpersonal behavior outcomes. In an attempt to bolster its interpersonal applicability, five “interpersonally-oriented” items were added to form the PRCA-25. The studies reported herein demonstrate that both versions fail to possess sufficient reliable variance to be applicable to contexts other than public settings. In addition, it was found that the interpersonal items are a separate component of the PRCA, and as such, do not justify being treated equal in terms of additivity and, therefore, reduce the construct integrity of the PRCA.",1,https://sci-hub.se/10.1111/j.1468-2958.1981.tb00656.x
Human Communication Research,https://academic.oup.com/hcr/issue/8/1?browseBy=volume,Volume 8,Issue 1,"Issue 1, September 1981, Pages 3–92",September,1981,Articles,R,Effects of Humorous Illustrations in College Textbooks,https://academic.oup.com/hcr/article/8/1/43/4587814,10.1111/j.1468-2958.1981.tb00655.x,43–57,"Written educational selections and cartoons drawn to illustrate different educational points were arranged to effect a factorial variation in (1) level of difficulty of educational material (easy, difficult) and (2) amount of humor (no humor, moderate humor, extensive humor). Students read one version, evaluated it on a number of dimensions, and were tested over the material. Pictorial humorous illustrations were found to have no effect on information acquisition and on motivation, positive effects on appeal, and negative effects on persuasibility.",1,https://sci-hub.se/10.1111/j.1468-2958.1981.tb00655.x
