,authorID,doi,url,year,title,journal,numberOfAuthors,authorPosition,authorFullName,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,genderize_prob,genderize_basedon,genderAccuracy,authorFullName.1,firstName.1,lastName.1,affiliation.1,gscholarLink.1,googleSearch.1,race,racePredAccuracy,api,black,hispanic,white,raceHighest,raceSecondHighest,raceDiff,affProcessed,affiliation.2,ROR_AFFNAME,matchMethod,ROR_ID,type,authorFullName.1,firstName,lastName,affiliation,gscholarLink,googleSearch,genderize,race,racePredAccuracy,gender_prediction,race_prediction
1307,10.1111/j.1460-2466.2012.01669.x+2.0,10.1111/j.1460-2466.2012.01669.x,https://academic.oup.com/joc/article/62/5/900/4085835,2012,The Impact of Parents “Friending” Their Young Adult Child on Facebook on Perceptions of Parental Privacy Invasions and Parent–Child Relationship Quality,Journal of Communication,3,2,Tamara Afifi,Tamara,Afifi,"1 Department of Communication, University of California Santa Barbara, Santa Barbara, CA, 90049, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tamara+Afifi,https://www.google.com/search?q=Tamara+Afifi+department+of+communication+university+of+california+santa+barbara+santa+barbara+ca+usa,female,0.98,42613,High,Tamara Afifi,Tamara,Afifi,"1 Department of Communication, University of California Santa Barbara, Santa Barbara, CA, 90049, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tamara+Afifi,https://www.google.com/search?q=Tamara+Afifi+department+of+communication+university+of+california+santa+barbara+santa+barbara+ca+usa,white,Low,0.25383332,0.029286016,0.074298464,0.6425822,0.6425822,0.25383332,0.38874885,department of communication university of california santa barbara santa barbara ca usa,"1 Department of Communication, University of California Santa Barbara, Santa Barbara, CA, 90049, USA","University of California, Santa Barbara",API_QUERY,https://ror.org/02t274463,R,Tamara Afifi,Tamara,Afifi,"1 Department of Communication, University of California Santa Barbara, Santa Barbara, CA, 90049, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tamara+Afifi,https://www.google.com/search?q=Tamara+Afifi+department+of+communication+university+of+california+santa+barbara+santa+barbara+ca+usa,female,white,Low,F,0
5661,10.1111/j.1468-2958.2011.01422.x+3.0,10.1111/j.1468-2958.2011.01422.x,https://academic.oup.com/hcr/article/38/2/172/4093701,2012,Inter-Asian Variability in Intergenerational Communication,Human Communication Research,3,3,James M. Honeycutt,James,Honeycutt,"3 Department of Communication Studies, The Louisiana State University, Baton Rouge, LA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Honeycutt,https://www.google.com/search?q=James+M.+Honeycutt+department+of+communication+studies+the+louisiana+state+university+baton+rouge+la+usa,male,0.99,117309,High,James M. Honeycutt,James,Honeycutt,"3 Department of Communication Studies, The Louisiana State University, Baton Rouge, LA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Honeycutt,https://www.google.com/search?q=James+M.+Honeycutt+department+of+communication+studies+the+louisiana+state+university+baton+rouge+la+usa,white,High,0.0039462186,0.0292109,0.029208776,0.93763417,0.93763417,0.0292109,0.90842324,department of communication studies the louisiana state university baton rouge la usa,"3 Department of Communication Studies, The Louisiana State University, Baton Rouge, LA, USA",Louisiana State University,Exact,https://ror.org/05ect4e57,R,James M. Honeycutt,James,Honeycutt,"3 Department of Communication Studies, The Louisiana State University, Baton Rouge, LA, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Honeycutt,https://www.google.com/search?q=James+M.+Honeycutt+department+of+communication+studies+the+louisiana+state+university+baton+rouge+la+usa,male,white,High,M,0
11161,10.1111/j.1753-9137.2011.01117.x+1.0,10.1111/j.1753-9137.2011.01117.x,https://academic.oup.com/ccc/article/5/1/75/4054357,2012,Assimilationism vs. Multiculturalism: U.S. Identity and Media Representations of British Muslims over a 12-Year Span,"Communication, Culture and Critique",2,1,David Greenberg,David,Greenberg,"1 Lady Margaret Hall, University of Oxford, Oxford, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Greenberg,https://www.google.com/search?q=David+Greenberg+lady+margaret+hall+university+of+oxford+oxford+uk,male,0.99,501011,High,David Greenberg,David,Greenberg,"1 Lady Margaret Hall, University of Oxford, Oxford, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Greenberg,https://www.google.com/search?q=David+Greenberg+lady+margaret+hall+university+of+oxford+oxford+uk,white,High,0.0032759693,0.005169539,0.032592278,0.9589622,0.9589622,0.032592278,0.9263699,lady margaret hall university of oxford oxford uk,"1 Lady Margaret Hall, University of Oxford, Oxford, UK",University of Oxford,Exact,https://ror.org/052gg0110,R,David Greenberg,David,Greenberg,"1 Lady Margaret Hall, University of Oxford, Oxford, UK",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=David+Greenberg,https://www.google.com/search?q=David+Greenberg+lady+margaret+hall+university+of+oxford+oxford+uk,male,white,High,M,0
8067,10.1111/j.1468-2885.2012.01407.x+2.0,10.1111/j.1468-2885.2012.01407.x,https://academic.oup.com/ct/article/22/3/319/4085729,2012,Doing Diversity: Text–Audience Agency and Rhetorical Alternatives,Communication Theory,2,2,Tanja J. Christiansen,Tanja,Christiansen,"1 Department of Business and Politics, Copenhagen Business School, Frederiksberg 2000, Denmark",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tanja+Christiansen,https://www.google.com/search?q=Tanja+J.+Christiansen+department+of+business+and+politics+copenhagen+business+school+frederiksberg+denmark,female,0.98,35007,High,Tanja J. Christiansen,Tanja,Christiansen,"1 Department of Business and Politics, Copenhagen Business School, Frederiksberg 2000, Denmark",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tanja+Christiansen,https://www.google.com/search?q=Tanja+J.+Christiansen+department+of+business+and+politics+copenhagen+business+school+frederiksberg+denmark,white,High,0.0044491366,0.004314623,0.01705161,0.9741846,0.9741846,0.01705161,0.95713294,department of business and politics copenhagen business school frederiksberg denmark,"1 Department of Business and Politics, Copenhagen Business School, Frederiksberg 2000, Denmark",Copenhagen Business School,Exact,https://ror.org/04sppb023,R,Tanja J. Christiansen,Tanja,Christiansen,"1 Department of Business and Politics, Copenhagen Business School, Frederiksberg 2000, Denmark",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Tanja+Christiansen,https://www.google.com/search?q=Tanja+J.+Christiansen+department+of+business+and+politics+copenhagen+business+school+frederiksberg+denmark,female,white,High,F,0
9446,10.1111/j.1083-6101.2012.01585.x+1.0,10.1111/j.1083-6101.2012.01585.x,https://academic.oup.com/jcmc/article/17/4/451/4067679,2012,Exploring the relationship between perceptions of social capital and enacted support online,Journal of Computer-Mediated Communication,3,1,Michael A. Stefanone,Michael,Stefanone,"1 Department of Communication, University at Buffalo",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Stefanone,https://www.google.com/search?q=Michael+A.+Stefanone+department+of+communication+university+at+buffalo,male,0.99,245870,High,Michael A. Stefanone,Michael,Stefanone,"1 Department of Communication, University at Buffalo",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Stefanone,https://www.google.com/search?q=Michael+A.+Stefanone+department+of+communication+university+at+buffalo,white,High,0.001888592,0.065647036,0.033729583,0.8987348,0.8987348,0.065647036,0.8330878,department of communication university at buffalo,"1 Department of Communication, University at Buffalo",Buffalo State College,API_QUERY,https://ror.org/05ms04m92,R,Michael A. Stefanone,Michael,Stefanone,"1 Department of Communication, University at Buffalo",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Stefanone,https://www.google.com/search?q=Michael+A.+Stefanone+department+of+communication+university+at+buffalo,male,white,High,M,0
9464,10.1111/j.1083-6101.2012.01576.x+1.0,10.1111/j.1083-6101.2012.01576.x,https://academic.oup.com/jcmc/article/17/3/337/4067685,2012,"Information, Community, and Action: How Nonprofit Organizations Use Social Media",Journal of Computer-Mediated Communication,2,1,Kristen Lovejoy,Kristen,Lovejoy,"1 Department of Communication, University at Buffalo, SUNY",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kristen+Lovejoy,https://www.google.com/search?q=Kristen+Lovejoy+department+of+communication+university+at+buffalo+suny,female,0.85,1525,Low,Kristen Lovejoy,Kristen,Lovejoy,"1 Department of Communication, University at Buffalo, SUNY",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kristen+Lovejoy,https://www.google.com/search?q=Kristen+Lovejoy+department+of+communication+university+at+buffalo+suny,white,High,0.015235256,0.13915755,0.040796176,0.804811,0.804811,0.13915755,0.66565347,department of communication university at buffalo suny,"1 Department of Communication, University at Buffalo, SUNY","University at Buffalo, State University of New York",API_QUERY,https://ror.org/01y64my43,R,Kristen Lovejoy,Kristen,Lovejoy,"1 Department of Communication, University at Buffalo, SUNY",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kristen+Lovejoy,https://www.google.com/search?q=Kristen+Lovejoy+department+of+communication+university+at+buffalo+suny,female,white,High,F,0
9422,10.1111/j.1083-6101.2012.01592.x+2.0,10.1111/j.1083-6101.2012.01592.x,https://academic.oup.com/jcmc/article/18/1/2/4065281,2012,Communication Processes in Participatory Websites,Journal of Computer-Mediated Communication,2,2,Jeong-woo Jang,Jeong-woo,Jang,"2 Department of Communication, Michigan State University, USA,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jeong-woo+Jang,https://www.google.com/search?q=Jeong-woo+Jang+department+of+communication+michigan+state+university+usa,male,0.82,11,Low,Jeong-woo Jang,Jeong-woo,Jang,"2 Department of Communication, Michigan State University, USA,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jeong-woo+Jang,https://www.google.com/search?q=Jeong-woo+Jang+department+of+communication+michigan+state+university+usa,api,High,0.9502656,0.010559115,0.0093353,0.02984001,0.9502656,0.02984001,0.9204256,department of communication michigan state university usa,"2 Department of Communication, Michigan State University, USA,",Michigan State University,Exact,https://ror.org/05hs6h993,R,Jeong-woo Jang,Jeong-woo,Jang,"2 Department of Communication, Michigan State University, USA,",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jeong-woo+Jang,https://www.google.com/search?q=Jeong-woo+Jang+department+of+communication+michigan+state+university+usa,male,api,High,F,2
5646,10.1111/j.1468-2958.2012.01430.x+3.0,10.1111/j.1468-2958.2012.01430.x,https://academic.oup.com/hcr/article/38/3/280/4093674,2012,Engineering Objects for Collaboration: Strategies of Ambiguity and Clarity at Knowledge Boundaries,Human Communication Research,3,3,Diane E. Bailey,Diane,Bailey,"3 School of Information, University of Texas, Austin, TX 78701, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Diane+Bailey,https://www.google.com/search?q=Diane+E.+Bailey+school+of+information+university+of+texas+austin+tx+usa,female,0.97,15367,High,Diane E. Bailey,Diane,Bailey,"3 School of Information, University of Texas, Austin, TX 78701, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Diane+Bailey,https://www.google.com/search?q=Diane+E.+Bailey+school+of+information+university+of+texas+austin+tx+usa,white,Low,0.005583055,0.19899246,0.027584571,0.76783997,0.76783997,0.19899246,0.56884754,school of information university of texas austin tx usa,"3 School of Information, University of Texas, Austin, TX 78701, USA",The University of Texas at Austin,API_QUERY,https://ror.org/00hj54h04,R,Diane E. Bailey,Diane,Bailey,"3 School of Information, University of Texas, Austin, TX 78701, USA",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Diane+Bailey,https://www.google.com/search?q=Diane+E.+Bailey+school+of+information+university+of+texas+austin+tx+usa,female,white,Low,F,0
1283,10.1111/j.1460-2466.2012.01672.x+1.0,10.1111/j.1460-2466.2012.01672.x,https://academic.oup.com/joc/article/62/5/739/4085785,2012,The Influence of News Media on Stereotypic Attitudes Toward Immigrants in a Political Campaign,Journal of Communication,1,1,Christian Schemer,Christian,Schemer,"1 Institute of Mass Communication and Media Research, University of Zurich, Zurich, Switzerland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christian+Schemer,https://www.google.com/search?q=Christian+Schemer+institute+of+mass+communication+and+media+research+university+of+zurich+zurich+switzerland,male,0.99,156233,High,Christian Schemer,Christian,Schemer,"1 Institute of Mass Communication and Media Research, University of Zurich, Zurich, Switzerland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christian+Schemer,https://www.google.com/search?q=Christian+Schemer+institute+of+mass+communication+and+media+research+university+of+zurich+zurich+switzerland,white,High,0.017331215,0.004390559,0.023245662,0.9550326,0.9550326,0.023245662,0.9317869,institute of mass communication and media research university of zurich zurich switzerland,"1 Institute of Mass Communication and Media Research, University of Zurich, Zurich, Switzerland",University of Zurich,Exact,https://ror.org/02crff812,R,Christian Schemer,Christian,Schemer,"1 Institute of Mass Communication and Media Research, University of Zurich, Zurich, Switzerland",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Christian+Schemer,https://www.google.com/search?q=Christian+Schemer+institute+of+mass+communication+and+media+research+university+of+zurich+zurich+switzerland,male,white,High,M,0
1310,10.1111/j.1460-2466.2012.01659.x+2.0,10.1111/j.1460-2466.2012.01659.x,https://academic.oup.com/joc/article/62/4/571/4085787,2012,Does Multitasking Increase or Decrease Persuasion? Effects of Multitasking on Comprehension and Counterarguing,Journal of Communication,2,2,Yoori Hwang,Yoori,Hwang,"2 Department of Digital Media, Myongji University, Seoul,Korea",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yoori+Hwang,https://www.google.com/search?q=Yoori+Hwang+department+of+digital+media+myongji+university+seoul+korea,female,0.89,37,Low,Yoori Hwang,Yoori,Hwang,"2 Department of Digital Media, Myongji University, Seoul,Korea",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yoori+Hwang,https://www.google.com/search?q=Yoori+Hwang+department+of+digital+media+myongji+university+seoul+korea,api,High,0.98101646,0.0013975704,0.0027995706,0.0147863785,0.98101646,0.0147863785,0.9662301,department of digital media myongji university seoul korea,"2 Department of Digital Media, Myongji University, Seoul,Korea",Myongji University,Exact,https://ror.org/00s9dpb54,R,Yoori Hwang,Yoori,Hwang,"2 Department of Digital Media, Myongji University, Seoul,Korea",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Yoori+Hwang,https://www.google.com/search?q=Yoori+Hwang+department+of+digital+media+myongji+university+seoul+korea,female,api,High,F,2
11132,10.1111/j.1753-9137.2012.01124.x+1.0,10.1111/j.1753-9137.2012.01124.x,https://academic.oup.com/ccc/article/5/3/372/4054414,2012,Studying Ethnic Minorities' Media Uses: Comparative Conceptual and Methodological Reflections,"Communication, Culture and Critique",4,1,Alexander Dhoest,Alexander,Dhoest,"1 Communication Studies, University of Antwerp, Antwerp, 2000, Belgium",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alexander+Dhoest,https://www.google.com/search?q=Alexander+Dhoest+communication+studies+university+of+antwerp+antwerp+belgium,male,0.99,66065,High,Alexander Dhoest,Alexander,Dhoest,"1 Communication Studies, University of Antwerp, Antwerp, 2000, Belgium",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alexander+Dhoest,https://www.google.com/search?q=Alexander+Dhoest+communication+studies+university+of+antwerp+antwerp+belgium,white,High,0.07262569,0.0113235405,0.05928114,0.8567697,0.8567697,0.07262569,0.784144,communication studies university of antwerp antwerp belgium,"1 Communication Studies, University of Antwerp, Antwerp, 2000, Belgium",University of Antwerp,Exact,https://ror.org/008x57b05,R,Alexander Dhoest,Alexander,Dhoest,"1 Communication Studies, University of Antwerp, Antwerp, 2000, Belgium",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alexander+Dhoest,https://www.google.com/search?q=Alexander+Dhoest+communication+studies+university+of+antwerp+antwerp+belgium,male,white,High,M,0
9469,10.1111/j.1083-6101.2011.01564.x+1.0,10.1111/j.1083-6101.2011.01564.x,https://academic.oup.com/jcmc/article/17/2/152/4067664,2012,A Hyperlink and Semantic Network Analysis of the Triple Helix (University-Government-Industry): The Interorganizational Communication Structure of Nanotechnology,Journal of Computer-Mediated Communication,1,1,Jang Hyun Kim,Jang,Kim,"1 Department of Communicology, University of Hawaii",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jang+Kim,https://www.google.com/search?q=Jang+Hyun+Kim+department+of+communicology+university+of+hawaii,male,0.71,1312,Low,Jang Hyun Kim,Jang,Kim,"1 Department of Communicology, University of Hawaii",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jang+Kim,https://www.google.com/search?q=Jang+Hyun+Kim+department+of+communicology+university+of+hawaii,api,High,0.9652774,0.0037862211,0.0057680253,0.025168424,0.9652774,0.025168424,0.94010895,department of communicology university of hawaii,"1 Department of Communicology, University of Hawaii",Hawaii Department of Health,API_QUERY,https://ror.org/00kgerq53,R,Jang Hyun Kim,Jang,Kim,"1 Department of Communicology, University of Hawaii",https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jang+Kim,https://www.google.com/search?q=Jang+Hyun+Kim+department+of+communicology+university+of+hawaii,male,api,High,M,2
