year,journal,authorPosition,countrypred,genderpred,racepred,afftypepred
2014,Journal of Computer-Mediated Communication,1,IL,F,White,Education
2014,Journal of Computer-Mediated Communication,2,US,F,White,Education
2014,Journal of Computer-Mediated Communication,1,NL,M,White,Education
2014,Journal of Computer-Mediated Communication,2,GB,M,White,Education
2014,Journal of Computer-Mediated Communication,1,US,F,White,Education
2014,Journal of Computer-Mediated Communication,2,US,M,White,Education
2014,Journal of Computer-Mediated Communication,1,SG,F,Asian,Education
2014,Journal of Computer-Mediated Communication,2,AU,M,White,Education
2014,Journal of Computer-Mediated Communication,1,GB,F,White,Education
2014,Journal of Computer-Mediated Communication,1,JP,M,Asian,Non Education
2014,Journal of Computer-Mediated Communication,2,CA,M,White,Education
2014,Journal of Computer-Mediated Communication,1,SG,M,Asian,Education
2014,Journal of Computer-Mediated Communication,2,CN,F,Asian,Education
2014,Journal of Computer-Mediated Communication,1,LK,F,Asian,Education
2014,Journal of Computer-Mediated Communication,1,IT,F,White,Education
2014,Journal of Computer-Mediated Communication,2,US,M,White,Education
2014,Journal of Computer-Mediated Communication,3,GB,M,White,Education
2014,Journal of Computer-Mediated Communication,1,US,F,White,Education
2014,Journal of Computer-Mediated Communication,1,US,F,Asian,Education
2014,Journal of Computer-Mediated Communication,2,US,F,White,Education
2014,Journal of Computer-Mediated Communication,1,US,M,White,Education
2014,Journal of Computer-Mediated Communication,2,US,M,White,Education
2014,Journal of Computer-Mediated Communication,3,US,M,White,Education
2014,Journal of Computer-Mediated Communication,1,US,F,White,Education
2014,Journal of Computer-Mediated Communication,2,US,M,White,Education
2014,Journal of Computer-Mediated Communication,1,US,F,White,Education
2014,Journal of Computer-Mediated Communication,1,US,F,White,Education
2014,Journal of Computer-Mediated Communication,2,US,F,White,Education
2014,Journal of Computer-Mediated Communication,3,US,M,Asian,Education
2014,Journal of Computer-Mediated Communication,4,US,M,White,Education
2014,Journal of Computer-Mediated Communication,5,US,F,White,Non Education
2014,Journal of Computer-Mediated Communication,1,US,M,White,Education
2014,Journal of Computer-Mediated Communication,2,US,F,Asian,Education
2014,Journal of Computer-Mediated Communication,1,DE,F,White,Education
2014,Journal of Computer-Mediated Communication,1,FR,M,White,Education
2014,Journal of Computer-Mediated Communication,2,FR,F,White,Education
2014,Journal of Computer-Mediated Communication,3,FR,F,White,Education
2014,Journal of Computer-Mediated Communication,4,CH,M,White,Education
2014,Journal of Computer-Mediated Communication,1,KR,M,White,Education
2014,Journal of Computer-Mediated Communication,2,KR,M,Asian,Education
2013,Journal of Computer-Mediated Communication,1,PH,M,White,Education
2013,Journal of Computer-Mediated Communication,2,NL,F,White,Education
2013,Journal of Computer-Mediated Communication,3,US,M,White,Education
2013,Journal of Computer-Mediated Communication,1,US,F,White,Education
2013,Journal of Computer-Mediated Communication,2,US,F,Asian,Education
2013,Journal of Computer-Mediated Communication,1,US,F,White,Education
2013,Journal of Computer-Mediated Communication,2,CA,M,Asian,Education
2013,Journal of Computer-Mediated Communication,3,US,M,White,Education
2013,Journal of Computer-Mediated Communication,4,LB,M,Asian,Education
2013,Journal of Computer-Mediated Communication,1,US,F,White,Education
2013,Journal of Computer-Mediated Communication,2,LV,M,White,Education
2013,Journal of Computer-Mediated Communication,3,US,M,White,Education
2013,Journal of Computer-Mediated Communication,1,CA,F,White,Education
2013,Journal of Computer-Mediated Communication,2,ES,M,White,Education
2013,Journal of Computer-Mediated Communication,1,US,F,White,Education
2013,Journal of Computer-Mediated Communication,2,US,M,Asian,Education
2013,Journal of Computer-Mediated Communication,3,US,F,White,Education
2013,Journal of Computer-Mediated Communication,1,NL,M,White,Education
2013,Journal of Computer-Mediated Communication,2,NL,F,White,Education
2013,Journal of Computer-Mediated Communication,1,GB,M,White,Education
2013,Journal of Computer-Mediated Communication,1,US,F,Hispanic,Education
2013,Journal of Computer-Mediated Communication,2,US,F,Asian,Education
2013,Journal of Computer-Mediated Communication,1,NL,M,White,Education
2013,Journal of Computer-Mediated Communication,2,NL,M,White,Education
2013,Journal of Computer-Mediated Communication,1,GB,M,White,Education
2013,Journal of Computer-Mediated Communication,2,GB,F,White,Education
2013,Journal of Computer-Mediated Communication,1,US,F,White,Education
2013,Journal of Computer-Mediated Communication,2,DE,M,White,Education
2013,Journal of Computer-Mediated Communication,3,DE,F,White,Education
2013,Journal of Computer-Mediated Communication,1,CA,M,White,Education
2013,Journal of Computer-Mediated Communication,2,DK,M,White,Education
2013,Journal of Computer-Mediated Communication,1,SG,M,Asian,Non Education
2013,Journal of Computer-Mediated Communication,2,SG,M,Asian,Non Education
2013,Journal of Computer-Mediated Communication,3,SG,M,White,Education
2013,Journal of Computer-Mediated Communication,1,US,F,Asian,Education
2013,Journal of Computer-Mediated Communication,2,US,F,White,Education
2013,Journal of Computer-Mediated Communication,3,US,F,White,Education
2013,Journal of Computer-Mediated Communication,1,US,F,White,Education
2013,Journal of Computer-Mediated Communication,2,US,F,White,Education
2013,Journal of Computer-Mediated Communication,1,GB,F,White,Education
2013,Journal of Computer-Mediated Communication,2,IS,M,White,Education
2013,Journal of Computer-Mediated Communication,3,NO,F,White,Education
2013,Journal of Computer-Mediated Communication,1,IL,M,White,Education
2013,Journal of Computer-Mediated Communication,1,GB,M,White,Education
2013,Journal of Computer-Mediated Communication,2,GB,F,White,Education
2013,Journal of Computer-Mediated Communication,3,GB,M,White,Education
2013,Journal of Computer-Mediated Communication,1,IL,F,White,Education
2013,Journal of Computer-Mediated Communication,1,ES,F,Hispanic,Education
2013,Journal of Computer-Mediated Communication,2,ES,F,Hispanic,Education
2013,Journal of Computer-Mediated Communication,3,ES,M,Hispanic,Education
2013,Journal of Computer-Mediated Communication,1,CH,M,White,Education
2013,Journal of Computer-Mediated Communication,2,GB,F,White,Education
2013,Journal of Computer-Mediated Communication,3,GB,M,White,Education
2013,Journal of Computer-Mediated Communication,4,DE,M,White,Non Education
2013,Journal of Computer-Mediated Communication,5,GB,M,White,Education
2013,Journal of Computer-Mediated Communication,1,US,F,White,Non Education
2013,Journal of Computer-Mediated Communication,2,US,M,White,Non Education
2013,Journal of Computer-Mediated Communication,3,US,M,White,Non Education
2013,Journal of Computer-Mediated Communication,4,US,M,White,Education
2013,Journal of Computer-Mediated Communication,5,US,M,White,Non Education
2013,Journal of Computer-Mediated Communication,6,US,F,White,Education
2013,Journal of Computer-Mediated Communication,7,US,F,White,Education
2013,Journal of Computer-Mediated Communication,8,US,F,White,Education
2013,Journal of Computer-Mediated Communication,9,US,F,White,Non Education
2013,Journal of Computer-Mediated Communication,10,US,M,White,Education
2013,Journal of Computer-Mediated Communication,11,US,F,White,Education
2013,Journal of Computer-Mediated Communication,12,US,M,White,Education
2013,Journal of Computer-Mediated Communication,13,US,M,White,Education
2013,Journal of Computer-Mediated Communication,1,US,M,White,Education
2013,Journal of Computer-Mediated Communication,2,US,M,White,Education
2013,Journal of Computer-Mediated Communication,3,US,M,White,Non Education
2013,Journal of Computer-Mediated Communication,1,US,M,White,Education
2013,Journal of Computer-Mediated Communication,1,US,F,Asian,Education
2013,Journal of Computer-Mediated Communication,2,US,M,Asian,Education
2013,Journal of Computer-Mediated Communication,3,US,M,Asian,Education
2013,Journal of Computer-Mediated Communication,4,US,F,White,Education
2013,Journal of Computer-Mediated Communication,5,US,M,White,Education
2013,Journal of Computer-Mediated Communication,1,US,F,White,Education
2013,Journal of Computer-Mediated Communication,2,US,M,Hispanic,Education
2012,Journal of Computer-Mediated Communication,1,US,M,White,Education
2012,Journal of Computer-Mediated Communication,2,US,F,Asian,Education
2012,Journal of Computer-Mediated Communication,1,NL,F,White,Education
2012,Journal of Computer-Mediated Communication,2,NL,M,White,Education
2012,Journal of Computer-Mediated Communication,3,NL,M,White,Education
2012,Journal of Computer-Mediated Communication,1,KR,F,Asian,Education
2012,Journal of Computer-Mediated Communication,1,SG,M,Asian,Education
2012,Journal of Computer-Mediated Communication,1,NL,M,White,Education
2012,Journal of Computer-Mediated Communication,2,NL,M,White,Education
2012,Journal of Computer-Mediated Communication,1,DE,M,White,Education
2012,Journal of Computer-Mediated Communication,2,DE,F,White,Education
2012,Journal of Computer-Mediated Communication,1,US,M,White,Education
2012,Journal of Computer-Mediated Communication,2,US,M,Asian,Education
2012,Journal of Computer-Mediated Communication,3,DE,F,White,Education
2012,Journal of Computer-Mediated Communication,4,US,F,Asian,Education
2012,Journal of Computer-Mediated Communication,5,US,M,White,Education
2012,Journal of Computer-Mediated Communication,1,US,F,Hispanic,Education
2012,Journal of Computer-Mediated Communication,2,US,M,Asian,Education
2012,Journal of Computer-Mediated Communication,1,DE,F,White,Non Education
2012,Journal of Computer-Mediated Communication,2,DE,F,White,Non Education
2012,Journal of Computer-Mediated Communication,1,PH,M,Hispanic,Education
2012,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2012,Journal of Computer-Mediated Communication,1,GB,F,White,Education
2012,Journal of Computer-Mediated Communication,2,GB,M,White,Education
2012,Journal of Computer-Mediated Communication,3,GB,M,White,Education
2012,Journal of Computer-Mediated Communication,1,US,M,White,Education
2012,Journal of Computer-Mediated Communication,2,US,F,Asian,Education
2012,Journal of Computer-Mediated Communication,3,US,M,White,Education
2012,Journal of Computer-Mediated Communication,1,TW,F,Asian,Education
2012,Journal of Computer-Mediated Communication,2,TW,F,Asian,Education
2012,Journal of Computer-Mediated Communication,3,TW,M,Asian,Education
2012,Journal of Computer-Mediated Communication,4,TW,M,Asian,Education
2012,Journal of Computer-Mediated Communication,1,ES,F,Hispanic,Education
2012,Journal of Computer-Mediated Communication,2,GB,F,White,Education
2012,Journal of Computer-Mediated Communication,3,US,F,Hispanic,Education
2012,Journal of Computer-Mediated Communication,1,BE,M,White,Education
2012,Journal of Computer-Mediated Communication,1,CA,M,Asian,Education
2012,Journal of Computer-Mediated Communication,2,CA,F,Middle Eastern,Education
2012,Journal of Computer-Mediated Communication,1,DE,F,White,Education
2012,Journal of Computer-Mediated Communication,1,CN,M,Asian,Education
2012,Journal of Computer-Mediated Communication,1,US,M,White,Education
2012,Journal of Computer-Mediated Communication,2,KR,M,Asian,Education
2012,Journal of Computer-Mediated Communication,3,CL,M,Hispanic,Education
2012,Journal of Computer-Mediated Communication,1,US,F,White,Education
2012,Journal of Computer-Mediated Communication,2,US,M,White,Education
2012,Journal of Computer-Mediated Communication,1,US,M,White,Education
2012,Journal of Computer-Mediated Communication,1,US,F,White,Education
2012,Journal of Computer-Mediated Communication,1,GB,M,White,Education
2012,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2012,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2012,Journal of Computer-Mediated Communication,2,US,M,Asian,Education
2012,Journal of Computer-Mediated Communication,3,US,M,White,Education
2012,Journal of Computer-Mediated Communication,1,US,M,White,Education
2012,Journal of Computer-Mediated Communication,1,TW,M,Asian,Education
2012,Journal of Computer-Mediated Communication,2,KR,M,Asian,Education
2012,Journal of Computer-Mediated Communication,1,KR,M,Asian,Education
2012,Journal of Computer-Mediated Communication,2,KR,M,Asian,Education
2012,Journal of Computer-Mediated Communication,1,PH,F,White,Education
2012,Journal of Computer-Mediated Communication,2,PH,M,White,Education
2011,Journal of Computer-Mediated Communication,1,US,F,White,Education
2011,Journal of Computer-Mediated Communication,2,US,F,White,Education
2011,Journal of Computer-Mediated Communication,1,NL,F,White,Education
2011,Journal of Computer-Mediated Communication,2,NL,M,White,Education
2011,Journal of Computer-Mediated Communication,3,NL,M,White,Education
2011,Journal of Computer-Mediated Communication,4,NL,M,White,Education
2011,Journal of Computer-Mediated Communication,1,US,F,White,Education
2011,Journal of Computer-Mediated Communication,2,US,F,White,Education
2011,Journal of Computer-Mediated Communication,1,US,M,White,Education
2011,Journal of Computer-Mediated Communication,2,US,M,Black,Education
2011,Journal of Computer-Mediated Communication,1,NL,F,White,Education
2011,Journal of Computer-Mediated Communication,2,NL,M,White,Education
2011,Journal of Computer-Mediated Communication,3,NL,M,White,Education
2011,Journal of Computer-Mediated Communication,4,NL,M,White,Education
2011,Journal of Computer-Mediated Communication,1,US,F,White,Education
2011,Journal of Computer-Mediated Communication,2,US,M,White,Education
2011,Journal of Computer-Mediated Communication,1,US,F,White,Education
2011,Journal of Computer-Mediated Communication,2,US,F,White,Education
2011,Journal of Computer-Mediated Communication,3,US,M,White,Education
2011,Journal of Computer-Mediated Communication,1,KR,M,Asian,Education
2011,Journal of Computer-Mediated Communication,1,NL,F,White,Education
2011,Journal of Computer-Mediated Communication,2,NL,M,White,Education
2011,Journal of Computer-Mediated Communication,1,NL,F,White,Education
2011,Journal of Computer-Mediated Communication,2,NL,M,White,Education
2011,Journal of Computer-Mediated Communication,1,US,F,White,Education
2011,Journal of Computer-Mediated Communication,2,US,M,White,Education
2011,Journal of Computer-Mediated Communication,1,US,F,White,Education
2011,Journal of Computer-Mediated Communication,1,US,F,White,Education
2011,Journal of Computer-Mediated Communication,2,US,F,Asian,Education
2011,Journal of Computer-Mediated Communication,1,US,F,Asian,Education
2011,Journal of Computer-Mediated Communication,2,KR,F,Asian,Education
2011,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2011,Journal of Computer-Mediated Communication,2,US,F,White,Education
2011,Journal of Computer-Mediated Communication,1,US,F,White,Education
2011,Journal of Computer-Mediated Communication,2,US,F,White,Education
2011,Journal of Computer-Mediated Communication,3,US,F,White,Education
2011,Journal of Computer-Mediated Communication,1,CN,M,Asian,Education
2011,Journal of Computer-Mediated Communication,2,CN,M,Asian,Education
2011,Journal of Computer-Mediated Communication,1,US,F,White,Education
2011,Journal of Computer-Mediated Communication,2,US,F,Black,Education
2011,Journal of Computer-Mediated Communication,3,US,M,White,Education
2011,Journal of Computer-Mediated Communication,4,US,M,White,Education
2011,Journal of Computer-Mediated Communication,1,US,F,Asian,Non Education
2011,Journal of Computer-Mediated Communication,2,US,F,White,Education
2011,Journal of Computer-Mediated Communication,3,US,M,White,Education
2011,Journal of Computer-Mediated Communication,4,US,F,White,Education
2011,Journal of Computer-Mediated Communication,5,US,M,White,Education
2010,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2010,Journal of Computer-Mediated Communication,2,PH,F,Asian,Education
2010,Journal of Computer-Mediated Communication,3,US,F,Asian,Non Education
2010,Journal of Computer-Mediated Communication,1,US,F,White,Education
2010,Journal of Computer-Mediated Communication,2,US,F,White,Education
2010,Journal of Computer-Mediated Communication,1,US,M,White,Education
2010,Journal of Computer-Mediated Communication,2,US,M,Asian,Education
2010,Journal of Computer-Mediated Communication,3,US,M,Asian,Education
2010,Journal of Computer-Mediated Communication,1,US,F,Hispanic,Education
2010,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2010,Journal of Computer-Mediated Communication,2,US,F,Asian,Education
2010,Journal of Computer-Mediated Communication,3,US,F,Asian,Education
2010,Journal of Computer-Mediated Communication,4,US,M,White,Education
2010,Journal of Computer-Mediated Communication,5,US,M,White,Education
2010,Journal of Computer-Mediated Communication,1,US,M,White,Education
2010,Journal of Computer-Mediated Communication,1,NL,M,White,Education
2010,Journal of Computer-Mediated Communication,2,NL,M,White,Education
2010,Journal of Computer-Mediated Communication,3,NL,M,White,Education
2010,Journal of Computer-Mediated Communication,1,US,F,Hispanic,Education
2010,Journal of Computer-Mediated Communication,2,US,F,White,Education
2010,Journal of Computer-Mediated Communication,1,US,F,White,Education
2010,Journal of Computer-Mediated Communication,2,US,F,White,Education
2010,Journal of Computer-Mediated Communication,3,US,F,White,Education
2010,Journal of Computer-Mediated Communication,4,US,F,Hispanic,Education
2010,Journal of Computer-Mediated Communication,1,US,F,White,Education
2010,Journal of Computer-Mediated Communication,2,US,F,White,Education
2010,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2010,Journal of Computer-Mediated Communication,2,US,F,White,Education
2010,Journal of Computer-Mediated Communication,3,US,F,White,Education
2010,Journal of Computer-Mediated Communication,1,US,M,White,Education
2010,Journal of Computer-Mediated Communication,2,US,M,White,Education
2010,Journal of Computer-Mediated Communication,3,US,M,White,Education
2010,Journal of Computer-Mediated Communication,1,CH,M,White,Education
2010,Journal of Computer-Mediated Communication,2,CH,F,White,Education
2010,Journal of Computer-Mediated Communication,3,CH,F,White,Education
2010,Journal of Computer-Mediated Communication,4,CH,M,White,Non Education
2010,Journal of Computer-Mediated Communication,1,DK,F,White,Education
2010,Journal of Computer-Mediated Communication,1,US,M,White,Education
2010,Journal of Computer-Mediated Communication,2,US,M,White,Non Education
2010,Journal of Computer-Mediated Communication,3,AU,F,White,Non Education
2010,Journal of Computer-Mediated Communication,4,KE,F,White,Non Education
2010,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2010,Journal of Computer-Mediated Communication,2,US,F,White,Education
2010,Journal of Computer-Mediated Communication,3,US,F,Asian,Education
2010,Journal of Computer-Mediated Communication,4,US,M,White,Education
2010,Journal of Computer-Mediated Communication,5,US,M,White,Education
2010,Journal of Computer-Mediated Communication,6,US,F,White,Education
2010,Journal of Computer-Mediated Communication,7,US,F,White,Education
2010,Journal of Computer-Mediated Communication,8,US,M,White,Education
2010,Journal of Computer-Mediated Communication,1,CA,F,White,Education
2010,Journal of Computer-Mediated Communication,2,CA,M,White,Education
2010,Journal of Computer-Mediated Communication,3,CA,F,White,Education
2010,Journal of Computer-Mediated Communication,4,CA,M,Asian,Non Education
2010,Journal of Computer-Mediated Communication,1,US,F,White,Education
2010,Journal of Computer-Mediated Communication,2,US,F,Asian,Education
2010,Journal of Computer-Mediated Communication,3,US,M,White,Education
2010,Journal of Computer-Mediated Communication,4,US,M,Asian,Education
2010,Journal of Computer-Mediated Communication,5,US,F,White,Education
2010,Journal of Computer-Mediated Communication,1,US,M,White,Education
2010,Journal of Computer-Mediated Communication,2,US,F,White,Education
2010,Journal of Computer-Mediated Communication,3,US,M,White,Education
2010,Journal of Computer-Mediated Communication,4,US,F,Asian,Non Education
2010,Journal of Computer-Mediated Communication,5,US,F,White,Non Education
2010,Journal of Computer-Mediated Communication,6,US,F,White,Non Education
2010,Journal of Computer-Mediated Communication,1,CA,M,Asian,Education
2010,Journal of Computer-Mediated Communication,2,CA,F,White,Education
2010,Journal of Computer-Mediated Communication,3,CA,M,White,Education
2010,Journal of Computer-Mediated Communication,4,CA,F,Asian,Education
2010,Journal of Computer-Mediated Communication,5,CA,M,Asian,Education
2010,Journal of Computer-Mediated Communication,6,CA,M,White,Education
2010,Journal of Computer-Mediated Communication,1,US,F,White,Education
2010,Journal of Computer-Mediated Communication,2,US,F,White,Education
2010,Journal of Computer-Mediated Communication,3,US,M,White,Education
2010,Journal of Computer-Mediated Communication,4,US,F,White,Education
2010,Journal of Computer-Mediated Communication,1,US,F,White,Non Education
2010,Journal of Computer-Mediated Communication,2,US,M,White,Non Education
2010,Journal of Computer-Mediated Communication,3,US,F,Black,Non Education
2010,Journal of Computer-Mediated Communication,1,SG,M,Asian,Education
2010,Journal of Computer-Mediated Communication,1,KR,M,Asian,Education
2010,Journal of Computer-Mediated Communication,1,US,F,White,Education
2010,Journal of Computer-Mediated Communication,1,US,M,White,Education
2010,Journal of Computer-Mediated Communication,1,DK,M,White,Education
2010,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2010,Journal of Computer-Mediated Communication,1,NL,F,White,Education
2010,Journal of Computer-Mediated Communication,1,LB,F,White,Education
2010,Journal of Computer-Mediated Communication,2,CY,M,White,Education
2010,Journal of Computer-Mediated Communication,3,GB,F,White,Education
2009,Journal of Computer-Mediated Communication,1,US,F,White,Education
2009,Journal of Computer-Mediated Communication,2,US,F,White,Education
2009,Journal of Computer-Mediated Communication,3,US,F,White,Education
2009,Journal of Computer-Mediated Communication,1,US,F,Asian,Education
2009,Journal of Computer-Mediated Communication,2,US,M,White,Education
2009,Journal of Computer-Mediated Communication,3,US,M,White,Education
2009,Journal of Computer-Mediated Communication,4,US,M,Asian,Education
2009,Journal of Computer-Mediated Communication,5,US,F,White,Education
2009,Journal of Computer-Mediated Communication,1,US,M,White,Education
2009,Journal of Computer-Mediated Communication,2,US,F,White,Education
2009,Journal of Computer-Mediated Communication,3,US,M,Asian,Education
2009,Journal of Computer-Mediated Communication,1,US,M,White,Education
2009,Journal of Computer-Mediated Communication,2,US,F,White,Education
2009,Journal of Computer-Mediated Communication,3,DE,F,White,Education
2009,Journal of Computer-Mediated Communication,4,US,F,White,Education
2009,Journal of Computer-Mediated Communication,1,BE,M,White,Education
2009,Journal of Computer-Mediated Communication,2,BE,M,White,Education
2009,Journal of Computer-Mediated Communication,3,BE,M,White,Education
2009,Journal of Computer-Mediated Communication,4,BE,M,White,Education
2009,Journal of Computer-Mediated Communication,1,NL,F,White,Education
2009,Journal of Computer-Mediated Communication,2,NL,M,White,Education
2009,Journal of Computer-Mediated Communication,3,BE,F,White,Education
2009,Journal of Computer-Mediated Communication,1,US,F,White,Education
2009,Journal of Computer-Mediated Communication,2,US,M,White,Education
2009,Journal of Computer-Mediated Communication,3,US,M,Asian,Education
2009,Journal of Computer-Mediated Communication,1,NL,M,White,Education
2009,Journal of Computer-Mediated Communication,2,NL,M,White,Education
2009,Journal of Computer-Mediated Communication,1,US,M,White,Education
2009,Journal of Computer-Mediated Communication,2,US,M,White,Non Education
2009,Journal of Computer-Mediated Communication,3,US,M,White,Non Education
2009,Journal of Computer-Mediated Communication,1,NZ,F,White,Education
2009,Journal of Computer-Mediated Communication,1,TW,M,Asian,Education
2009,Journal of Computer-Mediated Communication,2,TW,F,Asian,Education
2009,Journal of Computer-Mediated Communication,1,US,F,Asian,Education
2009,Journal of Computer-Mediated Communication,2,US,M,Asian,Education
2009,Journal of Computer-Mediated Communication,1,US,M,Hispanic,Education
2009,Journal of Computer-Mediated Communication,2,US,M,Asian,Education
2009,Journal of Computer-Mediated Communication,3,US,M,Asian,Education
2009,Journal of Computer-Mediated Communication,1,US,M,Hispanic,Education
2009,Journal of Computer-Mediated Communication,2,US,F,Hispanic,Education
2009,Journal of Computer-Mediated Communication,1,IT,F,White,Education
2009,Journal of Computer-Mediated Communication,2,IT,M,White,Education
2009,Journal of Computer-Mediated Communication,3,IE,M,White,Education
2009,Journal of Computer-Mediated Communication,4,LT,F,White,Education
2009,Journal of Computer-Mediated Communication,5,EE,F,White,Education
2009,Journal of Computer-Mediated Communication,6,GB,M,White,Education
2009,Journal of Computer-Mediated Communication,7,CY,F,White,Education
2009,Journal of Computer-Mediated Communication,8,ES,M,Hispanic,Education
2009,Journal of Computer-Mediated Communication,9,IT,M,White,Education
2009,Journal of Computer-Mediated Communication,1,US,M,White,Education
2009,Journal of Computer-Mediated Communication,2,US,M,White,Education
2009,Journal of Computer-Mediated Communication,1,US,F,Asian,Education
2009,Journal of Computer-Mediated Communication,2,US,M,White,Education
2009,Journal of Computer-Mediated Communication,1,US,M,White,Education
2009,Journal of Computer-Mediated Communication,2,CH,F,White,Education
2009,Journal of Computer-Mediated Communication,3,US,M,White,Education
2009,Journal of Computer-Mediated Communication,4,NL,F,White,Education
2009,Journal of Computer-Mediated Communication,5,DE,M,White,Education
2009,Journal of Computer-Mediated Communication,1,US,M,White,Education
2009,Journal of Computer-Mediated Communication,2,US,F,White,Education
2009,Journal of Computer-Mediated Communication,1,US,M,Black,Education
2009,Journal of Computer-Mediated Communication,2,US,F,White,Education
2009,Journal of Computer-Mediated Communication,1,FI,F,White,Education
2009,Journal of Computer-Mediated Communication,2,FI,F,White,Education
2009,Journal of Computer-Mediated Communication,3,FI,F,White,Education
2009,Journal of Computer-Mediated Communication,4,FI,F,White,Education
2009,Journal of Computer-Mediated Communication,5,FI,F,White,Education
2009,Journal of Computer-Mediated Communication,1,GB,F,White,Education
2009,Journal of Computer-Mediated Communication,2,GB,F,White,Education
2009,Journal of Computer-Mediated Communication,1,US,F,White,Education
2009,Journal of Computer-Mediated Communication,2,US,F,White,Education
2009,Journal of Computer-Mediated Communication,1,US,F,White,Education
2009,Journal of Computer-Mediated Communication,1,US,F,White,Education
2009,Journal of Computer-Mediated Communication,2,US,F,White,Non Education
2009,Journal of Computer-Mediated Communication,1,SG,F,Asian,Education
2009,Journal of Computer-Mediated Communication,1,EE,F,White,Education
2009,Journal of Computer-Mediated Communication,2,EE,F,White,Education
2009,Journal of Computer-Mediated Communication,3,EE,F,White,Education
2009,Journal of Computer-Mediated Communication,4,EE,F,White,Education
2009,Journal of Computer-Mediated Communication,1,US,F,White,Education
2009,Journal of Computer-Mediated Communication,2,US,F,White,Education
2009,Journal of Computer-Mediated Communication,1,US,M,White,Education
2009,Journal of Computer-Mediated Communication,2,US,F,Asian,Education
2009,Journal of Computer-Mediated Communication,1,GB,F,Asian,Education
2009,Journal of Computer-Mediated Communication,1,KR,F,Asian,Education
2009,Journal of Computer-Mediated Communication,1,CN,M,Asian,Education
2009,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2009,Journal of Computer-Mediated Communication,2,US,M,White,Education
2009,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2009,Journal of Computer-Mediated Communication,2,US,M,White,Education
2009,Journal of Computer-Mediated Communication,3,US,M,White,Education
2009,Journal of Computer-Mediated Communication,1,US,M,White,Education
2009,Journal of Computer-Mediated Communication,2,US,F,White,Education
2009,Journal of Computer-Mediated Communication,3,US,M,White,Education
2009,Journal of Computer-Mediated Communication,4,US,M,White,Education
2009,Journal of Computer-Mediated Communication,5,US,M,White,Education
2009,Journal of Computer-Mediated Communication,6,US,M,White,Education
2009,Journal of Computer-Mediated Communication,1,SG,F,Asian,Education
2009,Journal of Computer-Mediated Communication,2,US,M,White,Education
2009,Journal of Computer-Mediated Communication,1,CA,M,White,Education
2009,Journal of Computer-Mediated Communication,2,CA,F,White,Education
2009,Journal of Computer-Mediated Communication,3,CA,F,White,Education
2009,Journal of Computer-Mediated Communication,4,US,F,White,Non Education
2009,Journal of Computer-Mediated Communication,1,US,F,Asian,Education
2009,Journal of Computer-Mediated Communication,1,NL,F,White,Education
2009,Journal of Computer-Mediated Communication,1,US,M,White,Education
2009,Journal of Computer-Mediated Communication,2,US,F,White,Education
2009,Journal of Computer-Mediated Communication,3,US,F,White,Education
2009,Journal of Computer-Mediated Communication,4,GB,M,Hispanic,Education
2009,Journal of Computer-Mediated Communication,1,US,M,White,Education
2009,Journal of Computer-Mediated Communication,1,CN,F,Asian,Education
2009,Journal of Computer-Mediated Communication,1,CN,M,Asian,Education
2009,Journal of Computer-Mediated Communication,2,GE,M,White,Education
2009,Journal of Computer-Mediated Communication,1,KR,F,Asian,Non Education
2009,Journal of Computer-Mediated Communication,2,JP,M,Asian,Education
2009,Journal of Computer-Mediated Communication,1,US,M,Asian,Education
2009,Journal of Computer-Mediated Communication,1,US,F,White,Education
2009,Journal of Computer-Mediated Communication,2,US,M,White,Education
2009,Journal of Computer-Mediated Communication,3,US,F,White,Education
2009,Journal of Computer-Mediated Communication,4,US,M,White,Education
2009,Journal of Computer-Mediated Communication,1,US,M,White,Education
2009,Journal of Computer-Mediated Communication,2,AM,F,White,Education
2009,Journal of Computer-Mediated Communication,1,SG,M,White,Education
2009,Journal of Computer-Mediated Communication,2,SG,F,White,Non Education
2009,Journal of Computer-Mediated Communication,3,SG,F,Asian,Non Education
2008,Journal of Computer-Mediated Communication,1,US,F,White,Education
2008,Journal of Computer-Mediated Communication,2,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,M,White,Education
2008,Journal of Computer-Mediated Communication,2,US,M,White,Education
2008,Journal of Computer-Mediated Communication,3,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,F,White,Education
2008,Journal of Computer-Mediated Communication,1,US,M,White,Education
2008,Journal of Computer-Mediated Communication,2,US,M,White,Education
2008,Journal of Computer-Mediated Communication,3,US,M,White,Education
2008,Journal of Computer-Mediated Communication,1,US,M,White,Non Education
