doi,url,title,journal,authorName,gscholarLink,firstName,gender,gender_prob,gender_basedon,genderAgree,gender_api,gender_accu,gender_samples,lastName,race,affiliation,ror_affname,ror_id,ror_afftype,us_state,ror_country
10.1111/j.1468-2885.2012.01404.x,https://academic.oup.com/ct/article/22/2/204/4085708,Media Ecology: Exploring the Metaphor to Expand the Theory,Communication Theory,Carlos A. Scolari,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carlos+Scolari,Carlos,male,0.99,236888,True,male,99,174998,Scolari,white,"1 Department of Communication, UNICA, Universitat Pompeu Fabra, Barcelona, Spain",Pompeu Fabra University,https://ror.org/04n0g0b29,Education,,ES
10.1111/j.1460-2466.2001.tb02874.x,https://academic.oup.com/joc/article/51/1/100/4110152,Psychological Escapism: Predicting the Amount of Television Viewing by Need for Cognition,Journal of Communication,Peter Vorderer,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peter+Vorderer,Peter,male,0.99,165452,True,male,99,146529,Vorderer,white,"2 Department of Journalism and Communication Research, Hannover, Germany",Hannover Re (Germany),https://ror.org/05qc7pm63,Company,,DE
10.1111/j.1083-6101.2012.01598.x,https://academic.oup.com/jcmc/article/18/1/16/4065283,The Ironic Effect of Source Identification on the Perceived Credibility of Online Product Reviewers,Journal of Computer-Mediated Communication,Fred Bronner,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Fred+Bronner,Fred,male,0.96,73886,True,male,96,49830,Bronner,white,"3 Amsterdam School of Communication Research, University of Amsterdam, the Netherlands",University of Amsterdam,https://ror.org/04dkp9463,Education,Noord-Holland,NL
10.1111/j.1468-2958.1984.tb00046.x,https://academic.oup.com/hcr/article/11/2/221/4587811,Spoken Language Indices of Uncertainty,Human Communication Research,John Sherblom,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Sherblom,John,male,0.99,218952,True,male,99,219085,Sherblom,white,"1 John Sherblom (M. A., Oklahoma State University, 1979) is a computer programmer/ analyst and a Ph.D. candidate in communication and language use at the University of Maine, Orono, ME",Matson & Associates,https://ror.org/03nx3a052,Nonprofit,Pennsylvania,US
10.1111/comt.12116,https://academic.oup.com/ct/article/27/3/269/4651866,Reconceptualizing Communication Overload and Building a Theoretical Foundation,Communication Theory,Dron M. Mandhana,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dron+Mandhana,Dron,male,0.93,151,True,male,97,116,Mandhana,Asian,"1 Department of Communication Studies, The University of Texas at Austin, Austin, TX, USA",The University of Texas at Austin,https://ror.org/00hj54h04,Education,,US
10.1093/ccc/tcab022,https://academic.oup.com/ccc/article/14/2/311/6226974,The Burden of Empathy and Blurred Boundaries,"Communication, Culture and Critique",Ingrid Bachmann,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ingrid+Bachmann,Ingrid,female,0.98,26843,True,female,98,20882,Bachmann,white,"School of Communications, Pontificia Universidad Católica de Chile , Santiago 8331150,  Chile",University of Santiago Chile,https://ror.org/02ma57s91,Education,,CL
10.1093/joc/jqaa003,https://academic.oup.com/joc/article/70/2/195/5827135,Time and Meaning-Making in the “Hybrid” Media: Evidence From the 2016 U.S. Election,Journal of Communication,Liron Lavi,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Liron+Lavi,Liron,male,0.69,170,True,male,55,215,Lavi,white,"Y&amp;S Nazarian Center for Israel Studies,  University of California , Los Angeles, CA 90095,  USA","University of California, Los Angeles",https://ror.org/046rm7j60,Education,,US
10.1111/jcc4.12182,https://academic.oup.com/jcmc/article/22/2/55/4161790,Should I Share That? Prompting Social Norms That Influence Privacy Behaviors on a Social Networking Site,Journal of Computer-Mediated Communication,Jeffrey T. Hancock,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jeffrey+Hancock,Jeffrey,male,0.99,22034,True,male,100,19324,Hancock,white,"2 Department of Communication, Stanford University, Building 120, Stanford, CA, 94305",Stanford University,https://ror.org/00f54p054,Education,California,US
10.1111/j.1460-2466.2003.tb02605.x,https://academic.oup.com/joc/article/53/3/512/4102972,Associations Between Message Features and Subjective Evaluations of the Sensation Value of Antidrug Public Service Announcements,Journal of Communication,Philip Palmgreen,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Philip+Palmgreen,Philip,male,0.99,21882,True,male,99,21773,Palmgreen,white,"2 Philip Palmgreen (PhD, University of Kentucky) is a professor in the Department of Communication, University of Kentucky",University of Kentucky,https://ror.org/02k3smh20,Education,Kentucky,US
10.1111/j.1468-2958.2006.00285.x,https://academic.oup.com/hcr/article/32/4/504/4210794,The Dynamics of Intragroup Differentiation in an Intergroup Social Context,Human Communication Research,Scott A. Reid,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Scott+Reid,Scott,male,0.99,31815,True,male,100,48262,Reid,white,"1 Department of Communication, University of California, Santa Barbara, CA 93105-4060","University of California, Santa Barbara",https://ror.org/02t274463,Education,,US
10.1111/j.1753-9137.2009.01034.x,https://academic.oup.com/ccc/article/2/2/182/4067401,‘Have You Got Game?’ Hegemonic Masculinity and Neo-Homophobia in U.S. Newspaper Sports Columns,"Communication, Culture and Critique",Kathleen M. Kuehn,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kathleen+Kuehn,Kathleen,female,0.98,8685,True,female,99,10967,Kuehn,white,"2 College of Communications, Penn State University, University Park, PA 16802",Pennsylvania State University,https://ror.org/04p491231,Education,Pennsylvania,US
10.1111/j.1468-2958.2004.tb00737.x,https://academic.oup.com/hcr/article/30/3/376/4331523,Interobserver Agreement on First-Stage Conversation Analytic Transcription,Human Communication Research,Felicia Roberts,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Felicia+Roberts,Felicia,female,0.98,6273,True,female,98,6417,Roberts,white,1 Purdue University,Purdue University Northwest,https://ror.org/04keq6987,Education,Indiana,US
10.1111/j.1468-2885.2007.00317.x,https://academic.oup.com/ct/article/18/1/139/4098710,The Color-Blind Double Bind: Whiteness and the (Im)Possibility of Dialogue,Communication Theory,Jennifer Lyn Simpson,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jennifer+Simpson,Jennifer,female,0.98,90255,True,female,98,88317,Simpson,white,"1 A Bolder Vision, LLC, Boulder, CO 80305",Bolder Giving,https://ror.org/00gxry525,Nonprofit,Massachusetts,US
10.1111/jcom.12076,https://academic.oup.com/joc/article/64/4/723/4086047,Reconceptualizing Address in Television Programming: The Effect of Address and Affective Empathy on Viewer Experience of Parasocial Interaction,Journal of Communication,Boni Cui,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Boni+Cui,Boni,male,0.75,1143,True,male,79,908,Cui,Asian,"1 College of Media &amp; Communication, Texas Tech University, Lubbock, TX, 79409, USA",Texas Tech University,https://ror.org/0405mnx93,Education,Texas,US
10.1111/jcc4.12111,https://academic.oup.com/jcmc/article/20/3/260/4067552,Cyberbullying-Entrenched or Cyberbully-Free Classrooms? A Class Network and Class Composition Approach,Journal of Computer-Mediated Communication,Wannes Heirman,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wannes+Heirman,Wannes,male,0.99,209,True,male,98,167,Heirman,white,"1 Department of Communication Studies, University of Antwerp, Sint Jacobsstraat 2, 2000, Antwerp, Belgium",University of Antwerp,https://ror.org/008x57b05,Education,,BE
10.1111/jcc4.12199,https://academic.oup.com/jcmc/article/22/6/363/4675094,"Incidental Exposure, Selective Exposure, and Political Information Sharing: Integrating Online Exposure Patterns and Expression on Social Media",Journal of Computer-Mediated Communication,Slgi S. Lee,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Slgi+Lee,Slgi,female,1,1,True,female,75,4,Lee,Asian,"Department of Communication Studies, University of Michigan, 5441 North Quad, 105 S. State Street, Ann Arbor, MI 48109,",University of Michigan–Ann Arbor,https://ror.org/00jmfr291,Education,,US
10.1111/j.1460-2466.2000.tb02844.x,https://academic.oup.com/joc/article/50/2/110/4110122,Systemic Determinants of International News Coverage: A Comparison of 38 Countries,Journal of Communication,H. Denis Wu,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=H.+Wu,H.,,0,0,False,male,73,623,Wu,Asian,"1 Manship School of Mass Communication, Louisiana State University, Louisiana, USA",Louisiana State University,https://ror.org/05ect4e57,Education,,US
10.1093/ccc/tcz001,https://academic.oup.com/ccc/article/12/1/90/5382081,Oppositional Designs: Examining How Racial Identity Informs the Critical Design of Art and Space,"Communication, Culture and Critique",Krishnan Vasudevan,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Krishnan+Vasudevan,Krishnan,male,0.95,294,True,male,99,884,Vasudevan,Asian,"Philip Merrill College of Journalism, University of Maryland at College Park, College Park, MD","University of Maryland, College Park",https://ror.org/047s2c258,Education,Maryland,US
10.1111/j.1460-2466.1976.tb01384.x,https://academic.oup.com/joc/article/26/2/79/4553751,Television and the Wallace Vote,Journal of Communication,Clifford Zukin,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Clifford+Zukin,Clifford,male,0.99,2029,True,male,100,10228,Zukin,white,"1 Michael J. Robinson and Clifford Zukin are political scientists at the Catholic University of America and the Ohio State University, respectively",The Ohio State University at Marion,https://ror.org/03646q924,Education,Ohio,US
10.1111/j.1468-2958.2004.tb00730.x,https://academic.oup.com/hcr/article/30/2/182/4336799,The Multiple Source Effect and Synthesized Speech: Doubly-Disembodied Language as a Conceptual Framework,Human Communication Research,Kwan Min Lee,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kwan+Lee,Kwan,male,0.5,1111,False,female,58,924,Lee,Asian,1 University of Southern California,University of Southern California,https://ror.org/03taz7m60,Education,California,US
10.1111/j.1460-2466.2008.00404.x,https://academic.oup.com/joc/article/58/4/615/4098351,"Empirical Intersections in Communication Research: Replication, Multiple Quantitative Methods, and Bridging the Quantitative–Qualitative Divide",Journal of Communication,William L. Benoit,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Benoit,William,male,0.99,64097,True,male,99,67797,Benoit,white,"1 Department of Communication, University of Missouri–Columbia, Columbia, MO 65211",University of Missouri,https://ror.org/02ymw8z06,Education,Missouri,US
10.1111/j.1468-2958.1998.tb00441.x,https://academic.oup.com/hcr/article/25/2/163/4554706,Rumor Rest Stops on the Information Highway: Transmission Patterns in a Computer-Mediated Rumor Chain,Human Communication Research,Prashant Bordia,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Prashant+Bordia,Prashant,male,1,2326,True,male,100,14073,Bordia,hispanic,"1 Prashant Bordia (Ph.D., Temple University, 1996) lectures in the School of Psychology at The University of Queensland, Australia",University of Queensland,https://ror.org/00rqy9422,Education,Queensland,AU
10.1093/ccc/tcz022,https://academic.oup.com/ccc/article/12/3/434/5485091,"Corrigendum to “A Shoppable Life: Performance, Selfhood, and Influence in the Social Media Storefront”","Communication, Culture and Critique",Emily Hund,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Emily+Hund,Emily,female,0.98,16379,True,female,98,36641,Hund,white,,,,,,
10.1093/ccc/tcab032,https://academic.oup.com/ccc/article/15/1/69/6309719,Prison Tech: Imagining the Prison as Lagging Behind and as a Test Bed for Technology Advancement,"Communication, Culture and Critique",Anne Kaun,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anne+Kaun,Anne,female,0.97,78727,True,female,98,48855,Kaun,Asian,"Media and Communication Studies, Södertörn University , Stockholm 14189,  Sweden",Institute for Comparative Media and Communication Studies,https://ror.org/02yf6ha74,Facility,,AT
10.1093/joc/jqab043,https://academic.oup.com/joc/article/72/1/33/6449425,A Content Analysis of American Primetime Television: A 20-Year Update of the National Television Violence Studies,Journal of Communication,Karyn Riddle,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Karyn+Riddle,Karyn,female,0.96,593,True,female,97,943,Riddle,white,"School of Journalism and Mass Communication, University of Wisconsin, Madison , Madison, WI 53706,  USA",University of Wisconsin–Madison,https://ror.org/01y2jtd41,Education,,US
10.1111/comt.12044,https://academic.oup.com/ct/article/24/4/361/4061261,De-westernizing Communication Studies: A Reassessment,Communication Theory,Claudia Mellado,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Claudia+Mellado,Claudia,female,0.98,118604,True,female,98,72003,Mellado,hispanic,"2 Pontificia Universidad Catolica de Valparaiso (PUCV), Valparaiso, Chile",Pontificial Catholic University of Valparaiso,https://ror.org/02cafbr77,Education,,CL
10.1111/j.1460-2466.1984.tb02221.x,https://academic.oup.com/joc/article/34/4/172/4282833,Responses to the decision by,Journal of Communication,Edmund P. Hennelly,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Edmund+Hennelly,Edmund,male,0.99,2378,True,male,99,4135,Hennelly,white,"1 General Manager, Public Affairs Department, Mobil Oil Corporation, New York; Head, U.S. Delegation to the 22nd General Conference of UNESCO",Office of the Attorney General,https://ror.org/008d8ke16,Government,New York,US
10.1111/hcre.12116,https://academic.oup.com/hcr/article/43/4/450/4670703,Online Social Influence and the Convergence of Mass and Interpersonal Communication,Human Communication Research,Andrew J. Flanagin,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Andrew+Flanagin,Andrew,male,0.99,60301,True,male,99,82448,Flanagin,white,"Department of Communication, University of California, Santa Barbara, CA 93106, USA,","University of California, Santa Barbara",https://ror.org/02t274463,Education,,US
10.1111/j.1460-2466.1977.tb01833.x,https://academic.oup.com/joc/article/27/2/98/4553929,Yielding the Floor: The Kinesic Signals,Journal of Communication,Alton J. De Long,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alton+Long,Alton,male,0.98,240,True,male,100,2832,Long,white,"1 Alton J. De Long is Associate Professor in the School of Architecture, University of Tennessee",University of Tennessee at Knoxville,https://ror.org/020f3ap87,Education,Tennessee,US
10.1111/j.1460-2466.1990.tb02275.x,https://academic.oup.com/joc/article/40/3/134/4210602,Seeing Is Remembering: How Visuals Contribute to Learning from Television News,Journal of Communication,Doris A. Graber,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Doris+Graber,Doris,female,0.96,13787,True,female,96,10158,Graber,white,"1 Department of Political Science, University of Illinois at Chicago",University of Illinois at Chicago,https://ror.org/02mpq6x41,Education,Illinois,US
10.1111/hcre.12056,https://academic.oup.com/hcr/article/41/4/535/4064431,The Individual or the Group: A Multilevel Analysis of Cyberbullying in School Classes,Human Communication Research,Ruth Festl,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ruth+Festl,Ruth,female,0.98,28718,True,female,98,20411,Festl,white,"1 Department of Communication, University of Hohenheim, 70599, Stuttgart, Germany,",University of Hohenheim,https://ror.org/00b1c9541,Education,,DE
10.1111/j.1468-2885.1994.tb00083.x,https://academic.oup.com/ct/article/4/1/69/4258990,Validity Assessments of Compliance Gaining Exemplars,Communication Theory,Michael E. Roloff,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Roloff,Michael,male,0.99,245870,True,male,99,211741,Roloff,white,"1 Michael E. Roloff is chair and professor of Communication Studies at Northwestern University, Euanston, IL 60208",University of Northwestern,https://ror.org/019t2rq07,Education,Minnesota,US
10.1111/j.1460-2466.1993.tb01253.x,https://academic.oup.com/joc/article/43/1/154/4160010,Against Transformations of Communication into Control: Continuities in the Critical Theory of Jürgen Habermas,Journal of Communication,Ed McLuskie,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ed+McLuskie,Ed,male,0.95,6629,True,male,98,12795,Mcluskie,white,1 Boise State University,Boise State University,https://ror.org/02e3zdp86,Education,Idaho,US
10.1111/j.1460-2466.2000.tb02853.x,https://academic.oup.com/joc/article/50/3/65/4109999,Adjusting to “The Home”: Dialectical Dilemmas and Personal Relationships in a Retirement Community,Journal of Communication,Angie Williams,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Angie+Williams,Angie,female,0.98,19094,True,female,98,17869,Williams,black,"1 Centre for Language and Communication Research, Cardiff University, Cardiff, UK",Cardiff University,https://ror.org/03kk7td41,Education,,GB
10.1111/j.1468-2958.1983.tb00002.x,https://academic.oup.com/hcr/article/10/1/5/4587832,"Anonymity, Strength of Attitude, and the Influence of Public Opinion Polls",Human Communication Research,G. Blake Armstrong,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=G.+Armstrong,G.,,0,0,False,male,76,810,Armstrong,white,3 Dave D’Alessio and G. Blake Armstrong are Ph.D. candidates in the department of communication at Michigan State University,Giesecke and Devrient (Germany),https://ror.org/053e6g844,Company,,DE
10.1111/j.1460-2466.2009.01435.x,https://academic.oup.com/joc/article/59/3/534/4098400,Testing Models of Media Performance in Wartime: U.K. TV News and the 2003 Invasion of Iraq,Journal of Communication,Katy Parry,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Katy+Parry,Katy,female,0.98,17008,True,female,98,11781,Parry,white,"2 School of Politics and Communication Studies, University of Liverpool, Liverpool, United Kingdom",University of Liverpool,https://ror.org/04xs57h96,Education,,GB
10.1111/j.1460-2466.1977.tb01802.x,https://academic.oup.com/joc/article/27/1/89/4553894,The Anatomy of a License Challenge,Journal of Communication,Jorge Reina Schement,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jorge+Schement,Jorge,male,0.99,118451,True,male,99,88545,Schement,white,"1 Jorge Reina Schement is Assistant Professor at the University of Texas at Austin. Félix Frank Gutiérrez is Assistant Professor at California State University, Northridge. Oscar Gandy, Tim Haight, and M. Esteban Soriano are all advanced Ph.D. students at the Institute for Communication Research at Stanford University",The University of Texas at Austin,https://ror.org/00hj54h04,Education,,US
10.1093/joc/jqab041,https://academic.oup.com/joc/article/71/6/947/6415947,The Effect of Streaming Chat on Perceptions of Political Debates,Journal of Communication,Victoria Asbury-Kimmel,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Victoria+Asbury-Kimmel,Victoria,female,0.98,35658,True,female,98,33384,Asbury-Kimmel,white,"Department of Sociology, Harvard University, Cambridge, MA 02138, USA",University of Cambridge,https://ror.org/013meh722,Education,,GB
10.1111/j.1468-2958.2009.01356.x,https://academic.oup.com/hcr/article/35/3/384/4107487,Cultural Differences in Equity Theory Predictions of Relational Maintenance Strategies,Human Communication Research,Young-ok Yum,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Young-ok+Yum,Young-ok,male,1,1,True,male,86,5267,Yum,Asian,"1 Department of Communication Studies, Theatre and Dance, Kansas State University, Manhattan, KS 66506",Polish Dance Theatre,https://ror.org/011r26y04,Facility,,PL
10.1111/j.1468-2958.2011.01405.x,https://academic.oup.com/hcr/article/37/3/350/4107520,Effects of Cognitive Complexity and Emotional Upset on Processing Supportive Messages: Two Tests of a Dual-Process Theory of Supportive Communication Outcomes,Human Communication Research,Graham D. Bodie,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Graham+Bodie,Graham,male,0.99,8693,True,male,99,10110,Bodie,white,"1 Department of Communication Studies, The Louisiana State University, Baton Rouge, LA 70803, USA",The Hospice of Baton Rouge,https://ror.org/05ax4es29,Healthcare,Louisiana,US
10.1111/j.1460-2466.1984.tb02217.x,https://academic.oup.com/joc/article/34/4/163/4282827,Responses to the decision by,Journal of Communication,John E. Fobes,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Fobes,John,male,0.99,218952,True,male,99,219085,Fobes,white,1 Former Chairman of the U.S. National Commission for UNESCO (December 1979–1981); former UNESCO Deputy Director General (1971–1977),Iranian National Commission for UNESCO,https://ror.org/03v6e0402,Government,,IR
10.1111/j.1460-2466.1986.tb01421.x,https://academic.oup.com/joc/article/36/2/27/4282880,“Eavesdropping” on the FM Band: Children's Use of Radio,Journal of Communication,Peter G. Christenson,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peter+Christenson,Peter,male,0.99,165452,True,male,99,146529,Christenson,white,"1 Peter G. Christenson is Assistant Professor in the Department of Communications, Lewis and Clark College. Peter DeBenedittis is a doctoral student in the Department of Speech Communication, Pennsylvania State University, University Park",Łukasiewicz Research Network - Institute of Welding,https://ror.org/05xx8bb48,Facility,,PL
10.1111/j.1468-2885.2009.01355.x,https://academic.oup.com/ct/article/20/1/79/4085663,"Toward an Integrative Theoretical Perspective on Organizational Membership Negotiations: Socialization, Assimilation, and the Duality of Structure",Communication Theory,Clifton Scott,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Clifton+Scott,Clifton,male,0.99,493,True,male,100,5747,Scott,white,"1 University of North Carolina, Charlotte, Communication Studies, 9201 University City Blvd, Charlotte, NC, 28223-0001, USA",University of North Carolina at Charlotte,https://ror.org/04dawnj30,Education,North Carolina,US
10.1093/jcmc/zmaa019,https://academic.oup.com/jcmc/article/26/2/91/6066684,Core Tech Support Networks and Digital Inequalities in American Disadvantaged Urban Communities,Journal of Computer-Mediated Communication,Wenhong Chen,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wenhong+Chen,Wenhong,male,0.6,5,True,male,53,15,Chen,Asian,"School of Journalism and Media, Moody College of Communication, The University of Texas at Austin , Austin, TX 78712,  USA",The University of Texas at Austin,https://ror.org/00hj54h04,Education,,US
10.1093/jcmc/zmz014,https://academic.oup.com/jcmc/article/24/6/293/5606689,For Whom the Gamer Trolls: A Study of Trolling Interactions in the Online Gaming Context,Journal of Computer-Mediated Communication,Juliette Schaafsma,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Juliette+Schaafsma,Juliette,female,0.97,13500,True,female,99,13906,Schaafsma,white,"Department of Communication and Cognition, Tilburg School of Humanities and Digital Sciences, Tilburg University , Tilburg, the Netherlands 5037 AB",Tilburg University,https://ror.org/04b8v1s79,Education,Noord-Brabant,NL
10.1111/j.1460-2466.1980.tb01999.x,https://academic.oup.com/joc/article/30/3/126/4371955,An Institutional History of Public Broadcasting,Journal of Communication,Robert Pepper,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Pepper,Robert,male,0.99,177418,True,male,99,145540,Pepper,white,2 Broadcasting and Film at the University of Iowa,University of Iowa,https://ror.org/036jqmy94,Education,,US
10.1111/j.1083-6101.2007.00396.x,https://academic.oup.com/jcmc/article/13/1/276/4583068,Whose Space? Differences among Users and Non-Users of Social Network Sites,Journal of Computer-Mediated Communication,Eszter Hargittai,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Eszter+Hargittai,Eszter,female,0.99,6179,True,female,99,3079,Hargittai,white,1 Communication Studies and Sociology Northwestern University,Northwestern University,https://ror.org/000e0be47,Education,Illinois,US
10.1111/j.1460-2466.1964.tb02352.x,https://academic.oup.com/joc/article/14/2/86/4569047,A Mediational Account of Grammatical Phenomena,Journal of Communication,James J. Jenkins,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Jenkins,James,male,0.99,117309,True,male,99,131879,Jenkins,white,1 Dr. Jenkins is Professor of Psychology at the University of Minnesota. His work in psychology of language is supported by the National Science Foundation,Łukasiewicz Research Network - Institute of Welding,https://ror.org/05xx8bb48,Facility,,PL
10.1111/j.1460-2466.1954.tb00223.x,https://academic.oup.com/joc/article/4/2/49/4609519,Improving Everyday Speaking and Listening Efficiency,Journal of Communication,John T. Auston,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Auston,John,male,0.99,218952,True,male,99,219085,Auston,white,"1 Communication Skills Department, Michigan State College, East Lansing, Michigan",Michigan State University,https://ror.org/05hs6h993,Education,,US
10.1111/j.1753-9137.2009.01043.x,https://academic.oup.com/ccc/article/2/3/361/3952774,"A Case Study of the Red Lake, Minnesota, School Shooting: Intercultural Learning in the Renewal Process","Communication, Culture and Critique",Jennifer Reierson,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jennifer+Reierson,Jennifer,female,0.98,90255,True,female,98,88317,Reierson,white,"1 North Dakota State University, Fargo, ND 58108-6050",North Dakota State University,https://ror.org/05h1bnb22,Education,North Dakota,US
10.1093/ct/qtz039,https://academic.oup.com/ct/article/31/4/654/5850019,Theorizing Principled Collaboration,Communication Theory,Renee Guarriello Heath,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Renee+Heath,Renee,female,0.89,3998,True,female,95,8819,Heath,white,"Department of Communication, University of New Hampshire , Durham, NH 03824,  USA",New Hampshire Department of Education,https://ror.org/01q06dd50,Government,New Hampshire,US
10.1111/jcc4.12159,https://academic.oup.com/jcmc/article/21/4/312/4161802,Do Men Advance Faster Than Women? Debunking the Gender Performance Gap in Two Massively Multiplayer Online Games,Journal of Computer-Mediated Communication,Cuihua Shen,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cuihua+Shen,Cuihua,female,1,3,True,female,100,5,Shen,Asian,"1 Department of Communication, University of California, One Shields Ave, Davis, CA, 95616","University of California, Davis",https://ror.org/05rrcem69,Education,California,US
10.1111/hcre.12056,https://academic.oup.com/hcr/article/41/4/535/4064431,The Individual or the Group: A Multilevel Analysis of Cyberbullying in School Classes,Human Communication Research,Thorsten Quandt,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thorsten+Quandt,Thorsten,male,1,9772,True,male,99,5261,Quandt,white,"3 Department of Communication, University of Münster, 48143, Münster, Germany,",Mahindra and Mahindra Limited (India),https://ror.org/01c5dd102,Company,,IN
10.1111/j.1468-2958.1993.tb00314.x,https://academic.oup.com/hcr/article/20/1/3/4564927,Facial Affect and Verbal Context in Conversation: Facial Expression as Interjection,Human Communication Research,Michael T. Motley,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Motley,Michael,male,0.99,245870,True,male,99,211741,Motley,white,1 Michael T. Motley is professor of communication at the University of California at Davis,AT&T (Netherlands),https://ror.org/02efxmp95,Company,,NL
10.1111/j.1083-6101.2010.01512.x,https://academic.oup.com/jcmc/article/15/3/482/4067624,CancerSPACE: An Interactive E-learning Tool Aimed to Improve Cancer Screening Rates,Journal of Computer-Mediated Communication,Jeffrey Swarz,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jeffrey+Swarz,Jeffrey,male,0.99,22034,True,male,100,19324,Swarz,white,1 National Cancer Institute,National Cancer Institute,https://ror.org/040gcmg81,Government,,US
10.1111/j.1468-2958.2012.01438.x,https://academic.oup.com/hcr/article/39/1/127/4093700,Boosting the Potency of Resistance: Combining the Motivational Forces of Inoculation and Psychological Reactance,Human Communication Research,Bobi Ivanov,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bobi+Ivanov,Bobi,male,0.89,1754,True,male,88,1251,Ivanov,white,"2 School of Journalism &amp; Telecommunications, University of Kentucky, Lexington, KY 40506, USA",University of Kentucky,https://ror.org/02k3smh20,Education,Kentucky,US
10.1093/joc/jqx020,https://academic.oup.com/joc/article/68/2/380/4958960,Self-transcendent Media Experiences: Taking Meaningful Media to a Higher Level,Journal of Communication,Mary Beth Oliver,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Oliver,Mary,female,0.99,142684,True,female,98,76726,Oliver,white,"Department of Film/Video &amp; Media Studies, Penn State University, University Park, PA 16802",University Film and Video Association,https://ror.org/016fc4a97,Nonprofit,California,US
