doi,url,title,journal,datePublished,authorName,numberOfAuthors,authorPosition,affiliation,firstName,lastName,gender,gender_prob,gender_basedon,gscholarLink
10.1111/j.1468-2885.2008.01332.x,https://academic.oup.com/ct/article/19/1/49/4098720,Using Message Form to Stimulate Conversations: The Case of Tropes,Communication Theory,2009-01-21,Hans Hoeken,4.0,1.0,"1 Department of Business Communication Studies, Centre for Language Studies, Radboud University Nijmegen, NL 6500 HD, The Netherlands",Hans,Hoeken,male,0.97,37182,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Hans+Hoeken
10.1093/ccc/tcy002,https://academic.oup.com/ccc/article/11/1/116/4953079,Classifying Whiteness: Unmasking White Nationalist Women’s Digital Design through an Intersectional Analysis of Contained Agency,"Communication, Culture and Critique",2018-03-23,Wendy K Z Anderson,1.0,1.0,"Department of Communication Studies, University of Minnesota-twin cities, Minneapolis, MN 55455, USA",Wendy,Anderson,female,0.97,25729,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wendy+Anderson
10.1111/j.1083-6101.2010.01508.x,https://academic.oup.com/jcmc/article/15/3/367/4067605,Factors Associated with Use of Interactive Cancer Communication System: An Application of the Comprehensive Model of Information Seeking,Journal of Computer-Mediated Communication,2010-04-01,Robert P. Hawkins,8.0,5.0,2 University of Wisconsin-Madison,Robert,Hawkins,male,0.99,177418,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Hawkins
10.1111/j.1460-2466.1962.tb01527.x,https://academic.oup.com/joc/article/12/2/67/4587382,Operation Basic: The Retrieval of Wasted Knowledge*,Journal of Communication,2006-02-07,Bertram M. Gross,1.0,1.0,"1 Professor of Political Science, Maxwell Graduate School of Citizenship and Public Affairs, Syracuse University now on leave at the Center for Advanced Research in the Behavioral Sciences, Stanford, California",Bertram,Gross,male,0.97,367,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bertram+Gross
10.1111/j.1460-2466.1951.tb00111.x,https://academic.oup.com/joc/article/1/2/21/4070462,Experimental Measurement of Personality Development and Adjustment in a Basic Communication Course,Journal of Communication,2006-02-07,Herold Lillywhite,2.0,2.0,"2 Professor of Speech, Iowa State Teachers College, Cedar Falls, Iowa",Herold,Lillywhite,male,0.94,137,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Herold+Lillywhite
10.1111/jcc4.12192,https://academic.oup.com/jcmc/article/22/5/266/4666427,The Relationship between Cyberbalkanization and Opinion Polarization: Time-Series Analysis on Facebook Pages and Opinion Polls during the Hong Kong Occupy Movement and the Associated Debate on Political Reform1,Journal of Computer-Mediated Communication,2017-11-16,King-wa Fu,2.0,2.0,"Journalism and Media Studies Centre, The University of Hong Kong, Room 206, Eliot Hall, Pokfulam, Road, Hong Kong,",King-wa,Fu,,0,0,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=King-wa+Fu
10.1111/j.1468-2885.2012.01404.x,https://academic.oup.com/ct/article/22/2/204/4085708,Media Ecology: Exploring the Metaphor to Expand the Theory,Communication Theory,2012-04-09,Carlos A. Scolari,1.0,1.0,"1 Department of Communication, UNICA, Universitat Pompeu Fabra, Barcelona, Spain",Carlos,Scolari,male,0.99,236888,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Carlos+Scolari
10.1111/j.1460-2466.2001.tb02874.x,https://academic.oup.com/joc/article/51/1/100/4110152,Psychological Escapism: Predicting the Amount of Television Viewing by Need for Cognition,Journal of Communication,2006-01-10,Peter Vorderer,2.0,2.0,"2 Department of Journalism and Communication Research, Hannover, Germany",Peter,Vorderer,male,0.99,165452,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peter+Vorderer
10.1111/j.1083-6101.2012.01598.x,https://academic.oup.com/jcmc/article/18/1/16/4065283,The Ironic Effect of Source Identification on the Perceived Credibility of Online Product Reviewers,Journal of Computer-Mediated Communication,2012-10-01,Fred Bronner,3.0,3.0,"3 Amsterdam School of Communication Research, University of Amsterdam, the Netherlands",Fred,Bronner,male,0.96,73886,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Fred+Bronner
10.1111/j.1468-2958.1984.tb00046.x,https://academic.oup.com/hcr/article/11/2/221/4587811,Spoken Language Indices of Uncertainty,Human Communication Research,2006-03-17,John Sherblom,2.0,1.0,"1 John Sherblom (M. A., Oklahoma State University, 1979) is a computer programmer/ analyst and a Ph.D. candidate in communication and language use at the University of Maine, Orono, ME",John,Sherblom,male,0.99,218952,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Sherblom
10.1111/comt.12116,https://academic.oup.com/ct/article/27/3/269/4651866,Reconceptualizing Communication Overload and Building a Theoretical Foundation,Communication Theory,2017-03-10,Dron M. Mandhana,6.0,2.0,"1 Department of Communication Studies, The University of Texas at Austin, Austin, TX, USA",Dron,Mandhana,male,0.93,151,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Dron+Mandhana
10.1093/ccc/tcab022,https://academic.oup.com/ccc/article/14/2/311/6226974,The Burden of Empathy and Blurred Boundaries,"Communication, Culture and Critique",2021-04-16,Ingrid Bachmann,2.0,1.0,"School of Communications, Pontificia Universidad Católica de Chile , Santiago 8331150,  Chile",Ingrid,Bachmann,female,0.98,26843,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ingrid+Bachmann
10.1093/joc/jqaa003,https://academic.oup.com/joc/article/70/2/195/5827135,Time and Meaning-Making in the “Hybrid” Media: Evidence From the 2016 U.S. Election,Journal of Communication,2020-05-04,Liron Lavi,1.0,1.0,"Y&amp;S Nazarian Center for Israel Studies,  University of California , Los Angeles, CA 90095,  USA",Liron,Lavi,male,0.69,170,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Liron+Lavi
10.1111/jcc4.12182,https://academic.oup.com/jcmc/article/22/2/55/4161790,Should I Share That? Prompting Social Norms That Influence Privacy Behaviors on a Social Networking Site,Journal of Computer-Mediated Communication,2017-03-01,Jeffrey T. Hancock,2.0,2.0,"2 Department of Communication, Stanford University, Building 120, Stanford, CA, 94305",Jeffrey,Hancock,male,0.99,22034,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jeffrey+Hancock
10.1111/j.1460-2466.2003.tb02605.x,https://academic.oup.com/joc/article/53/3/512/4102972,Associations Between Message Features and Subjective Evaluations of the Sensation Value of Antidrug Public Service Announcements,Journal of Communication,2006-01-10,Philip Palmgreen,5.0,2.0,"2 Philip Palmgreen (PhD, University of Kentucky) is a professor in the Department of Communication, University of Kentucky",Philip,Palmgreen,male,0.99,21882,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Philip+Palmgreen
10.1111/j.1468-2958.2006.00285.x,https://academic.oup.com/hcr/article/32/4/504/4210794,The Dynamics of Intragroup Differentiation in an Intergroup Social Context,Human Communication Research,2006-10-01,Scott A. Reid,2.0,1.0,"1 Department of Communication, University of California, Santa Barbara, CA 93105-4060",Scott,Reid,male,0.99,31815,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Scott+Reid
10.1111/j.1753-9137.2009.01034.x,https://academic.oup.com/ccc/article/2/2/182/4067401,‘Have You Got Game?’ Hegemonic Masculinity and Neo-Homophobia in U.S. Newspaper Sports Columns,"Communication, Culture and Critique",2009-07-21,Kathleen M. Kuehn,5.0,2.0,"2 College of Communications, Penn State University, University Park, PA 16802",Kathleen,Kuehn,female,0.98,8685,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kathleen+Kuehn
10.1111/j.1468-2958.2004.tb00737.x,https://academic.oup.com/hcr/article/30/3/376/4331523,Interobserver Agreement on First-Stage Conversation Analytic Transcription,Human Communication Research,2006-01-10,Felicia Roberts,2.0,1.0,1 Purdue University,Felicia,Roberts,female,0.98,6273,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Felicia+Roberts
10.1111/j.1468-2885.2007.00317.x,https://academic.oup.com/ct/article/18/1/139/4098710,The Color-Blind Double Bind: Whiteness and the (Im)Possibility of Dialogue,Communication Theory,2008-01-15,Jennifer Lyn Simpson,1.0,1.0,"1 A Bolder Vision, LLC, Boulder, CO 80305",Jennifer,Simpson,female,0.98,90255,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jennifer+Simpson
10.1111/jcom.12076,https://academic.oup.com/joc/article/64/4/723/4086047,Reconceptualizing Address in Television Programming: The Effect of Address and Affective Empathy on Viewer Experience of Parasocial Interaction,Journal of Communication,2014-02-03,Boni Cui,2.0,2.0,"1 College of Media &amp; Communication, Texas Tech University, Lubbock, TX, 79409, USA",Boni,Cui,male,0.75,1143,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Boni+Cui
10.1111/jcc4.12111,https://academic.oup.com/jcmc/article/20/3/260/4067552,Cyberbullying-Entrenched or Cyberbully-Free Classrooms? A Class Network and Class Composition Approach,Journal of Computer-Mediated Communication,2015-01-12,Wannes Heirman,6.0,1.0,"1 Department of Communication Studies, University of Antwerp, Sint Jacobsstraat 2, 2000, Antwerp, Belgium",Wannes,Heirman,male,0.99,209,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wannes+Heirman
10.1111/jcc4.12199,https://academic.oup.com/jcmc/article/22/6/363/4675094,"Incidental Exposure, Selective Exposure, and Political Information Sharing: Integrating Online Exposure Patterns and Expression on Social Media",Journal of Computer-Mediated Communication,2017-11-28,Slgi S. Lee,5.0,4.0,"Department of Communication Studies, University of Michigan, 5441 North Quad, 105 S. State Street, Ann Arbor, MI 48109,",Slgi,Lee,female,1,1,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Slgi+Lee
10.1111/j.1460-2466.2000.tb02844.x,https://academic.oup.com/joc/article/50/2/110/4110122,Systemic Determinants of International News Coverage: A Comparison of 38 Countries,Journal of Communication,2006-01-10,H. Denis Wu,1.0,1.0,"1 Manship School of Mass Communication, Louisiana State University, Louisiana, USA",H.,Wu,,0,0,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=H.+Wu
10.1093/ccc/tcz001,https://academic.oup.com/ccc/article/12/1/90/5382081,Oppositional Designs: Examining How Racial Identity Informs the Critical Design of Art and Space,"Communication, Culture and Critique",2019-03-16,Krishnan Vasudevan,1.0,1.0,"Philip Merrill College of Journalism, University of Maryland at College Park, College Park, MD",Krishnan,Vasudevan,male,0.95,294,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Krishnan+Vasudevan
10.1111/j.1460-2466.1976.tb01384.x,https://academic.oup.com/joc/article/26/2/79/4553751,Television and the Wallace Vote,Journal of Communication,2006-02-07,Clifford Zukin,2.0,2.0,"1 Michael J. Robinson and Clifford Zukin are political scientists at the Catholic University of America and the Ohio State University, respectively",Clifford,Zukin,male,0.99,2029,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Clifford+Zukin
10.1111/j.1468-2958.2004.tb00730.x,https://academic.oup.com/hcr/article/30/2/182/4336799,The Multiple Source Effect and Synthesized Speech: Doubly-Disembodied Language as a Conceptual Framework,Human Communication Research,2006-01-10,Kwan Min Lee,2.0,1.0,1 University of Southern California,Kwan,Lee,male,0.5,1111,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Kwan+Lee
10.1111/j.1460-2466.2008.00404.x,https://academic.oup.com/joc/article/58/4/615/4098351,"Empirical Intersections in Communication Research: Replication, Multiple Quantitative Methods, and Bridging the Quantitative–Qualitative Divide",Journal of Communication,2008-12-29,William L. Benoit,2.0,1.0,"1 Department of Communication, University of Missouri–Columbia, Columbia, MO 65211",William,Benoit,male,0.99,64097,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=William+Benoit
10.1111/j.1468-2958.1998.tb00441.x,https://academic.oup.com/hcr/article/25/2/163/4554706,Rumor Rest Stops on the Information Highway: Transmission Patterns in a Computer-Mediated Rumor Chain,Human Communication Research,2006-03-17,Prashant Bordia,2.0,1.0,"1 Prashant Bordia (Ph.D., Temple University, 1996) lectures in the School of Psychology at The University of Queensland, Australia",Prashant,Bordia,male,1,2326,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Prashant+Bordia
10.1093/ccc/tcz022,https://academic.oup.com/ccc/article/12/3/434/5485091,"Corrigendum to “A Shoppable Life: Performance, Selfhood, and Influence in the Social Media Storefront”","Communication, Culture and Critique",2019-05-03,Emily Hund,2.0,1.0,,Emily,Hund,female,0.98,16379,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Emily+Hund
10.1093/ccc/tcab032,https://academic.oup.com/ccc/article/15/1/69/6309719,Prison Tech: Imagining the Prison as Lagging Behind and as a Test Bed for Technology Advancement,"Communication, Culture and Critique",2021-06-25,Anne Kaun,2.0,1.0,"Media and Communication Studies, Södertörn University , Stockholm 14189,  Sweden",Anne,Kaun,female,0.97,78727,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anne+Kaun
10.1093/joc/jqab043,https://academic.oup.com/joc/article/72/1/33/6449425,A Content Analysis of American Primetime Television: A 20-Year Update of the National Television Violence Studies,Journal of Communication,2021-12-04,Karyn Riddle,2.0,1.0,"School of Journalism and Mass Communication, University of Wisconsin, Madison , Madison, WI 53706,  USA",Karyn,Riddle,female,0.96,593,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Karyn+Riddle
10.1111/comt.12044,https://academic.oup.com/ct/article/24/4/361/4061261,De-westernizing Communication Studies: A Reassessment,Communication Theory,2014-10-20,Claudia Mellado,2.0,2.0,"2 Pontificia Universidad Catolica de Valparaiso (PUCV), Valparaiso, Chile",Claudia,Mellado,female,0.98,118604,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Claudia+Mellado
10.1111/j.1460-2466.1984.tb02221.x,https://academic.oup.com/joc/article/34/4/172/4282833,Responses to the decision by,Journal of Communication,2006-02-07,Edmund P. Hennelly,1.0,1.0,"1 General Manager, Public Affairs Department, Mobil Oil Corporation, New York; Head, U.S. Delegation to the 22nd General Conference of UNESCO",Edmund,Hennelly,male,0.99,2378,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Edmund+Hennelly
10.1111/hcre.12116,https://academic.oup.com/hcr/article/43/4/450/4670703,Online Social Influence and the Convergence of Mass and Interpersonal Communication,Human Communication Research,2017-10-01,Andrew J. Flanagin,1.0,1.0,"Department of Communication, University of California, Santa Barbara, CA 93106, USA,",Andrew,Flanagin,male,0.99,60301,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Andrew+Flanagin
10.1111/j.1460-2466.1977.tb01833.x,https://academic.oup.com/joc/article/27/2/98/4553929,Yielding the Floor: The Kinesic Signals,Journal of Communication,2006-02-07,Alton J. De Long,1.0,1.0,"1 Alton J. De Long is Associate Professor in the School of Architecture, University of Tennessee",Alton,Long,male,0.98,240,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Alton+Long
10.1111/j.1460-2466.1990.tb02275.x,https://academic.oup.com/joc/article/40/3/134/4210602,Seeing Is Remembering: How Visuals Contribute to Learning from Television News,Journal of Communication,2006-02-07,Doris A. Graber,1.0,1.0,"1 Department of Political Science, University of Illinois at Chicago",Doris,Graber,female,0.96,13787,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Doris+Graber
10.1111/hcre.12056,https://academic.oup.com/hcr/article/41/4/535/4064431,The Individual or the Group: A Multilevel Analysis of Cyberbullying in School Classes,Human Communication Research,2015-10-01,Ruth Festl,3.0,1.0,"1 Department of Communication, University of Hohenheim, 70599, Stuttgart, Germany,",Ruth,Festl,female,0.98,28718,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ruth+Festl
10.1111/j.1468-2885.1994.tb00083.x,https://academic.oup.com/ct/article/4/1/69/4258990,Validity Assessments of Compliance Gaining Exemplars,Communication Theory,2006-03-17,Michael E. Roloff,1.0,1.0,"1 Michael E. Roloff is chair and professor of Communication Studies at Northwestern University, Euanston, IL 60208",Michael,Roloff,male,0.99,245870,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Roloff
10.1111/j.1460-2466.1993.tb01253.x,https://academic.oup.com/joc/article/43/1/154/4160010,Against Transformations of Communication into Control: Continuities in the Critical Theory of Jürgen Habermas,Journal of Communication,2006-02-07,Ed McLuskie,1.0,1.0,1 Boise State University,Ed,McLuskie,male,0.95,6629,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Ed+McLuskie
10.1111/j.1460-2466.2000.tb02853.x,https://academic.oup.com/joc/article/50/3/65/4109999,Adjusting to “The Home”: Dialectical Dilemmas and Personal Relationships in a Retirement Community,Journal of Communication,2006-01-10,Angie Williams,2.0,1.0,"1 Centre for Language and Communication Research, Cardiff University, Cardiff, UK",Angie,Williams,female,0.98,19094,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Angie+Williams
10.1111/j.1468-2958.1983.tb00002.x,https://academic.oup.com/hcr/article/10/1/5/4587832,"Anonymity, Strength of Attitude, and the Influence of Public Opinion Polls",Human Communication Research,2006-03-17,G. Blake Armstrong,4.0,4.0,3 Dave D’Alessio and G. Blake Armstrong are Ph.D. candidates in the department of communication at Michigan State University,G.,Armstrong,,0,0,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=G.+Armstrong
10.1111/j.1460-2466.2009.01435.x,https://academic.oup.com/joc/article/59/3/534/4098400,Testing Models of Media Performance in Wartime: U.K. TV News and the 2003 Invasion of Iraq,Journal of Communication,2009-09-28,Katy Parry,4.0,3.0,"2 School of Politics and Communication Studies, University of Liverpool, Liverpool, United Kingdom",Katy,Parry,female,0.98,17008,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Katy+Parry
10.1111/j.1460-2466.1977.tb01802.x,https://academic.oup.com/joc/article/27/1/89/4553894,The Anatomy of a License Challenge,Journal of Communication,2006-02-07,Jorge Reina Schement,5.0,1.0,"1 Jorge Reina Schement is Assistant Professor at the University of Texas at Austin. Félix Frank Gutiérrez is Assistant Professor at California State University, Northridge. Oscar Gandy, Tim Haight, and M. Esteban Soriano are all advanced Ph.D. students at the Institute for Communication Research at Stanford University",Jorge,Schement,male,0.99,118451,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jorge+Schement
10.1093/joc/jqab041,https://academic.oup.com/joc/article/71/6/947/6415947,The Effect of Streaming Chat on Perceptions of Political Debates,Journal of Communication,2021-11-02,Victoria Asbury-Kimmel,5.0,1.0,"Department of Sociology, Harvard University, Cambridge, MA 02138, USA",Victoria,Asbury-Kimmel,female,0.98,35658,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Victoria+Asbury-Kimmel
10.1111/j.1468-2958.2009.01356.x,https://academic.oup.com/hcr/article/35/3/384/4107487,Cultural Differences in Equity Theory Predictions of Relational Maintenance Strategies,Human Communication Research,2009-07-01,Young-ok Yum,2.0,1.0,"1 Department of Communication Studies, Theatre and Dance, Kansas State University, Manhattan, KS 66506",Young-ok,Yum,male,1,1,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Young-ok+Yum
10.1111/j.1468-2958.2011.01405.x,https://academic.oup.com/hcr/article/37/3/350/4107520,Effects of Cognitive Complexity and Emotional Upset on Processing Supportive Messages: Two Tests of a Dual-Process Theory of Supportive Communication Outcomes,Human Communication Research,2011-07-01,Graham D. Bodie,7.0,1.0,"1 Department of Communication Studies, The Louisiana State University, Baton Rouge, LA 70803, USA",Graham,Bodie,male,0.99,8693,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Graham+Bodie
10.1111/j.1460-2466.1984.tb02217.x,https://academic.oup.com/joc/article/34/4/163/4282827,Responses to the decision by,Journal of Communication,2006-02-07,John E. Fobes,1.0,1.0,1 Former Chairman of the U.S. National Commission for UNESCO (December 1979–1981); former UNESCO Deputy Director General (1971–1977),John,Fobes,male,0.99,218952,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Fobes
10.1111/j.1460-2466.1986.tb01421.x,https://academic.oup.com/joc/article/36/2/27/4282880,“Eavesdropping” on the FM Band: Children's Use of Radio,Journal of Communication,2006-02-07,Peter G. Christenson,2.0,1.0,"1 Peter G. Christenson is Assistant Professor in the Department of Communications, Lewis and Clark College. Peter DeBenedittis is a doctoral student in the Department of Speech Communication, Pennsylvania State University, University Park",Peter,Christenson,male,0.99,165452,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Peter+Christenson
10.1111/j.1468-2885.2009.01355.x,https://academic.oup.com/ct/article/20/1/79/4085663,"Toward an Integrative Theoretical Perspective on Organizational Membership Negotiations: Socialization, Assimilation, and the Duality of Structure",Communication Theory,2010-01-13,Clifton Scott,2.0,1.0,"1 University of North Carolina, Charlotte, Communication Studies, 9201 University City Blvd, Charlotte, NC, 28223-0001, USA",Clifton,Scott,male,0.99,493,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Clifton+Scott
10.1093/jcmc/zmaa019,https://academic.oup.com/jcmc/article/26/2/91/6066684,Core Tech Support Networks and Digital Inequalities in American Disadvantaged Urban Communities,Journal of Computer-Mediated Communication,2021-01-06,Wenhong Chen,2.0,2.0,"School of Journalism and Media, Moody College of Communication, The University of Texas at Austin , Austin, TX 78712,  USA",Wenhong,Chen,male,0.6,5,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Wenhong+Chen
10.1093/jcmc/zmz014,https://academic.oup.com/jcmc/article/24/6/293/5606689,For Whom the Gamer Trolls: A Study of Trolling Interactions in the Online Gaming Context,Journal of Computer-Mediated Communication,2019-10-31,Juliette Schaafsma,4.0,3.0,"Department of Communication and Cognition, Tilburg School of Humanities and Digital Sciences, Tilburg University , Tilburg, the Netherlands 5037 AB",Juliette,Schaafsma,female,0.97,13500,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Juliette+Schaafsma
10.1111/j.1460-2466.1980.tb01999.x,https://academic.oup.com/joc/article/30/3/126/4371955,An Institutional History of Public Broadcasting,Journal of Communication,2006-02-07,Robert Pepper,2.0,2.0,2 Broadcasting and Film at the University of Iowa,Robert,Pepper,male,0.99,177418,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Robert+Pepper
10.1111/j.1083-6101.2007.00396.x,https://academic.oup.com/jcmc/article/13/1/276/4583068,Whose Space? Differences among Users and Non-Users of Social Network Sites,Journal of Computer-Mediated Communication,2007-10-01,Eszter Hargittai,1.0,1.0,1 Communication Studies and Sociology Northwestern University,Eszter,Hargittai,female,0.99,6179,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Eszter+Hargittai
10.1111/j.1460-2466.1964.tb02352.x,https://academic.oup.com/joc/article/14/2/86/4569047,A Mediational Account of Grammatical Phenomena,Journal of Communication,2006-02-07,James J. Jenkins,1.0,1.0,1 Dr. Jenkins is Professor of Psychology at the University of Minnesota. His work in psychology of language is supported by the National Science Foundation,James,Jenkins,male,0.99,117309,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=James+Jenkins
10.1111/j.1460-2466.1954.tb00223.x,https://academic.oup.com/joc/article/4/2/49/4609519,Improving Everyday Speaking and Listening Efficiency,Journal of Communication,2006-02-07,John T. Auston,1.0,1.0,"1 Communication Skills Department, Michigan State College, East Lansing, Michigan",John,Auston,male,0.99,218952,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=John+Auston
10.1111/j.1753-9137.2009.01043.x,https://academic.oup.com/ccc/article/2/3/361/3952774,"A Case Study of the Red Lake, Minnesota, School Shooting: Intercultural Learning in the Renewal Process","Communication, Culture and Critique",2009-09-15,Jennifer Reierson,5.0,2.0,"1 North Dakota State University, Fargo, ND 58108-6050",Jennifer,Reierson,female,0.98,90255,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jennifer+Reierson
10.1093/ct/qtz039,https://academic.oup.com/ct/article/31/4/654/5850019,Theorizing Principled Collaboration,Communication Theory,2020-06-02,Renee Guarriello Heath,2.0,1.0,"Department of Communication, University of New Hampshire , Durham, NH 03824,  USA",Renee,Heath,female,0.89,3998,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Renee+Heath
10.1111/jcc4.12159,https://academic.oup.com/jcmc/article/21/4/312/4161802,Do Men Advance Faster Than Women? Debunking the Gender Performance Gap in Two Massively Multiplayer Online Games,Journal of Computer-Mediated Communication,2016-05-18,Cuihua Shen,4.0,1.0,"1 Department of Communication, University of California, One Shields Ave, Davis, CA, 95616",Cuihua,Shen,female,1,3,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Cuihua+Shen
10.1111/hcre.12056,https://academic.oup.com/hcr/article/41/4/535/4064431,The Individual or the Group: A Multilevel Analysis of Cyberbullying in School Classes,Human Communication Research,2015-10-01,Thorsten Quandt,3.0,3.0,"3 Department of Communication, University of Münster, 48143, Münster, Germany,",Thorsten,Quandt,male,1,9772,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Thorsten+Quandt
10.1111/j.1468-2958.1993.tb00314.x,https://academic.oup.com/hcr/article/20/1/3/4564927,Facial Affect and Verbal Context in Conversation: Facial Expression as Interjection,Human Communication Research,2006-03-17,Michael T. Motley,1.0,1.0,1 Michael T. Motley is professor of communication at the University of California at Davis,Michael,Motley,male,0.99,245870,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Michael+Motley
10.1111/j.1083-6101.2010.01512.x,https://academic.oup.com/jcmc/article/15/3/482/4067624,CancerSPACE: An Interactive E-learning Tool Aimed to Improve Cancer Screening Rates,Journal of Computer-Mediated Communication,2010-04-01,Jeffrey Swarz,3.0,2.0,1 National Cancer Institute,Jeffrey,Swarz,male,0.99,22034,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Jeffrey+Swarz
10.1111/j.1468-2958.2012.01438.x,https://academic.oup.com/hcr/article/39/1/127/4093700,Boosting the Potency of Resistance: Combining the Motivational Forces of Inoculation and Psychological Reactance,Human Communication Research,2013-01-01,Bobi Ivanov,8.0,2.0,"2 School of Journalism &amp; Telecommunications, University of Kentucky, Lexington, KY 40506, USA",Bobi,Ivanov,male,0.89,1754,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Bobi+Ivanov
10.1093/joc/jqx020,https://academic.oup.com/joc/article/68/2/380/4958960,Self-transcendent Media Experiences: Taking Meaningful Media to a Higher Level,Journal of Communication,2018-04-02,Mary Beth Oliver,14.0,1.0,"Department of Film/Video &amp; Media Studies, Penn State University, University Park, PA 16802",Mary,Oliver,female,0.99,142684,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Mary+Oliver
10.1111/j.1083-6101.2005.tb00276.x,https://academic.oup.com/jcmc/article/10/4/JCMC10413/4614475,Instant Messaging for Collaboration: a Case Study of a High-Tech Firm,Journal of Computer-Mediated Communication,2017-07-17,Anabel Quan-Haase,3.0,1.0,"1 A professor at the University of Western Ontario in the Faculty of Information and Media Studies and the Department of Sociology. Her research investigates social networks, community, communication technology, and social change. She has been a Fellow of the Knowledge Media Design Institute and the McLuhan Programme in Culture and Technology. Her articles on Internet-related social and organizational change have been published in journals such as American Behavioral Scientist, Journal of Computer Mediated Communication, and Analyse and Kritik.",Anabel,Quan-Haase,female,0.99,8071,https://scholar.google.com/scholar?hl=en&as_sdt=0%252C50&q=Anabel+Quan-Haase
