authorIndex,doi,year,journal,authorPosition,countrypred,genderpred,racepred,afftypepred
9352,mgnbmyavmcwaibgewkco,2009,Journal of Computer-Mediated Communication,3.0,US,M,White,Education
9353,ozngkwzhztnxtxrvyuev,1960,Journal of Communication,1.0,US,M,White,Education
9354,zyavbpbfbhjropuxzbwf,1991,Human Communication Research,1.0,US,F,White,Education
9355,qnkgredeznezrabbrbyt,2012,Journal of Communication,1.0,US,F,Asian,Education
9356,xqmaposoypfygcskmrch,2020,Journal of Computer-Mediated Communication,1.0,SG,M,Asian,Education
9357,qgtkljopfblggmyxvipd,2002,Journal of Communication,6.0,US,F,White,Education
9358,oxbaoyhikdcdconteqmr,1993,Journal of Communication,2.0,US,M,White,Education
9359,rfokhoivkccnxakjdzkl,2009,Human Communication Research,2.0,US,M,Asian,Education
9360,ypzymnujbjdmdvzdnwmg,1977,Human Communication Research,1.0,US,M,White,Education
9361,kaucmhrcobocziohnyiw,2021,Journal of Communication,3.0,BR,M,Hispanic,Education
9362,bjuhfrnaqrrtvszhqwaw,2020,Journal of Computer-Mediated Communication,2.0,NL,F,White,Education
9363,bhkwwwgzjlcaushvvvpq,1993,Human Communication Research,2.0,US,M,White,Education
9364,bzdrmkhzjqhizcxmqemv,2010,Journal of Communication,1.0,US,M,White,Education
9365,rwnulrntvqmhiupbmide,2017,Journal of Computer-Mediated Communication,1.0,GB,F,Hispanic,Education
9366,xhnkepyeqnatuspgqwco,2021,Journal of Computer-Mediated Communication,2.0,US,F,White,Education
9367,gbvvprlyuqgyfydqadub,1998,Journal of Communication,3.0,AU,F,White,Education
9368,aybeekjwcvjinvmviakq,2001,Journal of Computer-Mediated Communication,1.0,DE,F,White,Non Education
9369,quuxeuugizgwvmannvfq,2015,Journal of Computer-Mediated Communication,3.0,US,F,White,Education
9370,mptncyruxxzsnnamempp,2017,Journal of Communication,1.0,IL,F,White,Education
9371,xrbaitqkqlytefqkvfme,2012,Journal of Communication,2.0,US,M,White,Education
9372,jdhterlevmhzkepofhjw,2016,Journal of Communication,1.0,US,F,Middle Eastern,Education
9373,upbvhdjcqydzhoiooeer,2007,Journal of Computer-Mediated Communication,1.0,NL,M,White,Non Education
9374,mmwpdhohpjftjbqfxgmk,1998,Human Communication Research,1.0,US,M,White,Education
9375,graxtypgregvyihghfui,2021,Communication Theory,2.0,US,M,White,Education
9376,shqdiezhbvqfwkyaiuny,1965,Journal of Communication,1.0,CA,M,White,Education
9377,udxmhkgmsfwgcgjpufcb,2022,"Communication, Culture and Critique",1.0,US,M,White,Education
9378,dowfeqquahunmuenfepl,2005,Journal of Communication,2.0,IL,M,White,Education
9379,hwbfkoicrknkmdbhngbt,2014,Journal of Communication,1.0,DE,F,White,Education
9380,zkosizcayxiaevcqgcir,1995,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
9381,bissxmcudotytuwevdgm,1958,Journal of Communication,1.0,US,M,White,Education
9382,vpprorhfnomvvgcyxzqm,1953,Journal of Communication,1.0,US,M,White,Education
9383,oqbmvnjoqgluznireywh,2007,Journal of Communication,3.0,US,F,Asian,Education
9384,cufutoztydymttstfhdz,1961,Journal of Communication,2.0,US,F,White,Non Education
9385,bnyphtkbrpgquvxyrvcj,1995,Human Communication Research,2.0,US,F,White,Education
9386,dbyjbvbcdmutmzfexaqw,2011,Journal of Communication,4.0,US,M,White,Education
9387,iqsbrrdbdosjjjprhlgx,2018,Journal of Communication,10.0,US,F,White,Education
9388,qpiyfcztofxxdhfrtsfs,1979,Journal of Communication,2.0,US,M,White,Education
9389,vuinbxpomlcefctwdfrg,1979,Journal of Communication,1.0,US,M,White,Education
9390,rxwstzfwkkzovorkxogg,2013,Human Communication Research,1.0,US,F,Asian,Education
9391,iavepofvjngfqogtswzd,2016,Journal of Computer-Mediated Communication,10.0,IT,M,White,Education
9392,arueqepmtuzjkvodhxrn,1979,Journal of Communication,2.0,US,F,White,Education
9393,udmlsfbtoapzapdzasqf,2015,Human Communication Research,1.0,US,F,White,Education
9394,qeswrtsfzdbtjnlpjzgn,2020,Journal of Communication,10.0,US,F,White,Education
9395,akyyppttfeurzeonitfs,1952,Journal of Communication,1.0,US,M,White,Education
9396,jklnysmdwogsinzbudtw,1982,Journal of Communication,1.0,US,M,White,Education
9397,eqnbqbekqiuarqwvuwhm,2021,Journal of Communication,2.0,US,M,White,Education
9398,mfffsgboqvepeubkeqvw,2007,Journal of Communication,5.0,JP,M,Asian,Non Education
9399,iqkalksfytohhvaagiur,2018,"Communication, Culture and Critique",1.0,US,N,White,Education
9400,tzwsslghvprwfhyclxpb,2014,Communication Theory,2.0,BE,F,White,Education
9401,gaujkmihdbgkizecmdxm,1996,Communication Theory,2.0,US,F,White,Education
9402,jgrdavwjecuxciglkcbx,2011,Journal of Communication,3.0,US,F,White,Education
9403,mgnbmyavmcwaibgewkco,2009,Journal of Computer-Mediated Communication,6.0,US,M,White,Education
9404,txosrwkijphtkuzwztqd,2019,Journal of Communication,1.0,US,M,White,Education
9405,mflypnigvgujbomooajj,2009,Human Communication Research,4.0,ES,M,White,Education
9406,cvwbkydpuwjwnpdlzoto,2002,Journal of Communication,3.0,US,F,White,Education
9407,lpmwkznfiffqcwawntvn,2021,"Communication, Culture and Critique",1.0,AU,M,Asian,Education
9408,ofupeuskioeyajgvepet,2008,Journal of Communication,1.0,DE,F,White,Education
9409,qefqetkevnxpaiwtowzg,1998,Communication Theory,1.0,US,M,White,Education
9410,yxftpezauqilshqyugom,1984,Human Communication Research,1.0,US,F,White,Education
9411,vopckxrjkkcczknnszjo,1977,Journal of Communication,1.0,US,F,White,Education
9412,nadlkehujkzpijmjnrzb,1979,Journal of Communication,1.0,US,M,White,Education
9413,drjshfantgkmfltsauhl,2013,Journal of Computer-Mediated Communication,1.0,CA,M,White,Education
9414,iavepofvjngfqogtswzd,2016,Journal of Computer-Mediated Communication,13.0,AU,M,White,Education
9415,eqnbqbekqiuarqwvuwhm,2021,Journal of Communication,4.0,US,F,Asian,Education
9416,yfmnxatinumglbfaiywz,1999,Journal of Computer-Mediated Communication,2.0,US,M,White,Education
9417,eduftaefeokgtzxoxyir,1985,Journal of Communication,1.0,US,M,White,Non Education
9418,yjnyyxomnamfimyopmty,1991,Human Communication Research,1.0,US,M,White,Education
9419,gzomfyrwfptvatbnfldn,2002,Journal of Computer-Mediated Communication,1.0,CA,F,White,Education
9420,hqqfxezckuigwidzrfme,2012,Journal of Communication,1.0,CL,M,Hispanic,Education
9421,eqivneabzivurvdcdboi,1976,Journal of Communication,1.0,US,F,White,Education
9422,kemphvnuuxymyplhrztw,2022,Human Communication Research,1.0,US,M,White,Education
9423,yrvnttsjwjoasedxfsdz,2014,Journal of Communication,1.0,PH,M,White,Education
9424,vdrbdkryedhwfjivxdkn,2014,Journal of Computer-Mediated Communication,1.0,US,F,Asian,Education
9425,hgbgwqkeablyhbpzkgse,1984,Journal of Communication,2.0,US,M,White,Education
9426,toahbfecrmrhzxqdlefn,2009,Human Communication Research,1.0,US,F,White,Education
9427,xydvnurfvhkcbvqfgzjg,2010,Journal of Computer-Mediated Communication,2.0,US,M,White,Non Education
9428,pvoczwuotshlpdsjhxfl,1952,Journal of Communication,1.0,TR,M,White,Non Education
9429,arueqepmtuzjkvodhxrn,1979,Journal of Communication,1.0,US,F,White,Education
9430,ubghccnlfqpuwjxzjrwq,2019,Human Communication Research,1.0,US,M,White,Education
9431,ujaffmxhapdalykfehsx,1977,Human Communication Research,1.0,US,M,White,Education
9432,iivurlveqdnwzqlknnod,1985,Journal of Communication,1.0,FI,M,White,Education
9433,uelekzpcaodcpsxomaru,2012,Journal of Communication,1.0,US,F,White,Education
9434,mfffsgboqvepeubkeqvw,2007,Journal of Communication,3.0,US,M,White,Non Education
9435,cldkfbnlobrfwfprvlqa,2012,Journal of Communication,2.0,DK,M,White,Education
9436,azjjwzssuyeajhoullvg,2008,Human Communication Research,3.0,US,F,White,Education
9437,bfwlibohyhlrfnjrypbg,2012,Journal of Communication,1.0,US,F,White,Education
9438,fkyvjmxzklkipfdenhsi,1980,Journal of Communication,3.0,US,F,White,Education
9439,ezrvlxztpcibzlodqgvt,2003,Human Communication Research,9.0,US,F,Asian,Education
9440,aixvtwkrtwaylfikiazs,2005,Communication Theory,2.0,US,F,White,Education
9441,ascujihrtauxmoifzvyw,2013,"Communication, Culture and Critique",1.0,US,F,Asian,Non Education
9442,minjkvgmvrogwapopfgn,2014,"Communication, Culture and Critique",1.0,GB,M,White,Education
9443,bdjxpwxbcephlrsykqdi,2015,"Communication, Culture and Critique",1.0,US,M,White,Education
9444,lgrubsqcsfrzlzzwtujo,1993,Journal of Communication,1.0,US,M,White,Education
9445,aakdapvefndenlxavlva,2020,"Communication, Culture and Critique",1.0,CA,F,Asian,Education
9446,zaekhvgzriqnmdddntkd,1984,Journal of Communication,1.0,US,M,White,Education
9447,zctzkhsnqvgvvhsrhzwx,2021,Journal of Communication,4.0,US,F,White,Education
9448,mkqlyqntlqmypzpkzrch,2018,Journal of Communication,6.0,DE,F,White,Education
9449,vjyunzyaphgsnleaialx,2007,Communication Theory,1.0,US,M,White,Education
9450,gwzjetzdheynypnzlcas,2014,Human Communication Research,1.0,US,M,White,Education
9451,palhtmbuwrnhngchdfql,2013,Journal of Computer-Mediated Communication,1.0,US,F,Hispanic,Education
9452,zgkeijzjnllgqbfeuutt,2007,Journal of Computer-Mediated Communication,2.0,US,M,White,Non Education
9453,pgmrmjiysouqhvdsasel,2006,Journal of Communication,3.0,US,F,White,Education
9454,rqfbxfekryyoyqpsyyos,2015,Journal of Communication,1.0,US,F,White,Education
9455,bemhwxmaqqjcftwjebnz,1978,Human Communication Research,4.0,US,M,White,Education
9456,hpcsoomcvivyspdbocxh,2009,Journal of Communication,2.0,US,M,Asian,Education
9457,hstrnnnuwsdedvghyftu,1990,Journal of Communication,1.0,UK,M,White,Education
9458,jirjtpyafedufbvosgey,1997,Journal of Computer-Mediated Communication,1.0,US,M,Asian,Education
9459,iumiqzmyylqpvggqzkmw,1975,Journal of Communication,1.0,CO,M,White,Education
9460,gwjkeuvztamvgjgaawvf,2004,Human Communication Research,3.0,US,F,White,Education
9461,jnonmyvncoozpfdhcawn,2010,"Communication, Culture and Critique",1.0,GB,F,White,Education
9462,vkcoqwlpgjvccchfwiqy,2016,Journal of Computer-Mediated Communication,2.0,CN,M,Asian,Education
9463,clvdwmxzarctxzmyzbwc,2005,Journal of Communication,2.0,IL,F,White,Education
9464,hzawrjiykiploaqgarrc,2012,Journal of Communication,3.0,US,M,White,Education
9465,rtxbpwdyrgnhjckxuvym,1989,Journal of Communication,1.0,US,M,White,Education
9466,ludmwvbltfytgytmiplr,2013,Human Communication Research,2.0,US,F,White,Education
9467,izwbrexnfmwduywyplvt,2014,Human Communication Research,5.0,US,F,Asian,Education
9468,kmeipgdmsmoxyhvltmlj,1995,Journal of Computer-Mediated Communication,3.0,DE,M,White,Education
9469,meborjjwskmeefoufatf,2022,Journal of Computer-Mediated Communication,1.0,CH,M,White,Education
9470,udcjipvgfidrjgwakjkq,2008,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
9471,xcmqbnkeylxybzmhipmp,1985,Human Communication Research,1.0,US,M,White,Non Education
9472,dzvcnicifaktjfrzrxfg,1977,Journal of Communication,1.0,US,F,White,Education
9473,onxgwyjlonncxsokhjue,2002,Journal of Computer-Mediated Communication,2.0,GB,M,White,Education
9474,qivalxnyxvnfkicjkwin,1997,Journal of Communication,1.0,US,M,White,Education
9475,rwbvoncivefaewijlbhz,1983,Human Communication Research,1.0,US,F,White,Education
9476,pddjlayuwczeevfxylaq,1976,Human Communication Research,2.0,CA,M,White,Education
9477,lfxfxpunpoiekbgmmkpt,1982,Journal of Communication,3.0,US,M,White,Education
9478,chnmoreasmypybuoatxa,2009,Communication Theory,5.0,US,M,White,Education
9479,fcpeljkeqkdfmueemvge,2008,Journal of Communication,1.0,US,M,White,Education
9480,pmidouxbngpbretdssns,1995,Journal of Communication,3.0,US,F,White,Education
9481,othjthbfdcqucwriffcb,2009,Communication Theory,1.0,PH,M,White,Education
9482,tydavkmabphmcnldreqw,2009,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
9483,rcmtjouupudvcmybxgco,2008,Human Communication Research,2.0,US,F,White,Education
9484,owhdsmmjefchnahcylpl,2010,Journal of Communication,2.0,US,M,White,Education
9485,hgqscdlprjyzxedwrixt,2002,Journal of Computer-Mediated Communication,7.0,US,F,White,Education
9486,hysvtitsmticcrtfdmwq,2009,Human Communication Research,1.0,US,M,White,Education
9487,fgmouggtbtccwaksusbo,2013,Journal of Communication,3.0,US,F,White,Education
9488,kjxixywqyigmrahwnher,1963,Journal of Communication,1.0,US,M,White,Non Education
9489,dwxtnxfpurnhxdsmzscb,2012,Journal of Communication,3.0,US,F,White,Non Education
9490,lnvsrgcmkfcccqzqxfaq,1996,Journal of Communication,2.0,US,F,White,Education
9491,bkamzoqnfwbedxngiiwf,1977,Human Communication Research,2.0,US,M,White,Education
9492,syylgoutnavvnsnsogvd,1995,Human Communication Research,1.0,US,M,Asian,Education
9493,vuyzbsnxszslgoosywtp,2006,Journal of Communication,2.0,US,F,White,Education
9494,utsccribkylempmjzqix,2015,Journal of Communication,1.0,IL,M,White,Education
9495,exqalhvtyztktjervllg,2009,Journal of Communication,1.0,US,F,White,Education
9496,shfemqdogezxzqakgjak,1976,Human Communication Research,2.0,US,M,White,Education
9497,nuhcuyqhujmqkecyyxnt,2015,Journal of Communication,2.0,US,F,Asian,Education
9498,pokkjlnopjopdwmrntmc,2001,Journal of Computer-Mediated Communication,2.0,US,M,White,Education
9499,zywzpocynrrjkgbjrfcb,2004,Journal of Communication,4.0,US,F,White,Education
9500,ipizuqyhiulpmqwxdtnm,2018,Journal of Communication,1.0,US,F,White,Education
9501,bzrlbphizdnwczpxzsgb,1993,Journal of Communication,1.0,US,M,White,Education
9502,ngbpezhcbhimmiapoezs,1982,Human Communication Research,1.0,US,F,White,Education
9503,kesyqivmaquvviqfzefc,2018,Communication Theory,1.0,IL,M,White,Education
9504,lhowfixfxqmokvfqcsip,2011,Human Communication Research,1.0,FI,M,White,Education
9505,fexcezovhctohzusxknv,2007,Journal of Communication,1.0,US,M,White,Education
9506,tgkeeahtuctnjfthletp,2001,Communication Theory,1.0,US,F,White,Education
9507,ileuxwpzhjwrqojtelkx,2016,Journal of Communication,3.0,US,F,White,Education
9508,cygxtnahtbtmvaiyxcyu,1975,Human Communication Research,2.0,US,M,White,Education
9509,mokqzxrqouplfxjfmdaf,2003,Journal of Computer-Mediated Communication,6.0,ES,F,Asian,Education
9510,bjuhfrnaqrrtvszhqwaw,2020,Journal of Computer-Mediated Communication,1.0,NL,F,White,Education
9511,dguewscppshbyyifsiut,1999,Human Communication Research,1.0,US,M,White,Education
9512,zphuwsuyheulduirutew,1968,Journal of Communication,2.0,US,M,White,Education
9513,atsnaavcgdrbuhebtlyk,2015,Journal of Communication,4.0,US,F,White,Education
9514,qrxxvexgjetilyjrjedc,1976,Journal of Communication,1.0,US,F,White,Education
9515,nnbxthkoqwdbymgcusvg,1952,Journal of Communication,1.0,US,M,White,Education
9516,nzpvfrrupsnwkavbaqad,2016,Journal of Communication,1.0,US,F,White,Education
9517,ffiahrfiysjybrvwgdok,2022,Human Communication Research,1.0,US,F,White,Education
9518,rsjmtekyaaeuqlxrojtq,2017,Journal of Communication,2.0,AU,M,White,Education
9519,csqudszkpnkpjdxebibg,1987,Journal of Communication,2.0,US,M,White,Education
9520,yxxfvpimrscuygfhwlnm,2008,Journal of Communication,2.0,US,M,White,Non Education
9521,sgisxoauxgmcrttgfltt,2006,Journal of Communication,4.0,US,F,White,Education
9522,iasfvfgsddgtolyudbti,2009,Journal of Computer-Mediated Communication,2.0,US,M,White,Education
9523,wewdfsqupsnlylgizwzl,2008,Human Communication Research,1.0,US,F,White,Education
9524,feuuajqfbtsxhnjnppsj,2003,Journal of Computer-Mediated Communication,1.0,NZ,F,White,Education
9525,xayxniotzwwbedgahwbu,2011,Journal of Computer-Mediated Communication,2.0,US,F,White,Education
9526,xgmzcjgesvsumrgqcyts,2015,Journal of Communication,1.0,CN,F,White,Education
9527,levvvnkskybqdszjthze,2006,Journal of Computer-Mediated Communication,2.0,AU,M,White,Education
9528,kobuxqkyzdsjwlsdviej,2010,Human Communication Research,2.0,US,M,Asian,Education
9529,dsefvhvjhuojjfwftqfy,2019,Communication Theory,1.0,US,M,White,Education
9530,nnmfoirstmxdowbnqbtz,1982,Human Communication Research,1.0,US,F,White,Education
9531,ebngizemdslnlsllyiid,1999,Journal of Computer-Mediated Communication,2.0,US,F,White,Education
9532,wbgdxhxsheysligguszy,2014,Journal of Communication,3.0,CH,M,White,Education
9533,ruezmvhkixfhjodeizhm,2014,Journal of Communication,3.0,DE,F,White,Education
9534,mlkmzsyhgdksxewkscpa,2009,Human Communication Research,2.0,NL,F,White,Education
9535,fjihhcxqenwnmsmfhdiw,1990,Human Communication Research,2.0,US,M,White,Education
9536,dizlerlunnsnobskbpqv,1996,Human Communication Research,2.0,US,M,White,Education
9537,qikfxijzkvuyngzobaqk,1982,Journal of Communication,3.0,US,M,White,Education
9538,fezdepdnnommlpiqboop,2018,Journal of Communication,1.0,PH,M,White,Education
9539,uxfvhdhxxxlukfdmqcyv,2018,"Communication, Culture and Critique",1.0,US,F,White,Education
9540,ivlrtyshukpcwbwlozrc,2017,Journal of Communication,2.0,US,F,White,Education
9541,fgosjohzlaansrphhyff,1982,Journal of Communication,2.0,US,F,White,Education
9542,luqyozebltsaqdcsmxbd,1975,Human Communication Research,1.0,US,M,White,Education
9543,rnwyznislzrqinzukwzq,1980,Human Communication Research,1.0,US,M,White,Education
9544,hhxkwjnfwpjkypcntulc,1984,Human Communication Research,3.0,US,M,White,Education
9545,xcwpadbmxkzzqejovasg,2002,Journal of Computer-Mediated Communication,1.0,CN,M,Asian,Education
9546,tpnwjuvmivvehuowgpjz,1982,Human Communication Research,2.0,GB,F,White,Education
9547,mmbhttojlckudxymaamn,2014,Journal of Computer-Mediated Communication,3.0,US,M,White,Education
9548,eaaeuormbtrnkwztphkc,2016,Human Communication Research,1.0,US,F,White,Education
9549,agvhdarywtxawakjypfr,1976,Human Communication Research,1.0,US,F,White,Education
9550,ocffhdwjrvxpqlkxlzpb,1956,Journal of Communication,1.0,US,M,White,Education
9551,bxquwkjedmonymlgknqz,2014,Journal of Computer-Mediated Communication,1.0,US,F,White,Education
9552,mhmocxmozdvcnpwvefhe,2012,Journal of Communication,2.0,US,M,White,Education
9553,gvuqmafuzjmppymnoywk,1983,Journal of Communication,2.0,US,F,White,Education
9554,ugmjsdzxgxkqgpvogecq,1981,Human Communication Research,2.0,US,F,White,Education
9555,paedseigfaxinhbhurtr,1980,Journal of Communication,1.0,US,M,White,Education
9556,jgndsxbeojhxcpmmhabn,1977,Journal of Communication,2.0,US,M,White,Education
9557,cohwjxbjiqciwlmbqmpd,2006,Journal of Computer-Mediated Communication,2.0,US,F,White,Education
9558,bipgnfqtolmfofxlityz,1980,Human Communication Research,1.0,US,M,White,Education
9559,ypcamoihrbejojopvtea,2013,Journal of Communication,5.0,US,M,White,Education
9560,rhebeqjbgsbkbdkcdbly,2019,"Communication, Culture and Critique",1.0,NL,M,White,Education
9561,ueemwxdfjwucakesckvv,1989,Journal of Communication,1.0,GB,M,White,Education
9562,qvhpqukzdsygepyrpfzs,2014,Journal of Communication,1.0,NL,F,Middle Eastern,Education
9563,dfgmraadnelqezguxngx,1982,Human Communication Research,1.0,US,F,White,Education
9564,pgikincmoydufjgalmuf,2021,Journal of Communication,3.0,US,M,White,Education
9565,jgiaqwyasvuqdzpzqbhe,1989,Human Communication Research,3.0,US,F,White,Education
9566,mtcttzdvcidieicmybgx,1999,Human Communication Research,1.0,US,F,White,Education
9567,aguvjdwpqvffezsuoqdv,1995,Human Communication Research,1.0,US,F,White,Education
9568,uoablrriptmablchuhke,2004,Journal of Communication,3.0,US,F,White,Education
9569,abgeawmakljvgoycdstd,2008,Human Communication Research,1.0,US,F,White,Education
9570,cqiswafioivnfkdvfxtq,2017,Journal of Communication,7.0,CH,M,White,Education
9571,ahzyyanbjitrqldlveyj,1984,Journal of Communication,3.0,US,M,White,Non Education
9572,jsyhuwejinuhvfbegehh,2021,Human Communication Research,2.0,AU,M,White,Education
9573,qeswrtsfzdbtjnlpjzgn,2020,Journal of Communication,8.0,NL,F,White,Education
9574,mfpwrqwzpalgansuefls,1989,Human Communication Research,1.0,US,M,White,Education
9575,bakgfzkhvkyjxdcmfbjl,2018,Journal of Computer-Mediated Communication,4.0,NL,M,White,Education
9576,zxkuytyzghedwhvpyrbz,1976,Journal of Communication,2.0,US,M,White,Education
9577,fojpfjdowguucmlmxyaj,1961,Journal of Communication,1.0,US,M,White,Education
9578,dywrwuchwcjrlfcdiwsr,1981,Journal of Communication,1.0,PH,M,Asian,Education
9579,hlpkxufyzsirhcezciab,2013,Journal of Communication,2.0,NL,M,White,Education
9580,rkiectswilaocepuyxfc,2004,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
9581,qljiqfaxveqsiluyrqir,2009,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
9582,ilkgqbeeplqprxqqlazd,2006,Journal of Communication,4.0,US,F,White,Education
9583,inmyxqtctmbxwiiczmlt,1979,Journal of Communication,1.0,US,M,White,Education
9584,jvligbfyuqoqlgwatnti,2006,Journal of Computer-Mediated Communication,1.0,AU,F,White,Education
9585,yindastzbnotnoycvtof,2021,Communication Theory,2.0,BE,M,White,Education
9586,igapxpwttvuilcibairn,2020,Human Communication Research,3.0,US,M,White,Education
9587,kxdjcmbdoasjtllegnfp,1972,Journal of Communication,1.0,US,M,White,Education
9588,pwpirrrgvgxauyykyvwq,2008,Journal of Computer-Mediated Communication,2.0,US,M,Black,Education
9589,oyckoqejcslafwummmgo,2021,Journal of Communication,5.0,US,F,Hispanic,Education
9590,vylwotowuariniivuhpr,1994,Human Communication Research,2.0,US,M,White,Education
9591,fcfpsfbvqwtagqbbcoli,2013,Journal of Communication,1.0,AT,M,White,Education
9592,ruezmvhkixfhjodeizhm,2014,Journal of Communication,1.0,DE,F,White,Education
9593,paslgmgpiyomeubbevqf,2019,Human Communication Research,1.0,US,F,White,Education
9594,hlbtxojgdfgsgahkuesf,2016,Journal of Communication,4.0,US,M,White,Education
9595,ixgjmxscvxlvclklyxwv,2011,Journal of Communication,3.0,DK,M,White,Education
9596,fdozgrgmxpiwiyguxkqv,2001,Journal of Communication,2.0,US,M,White,Education
9597,zgfodtumbsokubasezkd,2007,Journal of Computer-Mediated Communication,1.0,US,M,Asian,Education
9598,fidjcfrcszupvfzcembh,1977,Journal of Communication,1.0,US,M,White,Education
9599,dgnqmvtdqcilemlnutwq,1993,Journal of Communication,2.0,US,F,White,Education
9600,cdtbdugnnfedctjzngfi,1994,Journal of Communication,1.0,BR,M,White,Education
9601,puysccuwcrrougtbonqc,2017,Communication Theory,1.0,IL,M,White,Education
9602,scgfzbkazejwgjijckei,2020,Human Communication Research,3.0,US,M,White,Education
9603,xvzbltdbfbarwlfbdsoy,1989,Human Communication Research,2.0,US,F,White,Education
9604,oummavlmxmtdwbzxithu,2003,Journal of Communication,2.0,IL,F,White,Education
9605,wmrxoocydihjcmtkedjm,2007,Journal of Computer-Mediated Communication,1.0,CH,M,White,Education
9606,jzjdtcivsvyleejflsph,1951,Journal of Communication,1.0,US,M,White,Education
9607,hpcsoomcvivyspdbocxh,2009,Journal of Communication,4.0,US,M,White,Education
9608,dvcrsrosmzcyjeqygpjn,2004,Journal of Communication,2.0,US,M,White,Education
9609,bipgnfqtolmfofxlityz,1980,Human Communication Research,2.0,US,F,White,Education
9610,mnuzrfrfujrpzgmhdoyb,1963,Journal of Communication,1.0,GB,M,White,Education
9611,ypjpcwripegjhsdnnstr,1953,Journal of Communication,1.0,US,M,White,Education
9612,hiycqrwvqghwwkjhetlk,2005,Human Communication Research,7.0,US,F,White,Education
9613,knkzzswyglvggmoxmffb,2004,Journal of Computer-Mediated Communication,2.0,KR,M,Asian,Education
9614,nkcpuhuwuyxxdiklwqzr,2002,Journal of Communication,2.0,US,M,White,Education
9615,fdcskerjvxqjenkcrtpn,1989,Journal of Communication,2.0,US,M,White,Education
9616,iqsbrrdbdosjjjprhlgx,2018,Journal of Communication,3.0,US,M,Asian,Education
9617,gowhynppynyqfzujfsfv,1977,Human Communication Research,1.0,US,F,White,Education
9618,iyzbkfgsjpdygmfetlhj,2008,Human Communication Research,3.0,US,M,Asian,Education
9619,hyrasjnmuizurnhbwpby,1989,Human Communication Research,1.0,US,F,White,Education
9620,rnxuhgpzuextbppwwacj,2015,Human Communication Research,1.0,US,M,White,Education
9621,vwposfnwbxknrzlmkyro,2012,"Communication, Culture and Critique",2.0,US,M,White,Education
9622,zcxsrzmubghofybsxejl,2011,Journal of Communication,3.0,US,F,Asian,Education
9623,dnhrnjcnsnkqzdzfnmsi,2021,Journal of Communication,3.0,US,F,Asian,Education
9624,ileuxwpzhjwrqojtelkx,2016,Journal of Communication,2.0,AU,F,White,Non Education
9625,ttveklpwsfsiosgrhhpf,2016,Journal of Communication,1.0,DE,M,White,Education
9626,wzfawswrntfexmwdnmwk,1984,Journal of Communication,2.0,US,F,White,Education
9627,fbjfiixnufjchigcoxdo,2021,Human Communication Research,1.0,US,F,White,Education
9628,qofivvdudyfhkfvtdajt,2020,"Communication, Culture and Critique",2.0,GB,F,Black,Education
9629,jhrjtfrnuladqppoxdqt,1988,Journal of Communication,1.0,US,M,Hispanic,Education
9630,vhscgrjaaishwlhvzgfw,2019,Human Communication Research,2.0,US,F,White,Education
9631,rzycmjdmacxbpxnzrhvw,1955,Journal of Communication,1.0,US,M,White,Education
9632,rotxuwxlxytkrnxgszcd,2005,Journal of Computer-Mediated Communication,1.0,US,M,White,Education
9633,cqiswafioivnfkdvfxtq,2017,Journal of Communication,4.0,CH,F,White,Education
9634,wxctvxartvqyabhscpkl,2020,"Communication, Culture and Critique",1.0,US,F,Asian,Education
9635,eohecknggepvzqghmiuo,1981,Journal of Communication,2.0,US,F,White,Education
9636,zcmnvcdigtklxinmqjav,2016,"Communication, Culture and Critique",1.0,US,M,White,Education
9637,sowcqkgbayppputoxuoy,2009,Journal of Communication,1.0,US,F,White,Education
9638,dmsiovpdefmiwgacmydl,2013,Journal of Computer-Mediated Communication,2.0,ES,M,White,Education
9639,zjfbgpttpulblecyawqd,2015,Journal of Communication,2.0,KR,M,White,Education
9640,llbwsktyeyeirnjhwshf,2015,Journal of Communication,2.0,US,F,Asian,Education
9641,shloqnqggvpgkncdzlod,2005,Human Communication Research,2.0,US,M,White,Education
9642,ebabhxmlqsienwpsbjpu,2022,Human Communication Research,3.0,US,F,White,Education
9643,usmoqtqvnmftfolwwpbi,1978,Journal of Communication,1.0,UK,F,White,Non Education
9644,afkyiwrpiijkeatgzqnj,2012,Journal of Communication,2.0,US,M,White,Education
9645,cjjoacpgcejeksoyjfhz,2019,Journal of Computer-Mediated Communication,2.0,SG,F,Asian,Education
9646,wmyqxwpwpfqyfnhwpcdq,2010,Human Communication Research,2.0,US,F,Asian,Education
9647,sdmgykdmuxxyeswhbsva,2020,Human Communication Research,7.0,US,F,White,Education
9648,bhkwwwgzjlcaushvvvpq,1993,Human Communication Research,1.0,US,F,White,Education
9649,hgnljvgfywssrtkmmpwv,2008,Human Communication Research,2.0,US,F,White,Education
9650,xhbkioodcknuqrnwmfio,2013,Communication Theory,2.0,CA,M,White,Education
9651,ojfwrfpaetocpcrzqugo,1992,Communication Theory,1.0,US,M,White,Education
9652,rbmzwyinxpgihsiufbko,2022,Communication Theory,2.0,GB,M,White,Education
